 Eloss (eV)    Int (a.u.)
   0.000000  1.094904e-23
   0.001600  1.310762e-23
   0.003201  1.568775e-23
   0.004801  1.877094e-23
   0.006401  2.245433e-23
   0.008002  2.685363e-23
   0.009602  3.210661e-23
   0.011202  3.837733e-23
   0.012803  4.586103e-23
   0.014403  5.479003e-23
   0.016003  6.544071e-23
   0.017604  7.814176e-23
   0.019204  9.328398e-23
   0.020804  1.113319e-22
   0.022404  1.328376e-22
   0.024005  1.584569e-22
   0.025605  1.889687e-22
   0.027205  2.252981e-22
   0.028806  2.685429e-22
   0.030406  3.200064e-22
   0.032006  3.812347e-22
   0.033607  4.540616e-22
   0.035207  5.406622e-22
   0.036807  6.436145e-22
   0.038408  7.659747e-22
   0.040008  9.113638e-22
   0.041608  1.084071e-21
   0.043209  1.289177e-21
   0.044809  1.532696e-21
   0.046409  1.821748e-21
   0.048010  2.164757e-21
   0.049610  2.571692e-21
   0.051210  3.054339e-21
   0.052811  3.626640e-21
   0.054411  4.305070e-21
   0.056011  5.109105e-21
   0.057612  6.061751e-21
   0.059212  7.190186e-21
   0.060812  8.526501e-21
   0.062412  1.010858e-20
   0.064013  1.198115e-20
   0.065613  1.419696e-20
   0.067213  1.681826e-20
   0.068814  1.991844e-20
   0.070414  2.358406e-20
   0.072014  2.791710e-20
   0.073615  3.303778e-20
   0.075215  3.908770e-20
   0.076815  4.623364e-20
   0.078416  5.467198e-20
   0.080016  6.463388e-20
   0.081616  7.639138e-20
   0.083217  9.026455e-20
   0.084817  1.066299e-19
   0.086417  1.259300e-19
   0.088018  1.486854e-19
   0.089618  1.755076e-19
   0.091218  2.071154e-19
   0.092819  2.443530e-19
   0.094419  2.882117e-19
   0.096019  3.398555e-19
   0.097620  4.006505e-19
   0.099220  4.721998e-19
   0.100820  5.563841e-19
   0.102420  6.554088e-19
   0.104021  7.718600e-19
   0.105621  9.087691e-19
   0.107221  1.069688e-18
   0.108822  1.258780e-18
   0.110422  1.480918e-18
   0.112022  1.741810e-18
   0.113623  2.048139e-18
   0.115223  2.407725e-18
   0.116823  2.829717e-18
