 Hybrid Ratio Row1  Hybrid Ratio Row2  Hybrid Ratio Row3  Hybrid Ratio Row4  Hybrid Ratio Row5  Hybrid Ratio Row6  Hybrid Ratio Row7  Hybrid Ratio Row8  Hybrid Ratio Row9  Hybrid Ratio Row10  Hybrid Ratio Row11  Hybrid Ratio Row12  Hybrid Ratio Row13  Hybrid Ratio Row14  Hybrid Ratio Row15  Hybrid Ratio Row16  Hybrid Ratio Row17  Hybrid Ratio Row18  Hybrid Ratio Row19  Hybrid Ratio Row20  Hybrid Ratio Row21  Hybrid Ratio Row22  Hybrid Ratio Row23  Hybrid Ratio Row24  Hybrid Ratio Row25  Hybrid Ratio Row26  Hybrid Ratio Row27  Hybrid Ratio Row28  Hybrid Ratio Row29  Hybrid Ratio Row30  Hybrid Ratio Row31  Hybrid Ratio Row32  Hybrid Ratio Row33  Hybrid Ratio Row34  Hybrid Ratio Row35  Hybrid Ratio Row36  Hybrid Ratio Row37  Hybrid Ratio Row38  Hybrid Ratio Row39  Hybrid Ratio Row40  Hybrid Ratio Row41  Hybrid Ratio Row42  Hybrid Ratio Row43  Hybrid Ratio Row44  Hybrid Ratio Row45  Hybrid Ratio Row46  Hybrid Ratio Row47  Hybrid Ratio Row48  Hybrid Ratio Row49  Hybrid Ratio Row50  Hybrid Ratio Row51  Hybrid Ratio Row52  Hybrid Ratio Row53  Hybrid Ratio Row54  Hybrid Ratio Row55  Hybrid Ratio Row56  Hybrid Ratio Row57  Hybrid Ratio Row58  Hybrid Ratio Row59  Hybrid Ratio Row60  Hybrid Ratio Row61  Hybrid Ratio Row62  Hybrid Ratio Row63  Hybrid Ratio Row64  Hybrid Ratio Row65
          1.029959           1.035739           1.041507           1.047263           1.053007           1.058740           1.064460           1.070168           1.075864            1.081547            1.087218            1.092876            1.098522            1.104156            1.109776            1.115384            1.120979            1.126561            1.132130            1.137686            1.143229            1.148759            1.154276            1.159779            1.165269            1.170746            1.176210            1.181660            1.187096            1.192519            1.197929            1.203325            1.208707            1.214076            1.219431            1.224773            1.230101            1.235415            1.240715            1.246002            1.251274            1.256533            1.261778            1.267010            1.272227            1.277431            1.282620            1.287796            1.292958            1.298106            1.298073            1.303242            1.308399            1.313541            1.318671            1.323787            1.328889            1.333978            1.339054            1.344116            1.349165            1.354200            1.359222            1.364230            1.369225
          1.024457           1.030227           1.035985           1.041732           1.047468           1.053191           1.058903           1.064602           1.070290            1.075965            1.081628            1.087279            1.092917            1.098543            1.104156            1.109757            1.115345            1.120920            1.126483            1.132032            1.137569            1.143092            1.148603            1.154100            1.159585            1.165056            1.170514            1.175958            1.181390            1.186808            1.192212            1.197603            1.202981            1.208345            1.213696            1.219033            1.224357            1.229667            1.234963            1.240245            1.245514            1.250770            1.256011            1.261239            1.266453            1.271654            1.276840            1.282013            1.287172            1.292318            1.292285            1.297451            1.302605            1.307745            1.312871            1.317985            1.323084            1.328171            1.333244            1.338304            1.343351            1.348384            1.353404            1.358410            1.363403
          1.018981           1.024742           1.030491           1.036229           1.041955           1.047670           1.053373           1.059064           1.064743            1.070410            1.076065            1.081708            1.087338            1.092957            1.098563            1.104156            1.109737            1.115305            1.120861            1.126404            1.131934            1.137451            1.142955            1.148447            1.153925            1.159391            1.164843            1.170282            1.175708            1.181121            1.186520            1.191906            1.197279            1.202639            1.207985            1.213317            1.218637            1.223942            1.229234            1.234513            1.239778            1.245030            1.250268            1.255492            1.260703            1.265900            1.271083            1.276253            1.281409            1.286552            1.286519            1.291683            1.296833            1.301970            1.307094            1.312204            1.317302            1.322386            1.327457            1.332514            1.337558            1.342589            1.347607            1.352612            1.357603
          1.013534           1.019285           1.025024           1.030753           1.036470           1.042176           1.047870           1.053552           1.059223            1.064881            1.070528            1.076163            1.081786            1.087397            1.092995            1.098581            1.104155            1.109716            1.115265            1.120801            1.126324            1.131835            1.137333            1.142818            1.148291            1.153750            1.159197            1.164630            1.170051            1.175458            1.180852            1.186234            1.191601            1.196956            1.202297            1.207626            1.212940            1.218242            1.223530            1.228804            1.234065            1.239313            1.244547            1.249768            1.254975            1.260169            1.265349            1.270516            1.275669            1.280808            1.280777            1.285937            1.291084            1.296218            1.301339            1.306447            1.311541            1.316623            1.321691            1.326746            1.331788            1.336817            1.341832            1.346835            1.351824
          1.008114           1.013855           1.019585           1.025304           1.031012           1.036708           1.042393           1.048067           1.053729            1.059379            1.065018            1.070645            1.076260            1.081863            1.087453            1.093032            1.098598            1.104152            1.109694            1.115223            1.120740            1.126245            1.131736            1.137215            1.142681            1.148135            1.153576            1.159003            1.164418            1.169820            1.175209            1.180585            1.185948            1.191298            1.196634            1.201958            1.207268            1.212565            1.217849            1.223119            1.228376            1.233620            1.238850            1.244067            1.249271            1.254461            1.259638            1.264801            1.269951            1.275087            1.275056            1.280213            1.285357            1.290488            1.295606            1.300711            1.305803            1.310881            1.315947            1.321000            1.326039            1.331065            1.336079            1.341079            1.346066
          1.002721           1.008452           1.014173           1.019882           1.025580           1.031268           1.036944           1.042609           1.048262            1.053904            1.059534            1.065153            1.070760            1.076355            1.081938            1.087509            1.093068            1.098615            1.104149            1.109672            1.115182            1.120679            1.126164            1.131637            1.137097            1.142544            1.147979            1.153401            1.158810            1.164207            1.169590            1.174961            1.180319            1.185663            1.190995            1.196314            1.201619            1.206912            1.212191            1.217457            1.222710            1.227950            1.233176            1.238389            1.243589            1.248776            1.253949            1.259109            1.264256            1.269389            1.269359            1.274512            1.279653            1.284780            1.289895            1.294997            1.300086            1.305162            1.310225            1.315275            1.320312            1.325336            1.330347            1.335345            1.340330
          0.997355           1.003077           1.008787           1.014487           1.020176           1.025854           1.031521           1.037177           1.042822            1.048455            1.054077            1.059687            1.065286            1.070873            1.076448            1.082011            1.087563            1.093102            1.098630            1.104145            1.109648            1.115139            1.120618            1.126084            1.131537            1.136979            1.142407            1.147823            1.153227            1.158618            1.163996            1.169361            1.174713            1.180053            1.185380            1.190693            1.195994            1.201282            1.206557            1.211819            1.217067            1.222303            1.227525            1.232735            1.237931            1.243114            1.248283            1.253440            1.258583            1.263713            1.263683            1.268833            1.273971            1.279095            1.284206            1.289305            1.294391            1.299464            1.304524            1.309572            1.314606            1.319627            1.324636            1.329632            1.334614
          0.992017           0.997728           1.003429           1.009119           1.014799           1.020467           1.026125           1.031772           1.037408            1.043032            1.048645            1.054247            1.059838            1.065417            1.070984            1.076540            1.082084            1.087616            1.093136            1.098644            1.104140            1.109624            1.115096            1.120555            1.126003            1.131438            1.136860            1.142270            1.147668            1.153053            1.158425            1.163785            1.169132            1.174466            1.179788            1.185097            1.190393            1.195676            1.200946            1.206204            1.211448            1.216679            1.221898            1.227103            1.232295            1.237474            1.242640            1.247793            1.252933            1.258060            1.258030            1.263177            1.268311            1.273432            1.278540            1.283635            1.288718            1.293788            1.298845            1.303890            1.308922            1.313941            1.318947            1.323940            1.328920
          0.986706           0.992407           0.998098           1.003778           1.009448           1.015107           1.020756           1.026393           1.032020            1.037636            1.043240            1.048834            1.054416            1.059987            1.065546            1.071094            1.076630            1.082154            1.087667            1.093168            1.098657            1.104134            1.109599            1.115052            1.120493            1.125921            1.131337            1.136741            1.142133            1.147512            1.152879            1.158233            1.163575            1.168904            1.174220            1.179524            1.184815            1.190093            1.195359            1.200612            1.205852            1.211079            1.216293            1.221494            1.226682            1.231857            1.237020            1.242169            1.247305            1.252428            1.252400            1.257543            1.262673            1.267790            1.272895            1.277987            1.283067            1.288134            1.293188            1.298230            1.303259            1.308275            1.313279            1.318269            1.323247
          0.981422           0.987113           0.992793           0.998464           1.004124           1.009773           1.015412           1.021041           1.026658            1.032265            1.037861            1.043446            1.049020            1.054582            1.060133            1.065673            1.071202            1.076718            1.082224            1.087717            1.093199            1.098669            1.104127            1.109573            1.115007            1.120429            1.125839            1.131237            1.136623            1.141996            1.147357            1.152705            1.158041            1.163365            1.168676            1.173975            1.179261            1.184534            1.189795            1.195043            1.200278            1.205501            1.210711            1.215908            1.221092            1.226263            1.231422            1.236567            1.241700            1.246820            1.246792            1.251931            1.257057            1.262171            1.267272            1.272361            1.277438            1.282502            1.287553            1.292591            1.297617            1.302631            1.307632            1.312620            1.317595
          0.976165           0.981845           0.987516           0.993176           0.998826           1.004466           1.010096           1.015715           1.021323            1.026921            1.032508            1.038084            1.043649            1.049203            1.054746            1.060278            1.065799            1.071308            1.076805            1.082291            1.087766            1.093229            1.098680            1.104119            1.109547            1.114962            1.120366            1.125757            1.131136            1.136504            1.141859            1.147201            1.152532            1.157850            1.163156            1.168449            1.173730            1.178999            1.184254            1.189498            1.194728            1.199946            1.205152            1.210345            1.215525            1.220692            1.225846            1.230988            1.236117            1.241233            1.241206            1.246341            1.251463            1.256574            1.261672            1.266757            1.271830            1.276891            1.281939            1.286974            1.291997            1.297008            1.302006            1.306992            1.311965
          0.970935           0.976604           0.982265           0.987915           0.993555           0.999185           1.004805           1.010415           1.016014            1.021603            1.027181            1.032748            1.038305            1.043850            1.049385            1.054909            1.060421            1.065922            1.071412            1.076891            1.082358            1.087813            1.093257            1.098690            1.104110            1.109519            1.114916            1.120301            1.125674            1.131035            1.136385            1.141721            1.147046            1.152359            1.157659            1.162947            1.168223            1.173486            1.178737            1.183975            1.189201            1.194415            1.199616            1.204804            1.209980            1.215143            1.220293            1.225431            1.230556            1.235669            1.235642            1.240773            1.245892            1.250998            1.256093            1.261175            1.266244            1.271301            1.276346            1.281379            1.286399            1.291406            1.296402            1.301384            1.306355
          0.965731           0.971390           0.977040           0.982680           0.988310           0.993931           0.999541           1.005141           1.010731            1.016310            1.021879            1.027438            1.032986            1.038523            1.044049            1.049564            1.055069            1.060562            1.066044            1.071515            1.076975            1.082423            1.087860            1.093285            1.098699            1.104101            1.109491            1.114870            1.120236            1.125591            1.130934            1.136265            1.141584            1.146891            1.152186            1.157468            1.162739            1.167997            1.173243            1.178476            1.183697            1.188906            1.194102            1.199286            1.204458            1.209617            1.214763            1.219897            1.225018            1.230126            1.230100            1.235227            1.240342            1.245445            1.250535            1.255614            1.260680            1.265734            1.270775            1.275804            1.280821            1.285826            1.290818            1.295798            1.300766
          0.960554           0.966203           0.971842           0.977472           0.983092           0.988702           0.994303           0.999893           1.005473            1.011044            1.016603            1.022153            1.027692            1.033220            1.038738            1.044245            1.049741            1.055227            1.060701            1.066164            1.071616            1.077057            1.082487            1.087905            1.093311            1.098707            1.104090            1.109462            1.114822            1.120171            1.125508            1.130833            1.136146            1.141447            1.146736            1.152013            1.157278            1.162531            1.167772            1.173000            1.178216            1.183420            1.188612            1.193791            1.198958            1.204113            1.209255            1.214384            1.219502            1.224606            1.224581            1.229704            1.234814            1.239913            1.245000            1.250075            1.255137            1.260187            1.265225            1.270251            1.275265            1.280267            1.285256            1.290233            1.295198
          0.955404           0.961042           0.966670           0.972290           0.977899           0.983500           0.989090           0.994671           1.000242            1.005803            1.011353            1.016894            1.022424            1.027944            1.033453            1.038951            1.044439            1.049916            1.055383            1.060838            1.066282            1.071716            1.077138            1.082549            1.087948            1.093337            1.098713            1.104079            1.109433            1.114775            1.120105            1.125424            1.130731            1.136026            1.141310            1.146581            1.151840            1.157088            1.162323            1.167547            1.172758            1.177957            1.183144            1.188319            1.193481            1.198631            1.203769            1.208894            1.214007            1.219108            1.219083            1.224202            1.229309            1.234403            1.239486            1.244557            1.249616            1.254662            1.259697            1.264720            1.269730            1.274728            1.279714            1.284688            1.289650
          0.950280           0.955907           0.961525           0.967134           0.972733           0.978323           0.983904           0.989475           0.995036            1.000587            1.006129            1.011660            1.017181            1.022692            1.028193            1.033683            1.039162            1.044631            1.050089            1.055537            1.060973            1.066399            1.071814            1.077217            1.082610            1.087991            1.093361            1.098719            1.104066            1.109402            1.114726            1.120039            1.125340            1.130629            1.135907            1.141172            1.146426            1.151668            1.156898            1.162116            1.167322            1.172517            1.177699            1.182869            1.188026            1.193172            1.198305            1.203427            1.208535            1.213632            1.213608            1.218722            1.223825            1.228915            1.233994            1.239061            1.244116            1.249159            1.254190            1.259209            1.264216            1.269211            1.274194            1.279165            1.284124
          0.945182           0.950799           0.956406           0.962004           0.967593           0.973173           0.978743           0.984304           0.989856            0.995398            1.000930            1.006452            1.011964            1.017466            1.022957            1.028439            1.033910            1.039371            1.044821            1.050260            1.055689            1.061107            1.066514            1.071910            1.077295            1.082669            1.088032            1.093384            1.098724            1.104053            1.109371            1.114677            1.119972            1.125255            1.130527            1.135787            1.141035            1.146271            1.151496            1.156709            1.161910            1.167099            1.172276            1.177441            1.182594            1.187735            1.192864            1.197981            1.203085            1.208178            1.208154            1.213264            1.218362            1.223449            1.228524            1.233587            1.238638            1.243677            1.248704            1.253720            1.258723            1.263715            1.268695            1.273662            1.278618
          0.940111           0.945716           0.951313           0.956900           0.962479           0.968048           0.973609           0.979160           0.984701            0.990233            0.995756            1.001269            1.006771            1.012264            1.017747            1.023220            1.028683            1.034135            1.039577            1.045008            1.050429            1.055839            1.061238            1.066627            1.072005            1.077372            1.082727            1.088072            1.093406            1.098728            1.104039            1.109339            1.114628            1.119905            1.125170            1.130424            1.135667            1.140897            1.146117            1.151324            1.156520            1.161704            1.166876            1.172036            1.177184            1.182320            1.187445            1.192557            1.197657            1.202746            1.202722            1.207828            1.212922            1.218004            1.223075            1.228134            1.233181            1.238216            1.243240            1.248252            1.253252            1.258240            1.263216            1.268181            1.273133
          0.935066           0.940660           0.946246           0.951822           0.957390           0.962950           0.968500           0.974041           0.979572            0.985095            0.990608            0.996111            1.001604            1.007088            1.012562            1.018026            1.023480            1.028924            1.034357            1.039780            1.045193            1.050595            1.055987            1.061368            1.066738            1.072098            1.077447            1.082784            1.088111            1.093427            1.098731            1.104024            1.109307            1.114577            1.119837            1.125085            1.130321            1.135547            1.140760            1.145962            1.151152            1.156331            1.161498            1.166653            1.171796            1.176928            1.182048            1.187155            1.192251            1.197335            1.197313            1.202413            1.207503            1.212581            1.217647            1.222702            1.227745            1.232777            1.237796            1.242805            1.247801            1.252786            1.257759            1.262720            1.267669
          0.930047           0.935630           0.941204           0.946770           0.952328           0.957876           0.963416           0.968947           0.974469            0.979981            0.985484            0.990978            0.996462            1.001937            1.007402            1.012857            1.018302            1.023737            1.029162            1.034577            1.039982            1.045376            1.050760            1.056133            1.061496            1.066848            1.072189            1.077520            1.082840            1.088149            1.093446            1.098733            1.104009            1.109273            1.114526            1.119768            1.124999            1.130218            1.135426            1.140623            1.145807            1.150981            1.156143            1.161293            1.166431            1.171558            1.176673            1.181776            1.186867            1.191947            1.191924            1.197021            1.202106            1.207179            1.212241            1.217292            1.222331            1.227358            1.232374            1.237379            1.242371            1.247352            1.252322            1.257279            1.262225
          0.925029           0.930600           0.936163           0.941718           0.947265           0.952803           0.958332           0.963853           0.969364            0.974867            0.980360            0.985844            0.991319            0.996784            1.002240            1.007686            1.013122            1.018549            1.023965            1.029372            1.034768            1.040154            1.045530            1.050896            1.056251            1.061595            1.066929            1.072253            1.077565            1.082867            1.088158            1.093438            1.098707            1.103965            1.109212            1.114448            1.119673            1.124886            1.130088            1.135279            1.140458            1.145626            1.150782            1.155927            1.161060            1.166182            1.171292            1.176391            1.181477            1.186552            1.186531            1.191622            1.196703            1.201772            1.206829            1.211875            1.216910            1.221934            1.226945            1.231946            1.236935            1.241912            1.246878            1.251832            1.256775
          0.920060           0.925620           0.931172           0.936716           0.942251           0.947779           0.953298           0.958808           0.964309            0.969802            0.975285            0.980760            0.986225            0.991681            0.997127            1.002564            1.007992            1.013409            1.018817            1.024215            1.029603            1.034981            1.040349            1.045707            1.051054            1.056391            1.061718            1.067034            1.072339            1.077634            1.082918            1.088191            1.093454            1.098705            1.103946            1.109175            1.114394            1.119601            1.124797            1.129982            1.135156            1.140318            1.145469            1.150609            1.155737            1.160854            1.165959            1.171053            1.176135            1.181205            1.181184            1.186271            1.191346            1.196411            1.201464            1.206506            1.211536            1.216555            1.221563            1.226560            1.231545            1.236518            1.241480            1.246431            1.251370
          0.915116           0.920665           0.926206           0.931739           0.937263           0.942780           0.948288           0.953788           0.959279            0.964761            0.970235            0.975700            0.981155            0.986602            0.992039            0.997467            1.002885            1.008294            1.013693            1.019083            1.024463            1.029832            1.035192            1.040542            1.045881            1.051211            1.056530            1.061838            1.067136            1.072424            1.077701            1.082968            1.088223            1.093468            1.098702            1.103925            1.109138            1.114339            1.119529            1.124708            1.129876            1.135033            1.140179            1.145313            1.150436            1.155547            1.160648            1.165736            1.170814            1.175879            1.175859            1.180941            1.186011            1.191071            1.196120            1.201157            1.206183            1.211198            1.216202            1.221194            1.226175            1.231145            1.236103            1.241050            1.245986
          0.910199           0.915736           0.921265           0.926787           0.932301           0.937807           0.943304           0.948793           0.954274            0.959746            0.965210            0.970665            0.976111            0.981548            0.986975            0.992394            0.997803            1.003203            1.008594            1.013975            1.019346            1.024707            1.030059            1.035400            1.040732            1.046054            1.051365            1.056666            1.061957            1.067237            1.072507            1.077767            1.083016            1.088254            1.093482            1.098698            1.103904            1.109100            1.114284            1.119457            1.124619            1.129770            1.134910            1.140039            1.145157            1.150263            1.155358            1.160442            1.165514            1.170575            1.170555            1.175632            1.180698            1.185753            1.190797            1.195830            1.200851            1.205862            1.210861            1.215850            1.220827            1.225792            1.230747            1.235690            1.240622
          0.905307           0.910832           0.916350           0.921861           0.927364           0.932858           0.938345           0.943824           0.949294            0.954756            0.960210            0.965654            0.971091            0.976518            0.981936            0.987346            0.992746            0.998137            1.003518            1.008890            1.014253            1.019606            1.024949            1.030283            1.035607            1.040920            1.046224            1.051518            1.056801            1.062074            1.067337            1.072589            1.077831            1.083063            1.088284            1.093494            1.098694            1.103883            1.109061            1.114228            1.119384            1.124529            1.129664            1.134787            1.139899            1.145000            1.150090            1.155169            1.160236            1.165293            1.165273            1.170345            1.175406            1.180456            1.185495            1.190523            1.195541            1.200547            1.205542            1.210526            1.215499            1.220461            1.225411            1.230351            1.235279
          0.900440           0.905954           0.911461           0.916960           0.922452           0.927935           0.933411           0.938879           0.944339            0.949791            0.955234            0.960669            0.966095            0.971513            0.976922            0.982321            0.987712            0.993094            0.998467            1.003830            1.009184            1.014529            1.019864            1.025189            1.030505            1.035810            1.041106            1.046392            1.051668            1.056934            1.062189            1.067435            1.072670            1.077895            1.083109            1.088312            1.093506            1.098688            1.103860            1.109021            1.114171            1.119311            1.124440            1.129557            1.134664            1.139760            1.144844            1.149918            1.154980            1.160032            1.160013            1.165079            1.170135            1.175181            1.180215            1.185238            1.190251            1.195253            1.200243            1.205223            1.210192            1.215150            1.220096            1.225032            1.229956
          0.895599           0.901102           0.906597           0.912084           0.917565           0.923037           0.928502           0.933960           0.939409            0.944850            0.950283            0.955708            0.961124            0.966532            0.971931            0.977322            0.982703            0.988076            0.993439            0.998794            1.004139            1.009475            1.014802            1.020119            1.025426            1.030724            1.036012            1.041290            1.046558            1.051817            1.057065            1.062303            1.067531            1.072749            1.077956            1.083153            1.088340            1.093516            1.098682            1.103837            1.108981            1.114115            1.119237            1.124349            1.129451            1.134541            1.139620            1.144688            1.149746            1.154792            1.154774            1.159835            1.164886            1.169926            1.174956            1.179974            1.184982            1.189979            1.194966            1.199941            1.204905            1.209859            1.214801            1.219733            1.224653
          0.890784           0.896274           0.901757           0.907234           0.912703           0.918164           0.923618           0.929065           0.934503            0.939934            0.945357            0.950771            0.956178            0.961575            0.966965            0.972346            0.977718            0.983081            0.988436            0.993781            0.999118            1.004445            1.009763            1.015072            1.020371            1.025661            1.030941            1.036211            1.041472            1.046723            1.051964            1.057194            1.062415            1.067626            1.072827            1.078017            1.083197            1.088366            1.093526            1.098674            1.103813            1.108940            1.114057            1.119163            1.124259            1.129344            1.134417            1.139480            1.144533            1.149574            1.149556            1.154612            1.159658            1.164693            1.169717            1.174731            1.179734            1.184727            1.189709            1.194679            1.199640            1.204589            1.209527            1.214455            1.219371
          0.885993           0.891472           0.896943           0.902408           0.907866           0.913316           0.918759           0.924194           0.929622            0.935042            0.940455            0.945859            0.951255            0.956643            0.962023            0.967394            0.972757            0.978111            0.983456            0.988793            0.994120            0.999439            1.004748            1.010048            1.015339            1.020621            1.025893            1.031155            1.036408            1.041652            1.046885            1.052108            1.057322            1.062526            1.067719            1.072903            1.078076            1.083239            1.088392            1.093534            1.098666            1.103788            1.108899            1.113999            1.119089            1.124168            1.129236            1.134294            1.139341            1.144377            1.144359            1.149410            1.154451            1.159481            1.164500            1.169509            1.174507            1.179495            1.184472            1.189439            1.194394            1.199339            1.204273            1.209197            1.214109
          0.881228           0.886695           0.892154           0.897607           0.903053           0.908492           0.913924           0.919349           0.924766            0.930175            0.935577            0.940971            0.946357            0.951735            0.957105            0.962467            0.967820            0.973164            0.978500            0.983828            0.989146            0.994456            0.999757            1.005048            1.010331            1.015604            1.020868            1.026123            1.031368            1.036603            1.041829            1.047045            1.052252            1.057448            1.062635            1.067811            1.072978            1.078134            1.083280            1.088416            1.093542            1.098657            1.103762            1.108857            1.113941            1.119014            1.124077            1.129129            1.134170            1.139201            1.139184            1.144230            1.149265            1.154290            1.159304            1.164308            1.169301            1.174284            1.179257            1.184218            1.189170            1.194110            1.199040            1.203959            1.208868
          0.876488           0.881942           0.887390           0.892832           0.898266           0.903694           0.909114           0.914528           0.919934            0.925333            0.930724            0.936107            0.941483            0.946851            0.952211            0.957563            0.962906            0.968241            0.973568            0.978886            0.984196            0.989497            0.994789            1.000072            1.005346            1.010611            1.015867            1.021113            1.026350            1.031578            1.036796            1.042005            1.047204            1.052393            1.057572            1.062742            1.067901            1.073051            1.078191            1.083320            1.088439            1.093549            1.098647            1.103736            1.108814            1.113882            1.118939            1.123985            1.129021            1.134047            1.134030            1.139070            1.144100            1.149120            1.154129            1.159127            1.164116            1.169094            1.174062            1.179019            1.183965            1.188901            1.193827            1.198742            1.203646
          0.871773           0.877215           0.882651           0.888080           0.893503           0.898919           0.904329           0.909731           0.915126            0.920514            0.925895            0.931268            0.936633            0.941991            0.947341            0.952683            0.958017            0.963342            0.968660            0.973969            0.979269            0.984561            0.989844            0.995118            1.000384            1.005640            1.010888            1.016126            1.021355            1.026575            1.031786            1.036987            1.042178            1.047360            1.052532            1.057695            1.062847            1.067990            1.073123            1.078246            1.083359            1.088462            1.093554            1.098637            1.103709            1.108771            1.113822            1.118863            1.123894            1.128914            1.128898            1.133932            1.138956            1.143970            1.148974            1.153968            1.158951            1.163924            1.168887            1.173839            1.178781            1.183713            1.188634            1.193544            1.198444
          0.867082           0.872512           0.877936           0.883354           0.888765           0.894170           0.899568           0.904959           0.910343            0.915720            0.921090            0.926453            0.931808            0.937155            0.942495            0.947827            0.953151            0.958467            0.963775            0.969074            0.974365            0.979648            0.984922            0.990188            0.995445            1.000693            1.005932            1.011162            1.016383            1.021595            1.026798            1.031991            1.037175            1.042350            1.047514            1.052670            1.057816            1.062951            1.068078            1.073194            1.078300            1.083397            1.088483            1.093559            1.098625            1.103681            1.108727            1.113762            1.118787            1.123802            1.123786            1.128815            1.133833            1.138842            1.143841            1.148829            1.153807            1.158775            1.163733            1.168681            1.173618            1.178545            1.183461            1.188367            1.193263
          0.862417           0.867834           0.873246           0.878652           0.884051           0.889444           0.894831           0.900211           0.905584            0.910950            0.916309            0.921661            0.927006            0.932343            0.937672            0.942994            0.948308            0.953615            0.958913            0.964203            0.969485            0.974759            0.980024            0.985281            0.990529            0.995768            1.000999            1.006221            1.011434            1.016638            1.021832            1.027018            1.032194            1.037361            1.042519            1.047667            1.052806            1.057935            1.063054            1.068164            1.073263            1.078353            1.083433            1.088503            1.093563            1.098613            1.103653            1.108682            1.113702            1.118711            1.118696            1.123719            1.128732            1.133735            1.138728            1.143711            1.148684            1.153647            1.158600            1.163542            1.168475            1.173397            1.178309            1.183210            1.188102
          0.857775           0.863181           0.868581           0.873974           0.879362           0.884743           0.890119           0.895487           0.900849            0.906204            0.911552            0.916893            0.922227            0.927554            0.932874            0.938185            0.943490            0.948786            0.954075            0.959355            0.964628            0.969892            0.975149            0.980396            0.985636            0.990867            0.996089            1.001302            1.006507            1.011703            1.016890            1.022067            1.027236            1.032396            1.037546            1.042687            1.047818            1.052940            1.058052            1.063155            1.068248            1.073331            1.078405            1.083469            1.088522            1.093566            1.098600            1.103624            1.108637            1.113641            1.113626            1.118643            1.123650            1.128648            1.133636            1.138613            1.143581            1.148539            1.153486            1.158424            1.163352            1.168269            1.173176            1.178073            1.182960
          0.853159           0.858552           0.863940           0.869321           0.874697           0.880067           0.885430           0.890787           0.896138            0.901482            0.906819            0.912150            0.917473            0.922789            0.928098            0.933400            0.938694            0.943981            0.949260            0.954531            0.959794            0.965049            0.970296            0.975535            0.980766            0.985988            0.991201            0.996406            1.001603            1.006790            1.011969            1.017139            1.022300            1.027452            1.032594            1.037728            1.042852            1.047967            1.053072            1.058168            1.063254            1.068331            1.073398            1.078455            1.083503            1.088540            1.093568            1.098586            1.103594            1.108591            1.108578            1.113589            1.118590            1.123582            1.128564            1.133536            1.138499            1.143451            1.148394            1.153326            1.158249            1.163162            1.168064            1.172956            1.177839
          0.848567           0.853948           0.859323           0.864692           0.870056           0.875414           0.880766           0.886111           0.891451            0.896784            0.902110            0.907430            0.912742            0.918048            0.923347            0.928638            0.933922            0.939199            0.944468            0.949729            0.954983            0.960229            0.965467            0.970696            0.975918            0.981131            0.986336            0.991533            0.996721            1.001900            1.007071            1.012233            1.017386            1.022530            1.027665            1.032791            1.037908            1.043016            1.048114            1.053203            1.058282            1.063352            1.068413            1.073464            1.078505            1.083536            1.088558            1.093569            1.098571            1.103563            1.103550            1.108555            1.113551            1.118537            1.123513            1.128480            1.133437            1.138384            1.143321            1.148249            1.153166            1.158074            1.162972            1.167859            1.172737
          0.843999           0.849367           0.854730           0.860088           0.865439           0.870785           0.876126           0.881460           0.886788            0.892109            0.897424            0.902733            0.908035            0.913330            0.918618            0.923899            0.929173            0.934440            0.939699            0.944951            0.950195            0.955432            0.960660            0.965881            0.971093            0.976298            0.981494            0.986682            0.991862            0.997033            1.002195            1.007349            1.012494            1.017631            1.022758            1.027877            1.032986            1.038086            1.043177            1.048259            1.053332            1.058395            1.063449            1.068493            1.073528            1.078553            1.083568            1.088574            1.093570            1.098556            1.098543            1.103542            1.108532            1.113512            1.118483            1.123444            1.128395            1.133337            1.138269            1.143191            1.148104            1.153007            1.157899            1.162782            1.167655
