 Eloss (eV)    Int (a.u.)
   0.000000  1.415561e-50
   0.001600  2.210108e-50
   0.003201  3.447732e-50
   0.004801  5.373892e-50
   0.006401  8.369119e-50
   0.008002  1.302285e-49
   0.009602  2.024732e-49
   0.011202  3.145317e-49
   0.012803  4.881989e-49
   0.014403  7.571196e-49
   0.016003  1.173188e-48
   0.017604  1.816377e-48
   0.019204  2.809829e-48
   0.020804  4.342993e-48
   0.022404  6.707083e-48
   0.024005  1.034936e-47
   0.025605  1.595618e-47
   0.027205  2.457988e-47
   0.028806  3.783257e-47
   0.030406  5.818182e-47
   0.032006  8.940137e-47
   0.033607  1.372576e-46
   0.035207  2.105543e-46
   0.036807  3.227208e-46
   0.038408  4.942258e-46
   0.040008  7.562391e-46
   0.041608  1.156187e-45
   0.043209  1.766171e-45
   0.044809  2.695707e-45
   0.046409  4.111004e-45
   0.048010  6.264097e-45
   0.049610  9.536840e-45
   0.051210  1.450728e-44
   0.052811  2.204970e-44
   0.054411  3.348535e-44
   0.056011  5.080920e-44
   0.057612  7.703095e-44
   0.059212  1.166873e-43
   0.060812  1.766108e-43
   0.062412  2.670830e-43
   0.064013  4.035623e-43
   0.065613  6.092708e-43
   0.067213  9.190635e-43
   0.068814  1.385211e-42
   0.070414  2.086037e-42
   0.072014  3.138797e-42
   0.073615  4.718891e-42
   0.075215  7.088462e-42
   0.076815  1.063897e-41
   0.078416  1.595446e-41
   0.080016  2.390564e-41
   0.081616  3.578936e-41
   0.083217  5.353563e-41
   0.084817  8.001423e-41
   0.086417  1.194887e-40
   0.088018  1.782879e-40
   0.089618  2.657984e-40
   0.091218  3.959299e-40
   0.092819  5.892769e-40
   0.094419  8.763065e-40
   0.096019  1.302051e-39
   0.097620  1.933015e-39
   0.099220  2.867332e-39
   0.100820  4.249679e-39
   0.102420  6.293172e-39
   0.104021  9.311474e-39
   0.105621  1.376584e-38
   0.107221  2.033397e-38
   0.108822  3.001077e-38
   0.110422  4.425553e-38
   0.112022  6.520686e-38
   0.113623  9.599628e-38
   0.115223  1.412053e-37
   0.116823  2.075309e-37
   0.118424  3.047544e-37
   0.120024  4.471493e-37
   0.121624  6.555270e-37
   0.123225  9.602050e-37
   0.124825  1.405312e-36
   0.126425  2.055024e-36
   0.128026  3.002592e-36
   0.129626  4.383401e-36
   0.131226  6.393836e-36
   0.132827  9.318524e-36
   0.134427  1.356963e-35
   0.136027  1.974352e-35
   0.137628  2.870227e-35
   0.139228  4.169111e-35
   0.140828  6.050705e-35
   0.142428  8.774126e-35
   0.144029  1.271268e-34
   0.145629  1.840373e-34
   0.147229  2.662011e-34
   0.148830  3.847240e-34
   0.150430  5.555511e-34
   0.152030  8.015566e-34
   0.153631  1.155526e-33
