 Eloss (eV)    Int (a.u.)
   0.000000  6.292405e-02
   0.001600  6.602216e-02
   0.003201  6.926653e-02
   0.004801  7.266375e-02
   0.006401  7.622069e-02
   0.008002  7.994450e-02
   0.009602  8.384265e-02
   0.011202  8.792291e-02
   0.012803  9.219338e-02
   0.014403  9.666252e-02
   0.016003  1.013391e-01
   0.017604  1.062324e-01
   0.019204  1.113518e-01
   0.020804  1.167074e-01
   0.022404  1.223094e-01
   0.024005  1.281688e-01
   0.025605  1.342967e-01
   0.027205  1.407048e-01
   0.028806  1.474054e-01
   0.030406  1.544111e-01
   0.032006  1.617350e-01
   0.033607  1.693911e-01
   0.035207  1.773934e-01
   0.036807  1.857570e-01
   0.038408  1.944973e-01
   0.040008  2.036304e-01
   0.041608  2.131730e-01
   0.043209  2.231426e-01
   0.044809  2.335574e-01
   0.046409  2.444360e-01
   0.048010  2.557983e-01
   0.049610  2.676644e-01
   0.051210  2.800556e-01
   0.052811  2.929939e-01
   0.054411  3.065022e-01
   0.056011  3.206042e-01
   0.057612  3.353247e-01
   0.059212  3.506893e-01
   0.060812  3.667247e-01
   0.062412  3.834586e-01
   0.064013  4.009198e-01
   0.065613  4.191381e-01
   0.067213  4.381446e-01
   0.068814  4.579715e-01
   0.070414  4.786522e-01
   0.072014  5.002215e-01
   0.073615  5.227154e-01
   0.075215  5.461714e-01
   0.076815  5.706282e-01
   0.078416  5.961262e-01
   0.080016  6.227072e-01
   0.081616  6.504144e-01
   0.083217  6.792929e-01
   0.084817  7.093895e-01
   0.086417  7.407523e-01
   0.088018  7.734317e-01
   0.089618  8.074796e-01
   0.091218  8.429501e-01
   0.092819  8.798990e-01
   0.094419  9.183842e-01
   0.096019  9.584659e-01
   0.097620  1.000206e+00
   0.099220  1.043670e+00
   0.100820  1.088924e+00
   0.102420  1.136037e+00
   0.104021  1.185081e+00
   0.105621  1.236130e+00
   0.107221  1.289262e+00
   0.108822  1.344556e+00
   0.110422  1.402094e+00
   0.112022  1.461962e+00
   0.113623  1.524248e+00
   0.115223  1.589044e+00
   0.116823  1.656444e+00
   0.118424  1.726547e+00
   0.120024  1.799453e+00
   0.121624  1.875269e+00
   0.123225  1.954101e+00
   0.124825  2.036063e+00
   0.126425  2.121271e+00
   0.128026  2.209845e+00
   0.129626  2.301908e+00
   0.131226  2.397590e+00
   0.132827  2.497022e+00
   0.134427  2.600343e+00
   0.136027  2.707694e+00
   0.137628  2.819221e+00
   0.139228  2.935076e+00
   0.140828  3.055415e+00
   0.142428  3.180400e+00
   0.144029  3.310198e+00
   0.145629  3.444981e+00
   0.147229  3.584928e+00
   0.148830  3.730221e+00
   0.150430  3.881052e+00
   0.152030  4.037616e+00
   0.153631  4.200115e+00
   0.155231  4.368759e+00
   0.156831  4.543762e+00
   0.158432  4.725348e+00
   0.160032  4.913746e+00
   0.161632  5.109192e+00
   0.163233  5.311931e+00
   0.164833  5.522214e+00
   0.166433  5.740302e+00
   0.168034  5.966463e+00
   0.169634  6.200972e+00
   0.171234  6.444115e+00
   0.172835  6.696186e+00
   0.174435  6.957486e+00
   0.176035  7.228328e+00
   0.177636  7.509033e+00
   0.179236  7.799932e+00
   0.180836  8.101368e+00
   0.182436  8.413690e+00
   0.184037  8.737262e+00
   0.185637  9.072455e+00
   0.187237  9.419655e+00
   0.188838  9.779256e+00
   0.190438  1.015167e+01
   0.192038  1.053730e+01
   0.193639  1.093660e+01
   0.195239  1.135000e+01
   0.196839  1.177796e+01
   0.198440  1.222094e+01
   0.200040  1.267944e+01
   0.201640  1.315395e+01
   0.203241  1.364499e+01
   0.204841  1.415307e+01
   0.206441  1.467874e+01
   0.208042  1.522255e+01
   0.209642  1.578509e+01
   0.211242  1.636693e+01
   0.212843  1.696867e+01
   0.214443  1.759095e+01
   0.216043  1.823440e+01
   0.217644  1.889967e+01
   0.219244  1.958744e+01
   0.220844  2.029840e+01
   0.222444  2.103326e+01
   0.224045  2.179275e+01
   0.225645  2.257762e+01
   0.227245  2.338864e+01
   0.228846  2.422660e+01
   0.230446  2.509230e+01
   0.232046  2.598659e+01
   0.233647  2.691031e+01
   0.235247  2.786434e+01
   0.236847  2.884959e+01
   0.238448  2.986696e+01
   0.240048  3.091741e+01
   0.241648  3.200191e+01
   0.243249  3.312145e+01
   0.244849  3.427705e+01
   0.246449  3.546975e+01
   0.248050  3.670063e+01
   0.249650  3.797079e+01
   0.251250  3.928135e+01
   0.252851  4.063346e+01
   0.254451  4.202830e+01
   0.256051  4.346709e+01
   0.257652  4.495107e+01
   0.259252  4.648149e+01
   0.260852  4.805967e+01
   0.262452  4.968693e+01
   0.264053  5.136464e+01
   0.265653  5.309419e+01
   0.267253  5.487700e+01
   0.268854  5.671454e+01
   0.270454  5.860830e+01
   0.272054  6.055981e+01
   0.273655  6.257064e+01
   0.275255  6.464237e+01
   0.276855  6.677666e+01
   0.278456  6.897516e+01
   0.280056  7.123959e+01
   0.281656  7.357170e+01
   0.283257  7.597327e+01
   0.284857  7.844613e+01
   0.286457  8.099215e+01
   0.288058  8.361322e+01
   0.289658  8.631130e+01
   0.291258  8.908837e+01
   0.292859  9.194646e+01
   0.294459  9.488766e+01
   0.296059  9.791406e+01
   0.297660  1.010278e+02
   0.299260  1.042312e+02
   0.300860  1.075264e+02
   0.302460  1.109157e+02
   0.304061  1.144015e+02
   0.305661  1.179862e+02
   0.307261  1.216721e+02
   0.308862  1.254619e+02
   0.310462  1.293580e+02
   0.312062  1.333629e+02
   0.313663  1.374795e+02
   0.315263  1.417102e+02
   0.316863  1.460579e+02
   0.318464  1.505254e+02
   0.320064  1.551155e+02
   0.321664  1.598310e+02
   0.323265  1.646750e+02
   0.324865  1.696505e+02
   0.326465  1.747604e+02
   0.328066  1.800080e+02
   0.329666  1.853963e+02
   0.331266  1.909286e+02
   0.332867  1.966082e+02
   0.334467  2.024384e+02
   0.336067  2.084227e+02
   0.337668  2.145644e+02
   0.339268  2.208670e+02
   0.340868  2.273342e+02
   0.342468  2.339696e+02
   0.344069  2.407769e+02
