 Eloss (eV)    Int (a.u.)
   0.000000  8.674750e-45
   0.001600  1.068758e-44
   0.003201  1.316487e-44
   0.004801  1.621319e-44
   0.006401  1.996344e-44
   0.008002  2.457632e-44
   0.009602  3.024914e-44
   0.011202  3.722409e-44
   0.012803  4.579835e-44
   0.014403  5.633657e-44
   0.016003  6.928603e-44
   0.017604  8.519532e-44
   0.019204  1.047371e-43
   0.020804  1.287360e-43
   0.022404  1.582029e-43
   0.024005  1.943764e-43
   0.025605  2.387742e-43
   0.027205  2.932555e-43
   0.028806  3.600970e-43
   0.030406  4.420869e-43
   0.032006  5.426384e-43
   0.033607  6.659295e-43
   0.035207  8.170726e-43
   0.036807  1.002323e-42
   0.038408  1.229334e-42
   0.040008  1.507463e-42
   0.041608  1.848153e-42
   0.043209  2.265397e-42
   0.044809  2.776293e-42
   0.046409  3.401739e-42
   0.048010  4.167269e-42
   0.049610  5.104073e-42
   0.051210  6.250243e-42
   0.052811  7.652295e-42
   0.054411  9.367016e-42
   0.056011  1.146372e-41
   0.057612  1.402700e-41
   0.059212  1.716005e-41
   0.060812  2.098878e-41
   0.062412  2.566673e-41
   0.064013  3.138114e-41
   0.065613  3.836026e-41
   0.067213  4.688234e-41
   0.068814  5.728642e-41
   0.070414  6.998562e-41
   0.072014  8.548320e-41
   0.073615  1.043921e-40
   0.075215  1.274585e-40
   0.076815  1.555913e-40
   0.078416  1.898962e-40
   0.080016  2.317192e-40
   0.081616  2.826978e-40
   0.083217  3.448242e-40
   0.084817  4.205211e-40
   0.086417  5.127345e-40
   0.088018  6.250462e-40
   0.089618  7.618096e-40
   0.091218  9.283153e-40
   0.092819  1.130991e-39
   0.094419  1.377647e-39
   0.096019  1.677766e-39
   0.097620  2.042864e-39
   0.099220  2.486923e-39
   0.100820  3.026913e-39
   0.102420  3.683430e-39
   0.104021  4.481460e-39
   0.105621  5.451317e-39
   0.107221  6.629765e-39
   0.108822  8.061384e-39
   0.110422  9.800220e-39
   0.112022  1.191178e-38
   0.113623  1.447547e-38
   0.115223  1.758746e-38
   0.116823  2.136428e-38
   0.118424  2.594707e-38
   0.120024  3.150671e-38
   0.121624  3.825011e-38
   0.123225  4.642768e-38
   0.124825  5.634249e-38
   0.126425  6.836123e-38
   0.128026  8.292748e-38
   0.129626  1.005777e-37
   0.131226  1.219607e-37
   0.132827  1.478607e-37
   0.134427  1.792258e-37
   0.136027  2.172015e-37
   0.137628  2.631722e-37
   0.139228  3.188100e-37
   0.140828  3.861345e-37
   0.142428  4.675844e-37
   0.144029  5.661040e-37
   0.145629  6.852470e-37
