 Eloss (eV)  Int/Int(10Dq)
   0.000000   1.008173e-04
   0.001600   1.040018e-04
   0.003201   1.072806e-04
   0.004801   1.106563e-04
   0.006401   1.141315e-04
   0.008002   1.177090e-04
   0.009602   1.213915e-04
   0.011202   1.251819e-04
   0.012803   1.290830e-04
   0.014403   1.330980e-04
   0.016003   1.372297e-04
   0.017604   1.414815e-04
   0.019204   1.458564e-04
   0.020804   1.503578e-04
   0.022404   1.549890e-04
   0.024005   1.597535e-04
   0.025605   1.646548e-04
   0.027205   1.696966e-04
   0.028806   1.748825e-04
   0.030406   1.802163e-04
   0.032006   1.857019e-04
   0.033607   1.913432e-04
   0.035207   1.971444e-04
   0.036807   2.031096e-04
   0.038408   2.092430e-04
   0.040008   2.155489e-04
   0.041608   2.220319e-04
   0.043209   2.286965e-04
   0.044809   2.355474e-04
   0.046409   2.425892e-04
   0.048010   2.498269e-04
   0.049610   2.572655e-04
   0.051210   2.649100e-04
   0.052811   2.727657e-04
   0.054411   2.808379e-04
   0.056011   2.891320e-04
   0.057612   2.976537e-04
   0.059212   3.064085e-04
   0.060812   3.154024e-04
   0.062412   3.246412e-04
   0.064013   3.341311e-04
   0.065613   3.438782e-04
   0.067213   3.538890e-04
   0.068814   3.641698e-04
   0.070414   3.747273e-04
   0.072014   3.855683e-04
   0.073615   3.966997e-04
   0.075215   4.081285e-04
   0.076815   4.198620e-04
   0.078416   4.319075e-04
   0.080016   4.442725e-04
   0.081616   4.569647e-04
   0.083217   4.699920e-04
   0.084817   4.833624e-04
   0.086417   4.970840e-04
   0.088018   5.111652e-04
   0.089618   5.256144e-04
   0.091218   5.404404e-04
   0.092819   5.556520e-04
   0.094419   5.712584e-04
   0.096019   5.872686e-04
   0.097620   6.036921e-04
   0.099220   6.205386e-04
   0.100820   6.378178e-04
   0.102420   6.555398e-04
   0.104021   6.737147e-04
   0.105621   6.923529e-04
   0.107221   7.114650e-04
   0.108822   7.310618e-04
   0.110422   7.511545e-04
   0.112022   7.717541e-04
   0.113623   7.928721e-04
   0.115223   8.145204e-04
   0.116823   8.367106e-04
   0.118424   8.594550e-04
   0.120024   8.827659e-04
   0.121624   9.066560e-04
   0.123225   9.311380e-04
   0.124825   9.562251e-04
   0.126425   9.819305e-04
   0.128026   1.008268e-03
   0.129626   1.035251e-03
   0.131226   1.062894e-03
   0.132827   1.091211e-03
   0.134427   1.120217e-03
   0.136027   1.149926e-03
   0.137628   1.180354e-03
   0.139228   1.211517e-03
   0.140828   1.243429e-03
   0.142428   1.276107e-03
   0.144029   1.309567e-03
   0.145629   1.343826e-03
   0.147229   1.378900e-03
   0.148830   1.414806e-03
   0.150430   1.451563e-03
   0.152030   1.489187e-03
   0.153631   1.527697e-03
   0.155231   1.567110e-03
   0.156831   1.607447e-03
   0.158432   1.648725e-03
   0.160032   1.690964e-03
   0.161632   1.734183e-03
   0.163233   1.778403e-03
   0.164833   1.823644e-03
   0.166433   1.869925e-03
   0.168034   1.917270e-03
   0.169634   1.965697e-03
   0.171234   2.015230e-03
   0.172835   2.065889e-03
   0.174435   2.117698e-03
   0.176035   2.170680e-03
   0.177636   2.224856e-03
   0.179236   2.280251e-03
   0.180836   2.336888e-03
   0.182436   2.394791e-03
   0.184037   2.453986e-03
   0.185637   2.514496e-03
   0.187237   2.576347e-03
   0.188838   2.639565e-03
   0.190438   2.704176e-03
   0.192038   2.770205e-03
   0.193639   2.837681e-03
   0.195239   2.906630e-03
   0.196839   2.977080e-03
   0.198440   3.049059e-03
   0.200040   3.122595e-03
   0.201640   3.197717e-03
   0.203241   3.274454e-03
   0.204841   3.352837e-03
   0.206441   3.432894e-03
   0.208042   3.514658e-03
   0.209642   3.598157e-03
   0.211242   3.683425e-03
   0.212843   3.770492e-03
   0.214443   3.859391e-03
   0.216043   3.950155e-03
   0.217644   4.042816e-03
   0.219244   4.137408e-03
   0.220844   4.233966e-03
   0.222444   4.332523e-03
   0.224045   4.433114e-03
   0.225645   4.535775e-03
   0.227245   4.640541e-03
   0.228846   4.747449e-03
   0.230446   4.856536e-03
   0.232046   4.967838e-03
   0.233647   5.081392e-03
   0.235247   5.197238e-03
   0.236847   5.315414e-03
   0.238448   5.435957e-03
   0.240048   5.558909e-03
   0.241648   5.684309e-03
   0.243249   5.812197e-03
   0.244849   5.942613e-03
   0.246449   6.075600e-03
   0.248050   6.211200e-03
   0.249650   6.349453e-03
   0.251250   6.490403e-03
   0.252851   6.634094e-03
   0.254451   6.780568e-03
   0.256051   6.929870e-03
   0.257652   7.082045e-03
   0.259252   7.237137e-03
   0.260852   7.395192e-03
   0.262452   7.556256e-03
   0.264053   7.720375e-03
   0.265653   7.887597e-03
   0.267253   8.057968e-03
   0.268854   8.231537e-03
   0.270454   8.408353e-03
   0.272054   8.588462e-03
   0.273655   8.771916e-03
   0.275255   8.958763e-03
   0.276855   9.149054e-03
   0.278456   9.342839e-03
   0.280056   9.540170e-03
   0.281656   9.741098e-03
   0.283257   9.945675e-03
   0.284857   1.015395e-02
   0.286457   1.036598e-02
   0.288058   1.058182e-02
   0.289658   1.080153e-02
   0.291258   1.102514e-02
   0.292859   1.125273e-02
   0.294459   1.148434e-02
   0.296059   1.172003e-02
   0.297660   1.195986e-02
   0.299260   1.220388e-02
   0.300860   1.245214e-02
   0.302460   1.270472e-02
   0.304061   1.296166e-02
   0.305661   1.322302e-02
   0.307261   1.348885e-02
   0.308862   1.375923e-02
   0.310462   1.403421e-02
   0.312062   1.431384e-02
   0.313663   1.459818e-02
   0.315263   1.488730e-02
   0.316863   1.518126e-02
   0.318464   1.548012e-02
   0.320064   1.578393e-02
   0.321664   1.609277e-02
   0.323265   1.640668e-02
   0.324865   1.672574e-02
   0.326465   1.705001e-02
   0.328066   1.737954e-02
   0.329666   1.771440e-02
   0.331266   1.805466e-02
   0.332867   1.840037e-02
   0.334467   1.875160e-02
   0.336067   1.910842e-02
   0.337668   1.947089e-02
   0.339268   1.983907e-02
   0.340868   2.021303e-02
   0.342468   2.059283e-02
   0.344069   2.097854e-02
   0.345669   2.137022e-02
   0.347269   2.176793e-02
   0.348870   2.217175e-02
   0.350470   2.258174e-02
   0.352070   2.299796e-02
   0.353671   2.342048e-02
   0.355271   2.384936e-02
   0.356871   2.428467e-02
   0.358472   2.472648e-02
   0.360072   2.517486e-02
   0.361672   2.562986e-02
   0.363273   2.609155e-02
   0.364873   2.656001e-02
   0.366473   2.703529e-02
   0.368074   2.751747e-02
   0.369674   2.800660e-02
   0.371274   2.850276e-02
   0.372875   2.900601e-02
   0.374475   2.951641e-02
   0.376075   3.003403e-02
   0.377676   3.055894e-02
   0.379276   3.109120e-02
   0.380876   3.163088e-02
   0.382476   3.217804e-02
   0.384077   3.273275e-02
   0.385677   3.329507e-02
   0.387277   3.386506e-02
   0.388878   3.444280e-02
   0.390478   3.502833e-02
   0.392078   3.562174e-02
   0.393679   3.622307e-02
   0.395279   3.683239e-02
   0.396879   3.744977e-02
   0.398480   3.807527e-02
   0.400080   3.870895e-02
   0.401680   3.935086e-02
   0.403281   4.000108e-02
   0.404881   4.065966e-02
   0.406481   4.132665e-02
   0.408082   4.200213e-02
   0.409682   4.268615e-02
   0.411282   4.337876e-02
   0.412883   4.408003e-02
   0.414483   4.479001e-02
   0.416083   4.550876e-02
   0.417684   4.623634e-02
   0.419284   4.697279e-02
   0.420884   4.771817e-02
   0.422484   4.847255e-02
   0.424085   4.923596e-02
   0.425685   5.000847e-02
   0.427285   5.079012e-02
   0.428886   5.158096e-02
   0.430486   5.238105e-02
   0.432086   5.319043e-02
   0.433687   5.400915e-02
   0.435287   5.483726e-02
   0.436887   5.567481e-02
   0.438488   5.652183e-02
   0.440088   5.737838e-02
   0.441688   5.824450e-02
   0.443289   5.912022e-02
   0.444889   6.000560e-02
   0.446489   6.090066e-02
   0.448090   6.180545e-02
   0.449690   6.272001e-02
   0.451290   6.364438e-02
   0.452891   6.457858e-02
   0.454491   6.552265e-02
   0.456091   6.647663e-02
   0.457692   6.744055e-02
   0.459292   6.841443e-02
   0.460892   6.939831e-02
   0.462492   7.039222e-02
   0.464093   7.139617e-02
   0.465693   7.241020e-02
   0.467293   7.343433e-02
   0.468894   7.446857e-02
   0.470494   7.551296e-02
   0.472094   7.656751e-02
   0.473695   7.763224e-02
   0.475295   7.870715e-02
   0.476895   7.979228e-02
   0.478496   8.088763e-02
   0.480096   8.199320e-02
   0.481696   8.310902e-02
   0.483297   8.423508e-02
   0.484897   8.537140e-02
   0.486497   8.651798e-02
   0.488098   8.767482e-02
   0.489698   8.884192e-02
   0.491298   9.001928e-02
   0.492899   9.120689e-02
   0.494499   9.240476e-02
   0.496099   9.361288e-02
   0.497700   9.483123e-02
   0.499300   9.605981e-02
   0.500900   9.729860e-02
   0.502501   9.854760e-02
   0.504101   9.980677e-02
   0.505701   1.010761e-01
   0.507301   1.023556e-01
   0.508902   1.036452e-01
   0.510502   1.049449e-01
   0.512102   1.062547e-01
   0.513703   1.075745e-01
   0.515303   1.089044e-01
   0.516903   1.102442e-01
   0.518504   1.115939e-01
   0.520104   1.129536e-01
   0.521704   1.143231e-01
   0.523305   1.157025e-01
   0.524905   1.170916e-01
   0.526505   1.184904e-01
   0.528106   1.198990e-01
   0.529706   1.213172e-01
   0.531306   1.227449e-01
   0.532907   1.241822e-01
   0.534507   1.256290e-01
   0.536107   1.270851e-01
   0.537708   1.285506e-01
   0.539308   1.300254e-01
   0.540908   1.315094e-01
   0.542509   1.330026e-01
   0.544109   1.345048e-01
   0.545709   1.360160e-01
   0.547309   1.375361e-01
   0.548910   1.390651e-01
   0.550510   1.406028e-01
   0.552110   1.421492e-01
   0.553711   1.437042e-01
   0.555311   1.452676e-01
   0.556911   1.468395e-01
   0.558512   1.484197e-01
   0.560112   1.500081e-01
   0.561712   1.516046e-01
   0.563313   1.532092e-01
   0.564913   1.548216e-01
   0.566513   1.564418e-01
   0.568114   1.580698e-01
   0.569714   1.597053e-01
   0.571314   1.613483e-01
   0.572915   1.629986e-01
   0.574515   1.646561e-01
   0.576115   1.663208e-01
   0.577716   1.679924e-01
   0.579316   1.696710e-01
   0.580916   1.713562e-01
   0.582517   1.730480e-01
   0.584117   1.747463e-01
   0.585717   1.764509e-01
   0.587317   1.781617e-01
   0.588918   1.798786e-01
   0.590518   1.816014e-01
   0.592118   1.833299e-01
   0.593719   1.850640e-01
   0.595319   1.868035e-01
   0.596919   1.885484e-01
   0.598520   1.902984e-01
   0.600120   1.920534e-01
   0.601720   1.938133e-01
   0.603321   1.955778e-01
   0.604921   1.973468e-01
   0.606521   1.991201e-01
   0.608122   2.008976e-01
   0.609722   2.026790e-01
   0.611322   2.044643e-01
   0.612923   2.062532e-01
   0.614523   2.080456e-01
   0.616123   2.098413e-01
   0.617724   2.116400e-01
   0.619324   2.134417e-01
   0.620924   2.152461e-01
   0.622525   2.170530e-01
   0.624125   2.188623e-01
   0.625725   2.206737e-01
   0.627325   2.224871e-01
   0.628926   2.243022e-01
   0.630526   2.261189e-01
   0.632126   2.279369e-01
   0.633727   2.297561e-01
   0.635327   2.315762e-01
   0.636927   2.333971e-01
   0.638528   2.352185e-01
   0.640128   2.370402e-01
   0.641728   2.388621e-01
   0.643329   2.406838e-01
   0.644929   2.425052e-01
   0.646529   2.443261e-01
   0.648130   2.461462e-01
   0.649730   2.479654e-01
   0.651330   2.497833e-01
   0.652931   2.515998e-01
   0.654531   2.534147e-01
