 Eloss (eV)  Int/Int(10Dq)
   0.000000   2.745076e-37
   0.001600   3.369004e-37
   0.003201   4.133685e-37
   0.004801   5.070631e-37
   0.006401   6.218352e-37
   0.008002   7.623902e-37
   0.009602   9.344758e-37
   0.011202   1.145111e-36
   0.012803   1.402865e-36
   0.014403   1.718196e-36
   0.016003   2.103867e-36
   0.017604   2.575448e-36
   0.019204   3.151925e-36
   0.020804   3.856450e-36
   0.022404   4.717243e-36
   0.024005   5.768694e-36
   0.025605   7.052702e-36
   0.027205   8.620298e-36
   0.028806   1.053362e-35
   0.030406   1.286832e-35
   0.032006   1.571646e-35
   0.033607   1.919006e-35
   0.035207   2.342539e-35
   0.036807   2.858814e-35
   0.038408   3.487977e-35
   0.040008   4.254516e-35
   0.041608   5.188184e-35
   0.043209   6.325129e-35
   0.044809   7.709249e-35
   0.046409   9.393847e-35
   0.048010   1.144363e-34
   0.049610   1.393710e-34
   0.051210   1.696954e-34
   0.052811   2.065648e-34
   0.054411   2.513804e-34
   0.056011   3.058407e-34
   0.057612   3.720041e-34
   0.059212   4.523649e-34
   0.060812   5.499445e-34
   0.062412   6.684017e-34
   0.064013   8.121662e-34
   0.065613   9.865998e-34
   0.067213   1.198190e-33
   0.068814   1.454787e-33
   0.070414   1.765882e-33
   0.072014   2.142953e-33
   0.073615   2.599875e-33
   0.075215   3.153413e-33
   0.076815   3.823826e-33
   0.078416   4.635579e-33
   0.080016   5.618218e-33
   0.081616   6.807411e-33
   0.083217   8.246204e-33
   0.084817   9.986536e-33
   0.086417   1.209106e-32
   0.088018   1.463533e-32
   0.089618   1.771045e-32
   0.091218   2.142621e-32
   0.092819   2.591491e-32
   0.094419   3.133595e-32
   0.096019   3.788129e-32
   0.097620   4.578206e-32
   0.099220   5.531650e-32
   0.100820   6.681942e-32
   0.102420   8.069367e-32
   0.104021   9.742378e-32
   0.105621   1.175924e-31
   0.107221   1.418999e-31
   0.108822   1.711882e-31
   0.110422   2.064687e-31
   0.112022   2.489564e-31
   0.113623   3.001105e-31
   0.115223   3.616827e-31
   0.116823   4.357757e-31
   0.118424   5.249126e-31
   0.120024   6.321203e-31
   0.121624   7.610290e-31
   0.123225   9.159914e-31
   0.124825   1.102225e-30
   0.126425   1.325983e-30
   0.128026   1.594756e-30
   0.129626   1.917518e-30
   0.131226   2.305012e-30
   0.132827   2.770102e-30
   0.134427   3.328181e-30
   0.136027   3.997670e-30
   0.137628   4.800601e-30
   0.139228   5.763325e-30
   0.140828   6.917342e-30
   0.142428   8.300306e-30
   0.144029   9.957211e-30
   0.145629   1.194181e-29
   0.147229   1.431829e-29
   0.148830   1.716330e-29
   0.150430   2.056834e-29
   0.152030   2.464260e-29
   0.153631   2.951634e-29
   0.155231   3.534493e-29
   0.156831   4.231366e-29
   0.158432   5.064338e-29
   0.160032   6.059734e-29
   0.161632   7.248917e-29
   0.163233   8.669247e-29
   0.164833   1.036522e-28
   0.166433   1.238980e-28
   0.168034   1.480603e-28
   0.169634   1.768894e-28
   0.171234   2.112777e-28
   0.172835   2.522867e-28
   0.174435   3.011783e-28
   0.176035   3.594527e-28
   0.177636   4.288927e-28
   0.179236   5.116160e-28
   0.180836   6.101385e-28
   0.182436   7.274471e-28
   0.184037   8.670879e-28
   0.185637   1.033269e-27
   0.187237   1.230985e-27
   0.188838   1.466157e-27
   0.190438   1.745811e-27
   0.192038   2.078273e-27
   0.193639   2.473413e-27
   0.195239   2.942926e-27
   0.196839   3.500667e-27
   0.198440   4.163045e-27
   0.200040   4.949485e-27
   0.201640   5.882984e-27
