 Eloss (eV)  Int/Int(10Dq)
   0.000000   3.146724e-23
   0.001600   3.447897e-23
   0.003201   3.777579e-23
   0.004801   4.138438e-23
   0.006401   4.533389e-23
   0.008002   4.965617e-23
   0.009602   5.438600e-23
   0.011202   5.956138e-23
   0.012803   6.522378e-23
   0.014403   7.141852e-23
   0.016003   7.819508e-23
   0.017604   8.560747e-23
   0.019204   9.371467e-23
   0.020804   1.025810e-22
   0.022404   1.122769e-22
   0.024005   1.228789e-22
   0.025605   1.344707e-22
   0.027205   1.471438e-22
   0.028806   1.609978e-22
   0.030406   1.761414e-22
   0.032006   1.926933e-22
   0.033607   2.107830e-22
   0.035207   2.305516e-22
   0.036807   2.521531e-22
   0.038408   2.757555e-22
   0.040008   3.015419e-22
   0.041608   3.297121e-22
   0.043209   3.604839e-22
   0.044809   3.940945e-22
   0.046409   4.308028e-22
   0.048010   4.708910e-22
   0.049610   5.146666e-22
   0.051210   5.624645e-22
   0.052811   6.146502e-22
   0.054411   6.716214e-22
   0.056011   7.338119e-22
   0.057612   8.016939e-22
   0.059212   8.757822e-22
   0.060812   9.566373e-22
   0.062412   1.044870e-21
   0.064013   1.141145e-21
   0.065613   1.246186e-21
   0.067213   1.360782e-21
   0.068814   1.485793e-21
   0.070414   1.622151e-21
   0.072014   1.770876e-21
   0.073615   1.933075e-21
   0.075215   2.109954e-21
   0.076815   2.302824e-21
   0.078416   2.513114e-21
   0.080016   2.742379e-21
   0.081616   2.992308e-21
   0.083217   3.264741e-21
   0.084817   3.561680e-21
   0.086417   3.885302e-21
   0.088018   4.237974e-21
   0.089618   4.622271e-21
   0.091218   5.040995e-21
   0.092819   5.497190e-21
   0.094419   5.994168e-21
   0.096019   6.535529e-21
   0.097620   7.125186e-21
   0.099220   7.767394e-21
   0.100820   8.466778e-21
   0.102420   9.228362e-21
   0.104021   1.005761e-20
   0.105621   1.096046e-20
   0.107221   1.194335e-20
   0.108822   1.301329e-20
   0.110422   1.417790e-20
   0.112022   1.544545e-20
   0.113623   1.682491e-20
   0.115223   1.832603e-20
   0.116823   1.995942e-20
   0.118424   2.173657e-20
   0.120024   2.366998e-20
   0.121624   2.577320e-20
   0.123225   2.806095e-20
   0.124825   3.054923e-20
   0.126425   3.325536e-20
   0.128026   3.619818e-20
   0.129626   3.939813e-20
   0.131226   4.287736e-20
   0.132827   4.665993e-20
   0.134427   5.077196e-20
   0.136027   5.524174e-20
   0.137628   6.010000e-20
   0.139228   6.538005e-20
   0.140828   7.111802e-20
   0.142428   7.735311e-20
   0.144029   8.412781e-20
   0.145629   9.148818e-20
   0.147229   9.948420e-20
   0.148830   1.081700e-19
   0.150430   1.176043e-19
   0.152030   1.278508e-19
   0.153631   1.389784e-19
   0.155231   1.510618e-19
   0.156831   1.641821e-19
   0.158432   1.784269e-19
   0.160032   1.938915e-19
   0.161632   2.106789e-19
   0.163233   2.289005e-19
   0.164833   2.486773e-19
   0.166433   2.701402e-19
   0.168034   2.934310e-19
   0.169634   3.187032e-19
   0.171234   3.461230e-19
   0.172835   3.758705e-19
   0.174435   4.081404e-19
   0.176035   4.431438e-19
   0.177636   4.811089e-19
   0.179236   5.222829e-19
   0.180836   5.669332e-19
   0.182436   6.153492e-19
   0.184037   6.678440e-19
   0.185637   7.247564e-19
   0.187237   7.864531e-19
   0.188838   8.533304e-19
   0.190438   9.258172e-19
   0.192038   1.004378e-18
   0.193639   1.089513e-18
   0.195239   1.181766e-18
   0.196839   1.281723e-18
   0.198440   1.390018e-18
   0.200040   1.507338e-18
   0.201640   1.634422e-18
   0.203241   1.772073e-18
   0.204841   1.921156e-18
   0.206441   2.082607e-18
   0.208042   2.257438e-18
   0.209642   2.446740e-18
   0.211242   2.651695e-18
   0.212843   2.873577e-18
   0.214443   3.113766e-18
   0.216043   3.373748e-18
   0.217644   3.655132e-18
   0.219244   3.959652e-18
   0.220844   4.289185e-18
   0.222444   4.645753e-18
   0.224045   5.031542e-18
   0.225645   5.448912e-18
   0.227245   5.900410e-18
   0.228846   6.388784e-18
   0.230446   6.917002e-18
   0.232046   7.488265e-18
   0.233647   8.106031e-18
   0.235247   8.774026e-18
   0.236847   9.496275e-18
   0.238448   1.027712e-17
   0.240048   1.112123e-17
   0.241648   1.203368e-17
   0.243249   1.301989e-17
   0.244849   1.408575e-17
   0.246449   1.523759e-17
   0.248050   1.648224e-17
   0.249650   1.782707e-17
   0.251250   1.928001e-17
   0.252851   2.084963e-17
   0.254451   2.254514e-17
   0.256051   2.437650e-17
   0.257652   2.635441e-17
   0.259252   2.849043e-17
   0.260852   3.079699e-17
   0.262452   3.328751e-17
   0.264053   3.597642e-17
   0.265653   3.887928e-17
   0.267253   4.201286e-17
   0.268854   4.539519e-17
   0.270454   4.904573e-17
   0.272054   5.298539e-17
   0.273655   5.723673e-17
   0.275255   6.182400e-17
   0.276855   6.677333e-17
   0.278456   7.211286e-17
   0.280056   7.787284e-17
   0.281656   8.408586e-17
   0.283257   9.078699e-17
   0.284857   9.801395e-17
   0.286457   1.058074e-16
   0.288058   1.142109e-16
   0.289658   1.232715e-16
   0.291258   1.330398e-16
   0.292859   1.435702e-16
   0.294459   1.549211e-16
   0.296059   1.671555e-16
   0.297660   1.803409e-16
   0.299260   1.945501e-16
   0.300860   2.098613e-16
   0.302460   2.263586e-16
   0.304061   2.441324e-16
   0.305661   2.632797e-16
   0.307261   2.839049e-16
   0.308862   3.061203e-16
   0.310462   3.300465e-16
   0.312062   3.558129e-16
   0.313663   3.835588e-16
   0.315263   4.134337e-16
   0.316863   4.455983e-16
   0.318464   4.802250e-16
   0.320064   5.174992e-16
   0.321664   5.576200e-16
   0.323265   6.008009e-16
   0.324865   6.472715e-16
   0.326465   6.972782e-16
   0.328066   7.510854e-16
   0.329666   8.089772e-16
   0.331266   8.712581e-16
   0.332867   9.382554e-16
   0.334467   1.010320e-15
   0.336067   1.087829e-15
   0.337668   1.171186e-15
   0.339268   1.260825e-15
   0.340868   1.357211e-15
   0.342468   1.460843e-15
   0.344069   1.572257e-15
   0.345669   1.692026e-15
   0.347269   1.820767e-15
   0.348870   1.959139e-15
   0.350470   2.107850e-15
   0.352070   2.267660e-15
   0.353671   2.439382e-15
   0.355271   2.623889e-15
   0.356871   2.822115e-15
   0.358472   3.035062e-15
   0.360072   3.263804e-15
   0.361672   3.509493e-15
   0.363273   3.773360e-15
   0.364873   4.056727e-15
   0.366473   4.361009e-15
   0.368074   4.687722e-15
   0.369674   5.038490e-15
   0.371274   5.415052e-15
   0.372875   5.819270e-15
   0.374475   6.253138e-15
   0.376075   6.718793e-15
   0.377676   7.218519e-15
   0.379276   7.754765e-15
   0.380876   8.330151e-15
   0.382476   8.947480e-15
   0.384077   9.609754e-15
   0.385677   1.032018e-14
   0.387277   1.108221e-14
   0.388878   1.189950e-14
   0.390478   1.277600e-14
   0.392078   1.371592e-14
   0.393679   1.472375e-14
   0.395279   1.580431e-14
   0.396879   1.696276e-14
   0.398480   1.820459e-14
   0.400080   1.953571e-14
   0.401680   2.096240e-14
   0.403281   2.249140e-14
   0.404881   2.412991e-14
   0.406481   2.588562e-14
   0.408082   2.776675e-14
   0.409682   2.978209e-14
   0.411282   3.194104e-14
   0.412883   3.425363e-14
   0.414483   3.673057e-14
   0.416083   3.938334e-14
   0.417684   4.222416e-14
   0.419284   4.526611e-14
   0.420884   4.852316e-14
   0.422484   5.201020e-14
   0.424085   5.574317e-14
   0.425685   5.973908e-14
   0.427285   6.401607e-14
   0.428886   6.859353e-14
   0.430486   7.349216e-14
   0.432086   7.873403e-14
   0.433687   8.434272e-14
   0.435287   9.034340e-14
   0.436887   9.676291e-14
   0.438488   1.036299e-13
   0.440088   1.109749e-13
   0.441688   1.188306e-13
   0.443289   1.272317e-13
   0.444889   1.362154e-13
   0.446489   1.458212e-13
   0.448090   1.560914e-13
