 Eloss (eV)    Int (a.u.)  Int Err (a.u.)
 -17.563647   -142.105518        0.000000
 -17.531922    109.842515       10.480578
 -17.500197   -436.409151        0.000000
 -17.468472   3092.986868       55.614628
 -17.436747   2873.899315       53.608762
 -17.405022   1716.012283       41.424779
 -17.373298   -462.671816        0.000000
 -17.341573    599.260787       24.479804
 -17.309848   -360.544461        0.000000
 -17.278123    248.501177       15.763920
 -17.246398   -606.238817        0.000000
 -17.214673   -209.814988        0.000000
 -17.182948     57.586264        7.588561
 -17.151223   -130.732230        0.000000
 -17.119498   -415.963120        0.000000
 -17.087773   -351.393710        0.000000
 -17.056048   -583.284550        0.000000
 -17.024323     68.415737        8.271381
 -16.992599   -967.207406        0.000000
 -16.960874   -597.632788        0.000000
 -16.929149   -100.568523        0.000000
 -16.897424   -123.213793        0.000000
 -16.865699   -434.245227        0.000000
 -16.833974     80.907418        8.994855
 -16.802249   -156.099601        0.000000
 -16.770524   -426.423355        0.000000
 -16.738799   -374.250528        0.000000
 -16.707074    158.104366       12.573956
 -16.675349   -160.559270        0.000000
 -16.643625    440.409888       20.985945
 -16.611900   -354.241319        0.000000
 -16.580175    -78.208341        0.000000
 -16.548450    143.894240       11.995593
 -16.516725    445.657384       21.110599
 -16.485000  -1114.863595        0.000000
 -16.453275    -95.900234        0.000000
 -16.421550   -328.288784        0.000000
 -16.389825   -361.869223        0.000000
 -16.358100   -485.971519        0.000000
 -16.326375    -49.495509        0.000000
 -16.294651   -490.682917        0.000000
 -16.262926    253.567498       15.923803
 -16.231201    -95.423939        0.000000
 -16.199476    260.153299       16.129268
 -16.167751   -307.537870        0.000000
 -16.136026   -230.634820        0.000000
 -16.104301   -430.755224        0.000000
 -16.072576   -484.532613        0.000000
 -16.040851   -348.830262        0.000000
 -16.009126    -89.231279        0.000000
 -15.977401   -751.009189        0.000000
 -15.945677   -497.447177        0.000000
 -15.913952    -78.834951        0.000000
 -15.882227     79.642436        8.924261
 -15.850502     -3.604305        0.000000
 -15.818777    311.554072       17.650894
 -15.787052    348.175131       18.659452
 -15.755327    161.379179       12.703510
 -15.723602   -471.075000        0.000000
 -15.691877    273.206248       16.528952
 -15.660152   -177.188225        0.000000
 -15.628427    -48.720638        0.000000
 -15.596702   -281.347189        0.000000
 -15.564978   -391.348248        0.000000
 -15.533253   -331.599471        0.000000
 -15.501528     40.100079        6.332462
 -15.469803   -405.481997        0.000000
 -15.438078    -55.311734        0.000000
 -15.406353   -245.963528        0.000000
 -15.374628    284.556843       16.868813
 -15.342903   -201.486494        0.000000
 -15.311178    -25.558849        0.000000
 -15.279453   -207.481033        0.000000
 -15.247728   -111.171445        0.000000
 -15.216004   -645.364409        0.000000
 -15.184279   -279.766152        0.000000
 -15.152554     40.173324        6.338243
 -15.120829    103.900719       10.193170
 -15.089104   -299.588755        0.000000
 -15.057379   -177.102886        0.000000
 -15.025654   -504.955229        0.000000
 -14.993929    280.955333       16.761722
 -14.962204   -996.827180        0.000000
 -14.930479     61.600264        7.848584
 -14.898754    332.149598       18.224972
 -14.867030    300.958159       17.348146
 -14.835305   -423.075326        0.000000
 -14.803580    184.257604       13.574152
 -14.771855    115.896666       10.765531
 -14.740130    711.059412       26.665697
 -14.708405   -505.448550        0.000000
 -14.676680   -709.376758        0.000000
 -14.644955   -456.590358        0.000000
 -14.613230   -104.087104        0.000000
 -14.581505   -756.916715        0.000000
 -14.549780    -67.724815        0.000000
 -14.518055   -347.878086        0.000000
 -14.486331   -377.281514        0.000000
 -14.454606   -474.258985        0.000000
 -14.422881    -68.431505        0.000000
 -14.391156     42.253081        6.500237
 -14.359431      3.935635        1.983843
 -14.327706   -549.673635        0.000000
 -14.295981    523.485004       22.879795
 -14.264256    239.754640       15.484012
 -14.232531   -430.938925        0.000000
 -14.200806   -756.974045        0.000000
 -14.169081   -604.001682        0.000000
 -14.137357   -194.262919        0.000000
 -14.105632   -354.747138        0.000000
 -14.073907   -318.614850        0.000000
 -14.042182   -304.932504        0.000000
 -14.010457    -46.475353        0.000000
 -13.978732   -250.846025        0.000000
 -13.947007   -732.421268        0.000000
 -13.915282   -324.080747        0.000000
 -13.883557   -165.894223        0.000000
 -13.851832   -229.333709        0.000000
 -13.820107   -752.794279        0.000000
 -13.788383   -109.556637        0.000000
 -13.756658    382.121322       19.547924
 -13.724933    -20.921409        0.000000
 -13.693208   -568.136240        0.000000
 -13.661483   -303.303335        0.000000
 -13.629758   -523.570506        0.000000
 -13.598033   -174.033761        0.000000
