 Eloss (eV)    Int (a.u.)
   0.000000  1.610298e-30
   0.001600  1.966833e-30
   0.003201  2.401692e-30
   0.004801  2.931945e-30
   0.006401  3.578353e-30
   0.008002  4.366155e-30
   0.009602  5.326034e-30
   0.011202  6.495273e-30
   0.012803  7.919170e-30
   0.014403  9.652739e-30
   0.016003  1.176279e-29
   0.017604  1.433041e-29
   0.019204  1.745403e-29
   0.020804  2.125306e-29
   0.022404  2.587236e-29
   0.024005  3.148759e-29
   0.025605  3.831170e-29
   0.027205  4.660281e-29
   0.028806  5.667370e-29
   0.030406  6.890325e-29
   0.032006  8.375035e-29
   0.033607  1.017706e-28
   0.035207  1.236365e-28
   0.036807  1.501619e-28
   0.038408  1.823314e-28
   0.040008  2.213360e-28
   0.041608  2.686156e-28
   0.043209  3.259111e-28
   0.044809  3.953265e-28
   0.046409  4.794036e-28
   0.048010  5.812132e-28
   0.049610  7.044632e-28
   0.051210  8.536305e-28
   0.052811  1.034118e-27
   0.054411  1.252447e-27
   0.056011  1.516481e-27
   0.057612  1.835708e-27
   0.059212  2.221563e-27
   0.060812  2.687835e-27
   0.062412  3.251137e-27
   0.064013  3.931486e-27
   0.065613  4.752989e-27
   0.067213  5.744677e-27
   0.068814  6.941498e-27
   0.070414  8.385510e-27
   0.072014  1.012732e-26
   0.073615  1.222780e-26
   0.075215  1.476015e-26
   0.076815  1.781238e-26
   0.078416  2.149026e-26
   0.080016  2.592092e-26
   0.081616  3.125703e-26
   0.083217  3.768199e-26
   0.084817  4.541597e-26
   0.086417  5.472328e-26
   0.088018  6.592109e-26
   0.089618  7.938992e-26
   0.091218  9.558617e-26
   0.092819  1.150571e-25
   0.094419  1.384588e-25
   0.096019  1.665776e-25
   0.097620  2.003554e-25
   0.099220  2.409209e-25
   0.100820  2.896253e-25
   0.102420  3.480865e-25
   0.104021  4.182411e-25
   0.105621  5.024061e-25
   0.107221  6.033535e-25
   0.108822  7.243984e-25
   0.110422  8.695046e-25
   0.112022  1.043410e-24
   0.113623  1.251777e-24
   0.115223  1.501369e-24
   0.116823  1.800266e-24
   0.118424  2.158116e-24
   0.120024  2.586434e-24
   0.121624  3.098967e-24
   0.123225  3.712112e-24
   0.124825  4.445432e-24
   0.126425  5.322254e-24
   0.128026  6.370389e-24
   0.129626  7.622985e-24
   0.131226  9.119538e-24
   0.132827  1.090710e-23
   0.134427  1.304171e-23
   0.136027  1.559009e-23
   0.137628  1.863165e-23
   0.139228  2.226090e-23
   0.140828  2.659028e-23
   0.142428  3.175351e-23
   0.144029  3.790961e-23
   0.145629  4.524761e-23
   0.147229  5.399216e-23
   0.148830  6.441018e-23
   0.150430  7.681871e-23
   0.152030  9.159425e-23
   0.153631  1.091838e-22
   0.155231  1.301178e-22
   0.156831  1.550259e-22
   0.158432  1.846547e-22
   0.160032  2.198898e-22
   0.161632  2.617814e-22
   0.163233  3.115739e-22
   0.164833  3.707422e-22
   0.166433  4.410337e-22
   0.168034  5.245178e-22
   0.169634  6.236450e-22
   0.171234  7.413159e-22
   0.172835  8.809636e-22
   0.174435  1.046650e-21
   0.176035  1.243178e-21
   0.177636  1.476231e-21
   0.179236  1.752523e-21
   0.180836  2.079994e-21
   0.182436  2.468022e-21
   0.184037  2.927687e-21
   0.185637  3.472075e-21
   0.187237  4.116634e-21
   0.188838  4.879599e-21
   0.190438  5.782488e-21
   0.192038  6.850686e-21
   0.193639  8.114133e-21
   0.195239  9.608131e-21
   0.196839  1.137429e-20
   0.198440  1.346166e-20
   0.200040  1.592801e-20
   0.201640  1.884140e-20
   0.203241  2.228197e-20
   0.204841  2.634406e-20
   0.206441  3.113871e-20
   0.208042  3.679656e-20
   0.209642  4.347128e-20
   0.211242  5.134362e-20
   0.212843  6.062604e-20
   0.214443  7.156830e-20
   0.216043  8.446385e-20
   0.217644  9.965746e-20
   0.219244  1.175540e-19
   0.220844  1.386289e-19
   0.222444  1.634402e-19
   0.224045  1.926428e-19
   0.225645  2.270049e-19
   0.227245  2.674278e-19
   0.228846  3.149680e-19
   0.230446  3.708644e-19
   0.232046  4.365687e-19
   0.233647  5.137819e-19
   0.235247  6.044963e-19
   0.236847  7.110453e-19
   0.238448  8.361604e-19
   0.240048  9.830388e-19
   0.241648  1.155421e-18
   0.243249  1.357685e-18
   0.244849  1.594947e-18
   0.246449  1.873191e-18
   0.248050  2.199413e-18
   0.249650  2.581786e-18
   0.251250  3.029858e-18
   0.252851  3.554783e-18
   0.254451  4.169584e-18
   0.256051  4.889461e-18
   0.257652  5.732157e-18
   0.259252  6.718368e-18
   0.260852  7.872239e-18
   0.262452  9.221922e-18
   0.264053  1.080024e-17
   0.265653  1.264544e-17
   0.267253  1.480210e-17
   0.268854  1.732214e-17
   0.270454  2.026601e-17
   0.272054  2.370412e-17
   0.273655  2.771840e-17
   0.275255  3.240418e-17
   0.276855  3.787240e-17
   0.278456  4.425203e-17
   0.280056  5.169308e-17
   0.281656  6.036987e-17
   0.283257  7.048503e-17
   0.284857  8.227392e-17
   0.286457  9.600996e-17
   0.288058  1.120106e-16
   0.289658  1.306443e-16
   0.291258  1.523389e-16
   0.292859  1.775905e-16
   0.294459  2.069748e-16
   0.296059  2.411592e-16
   0.297660  2.809176e-16
   0.299260  3.271469e-16
   0.300860  3.808863e-16
   0.302460  4.433398e-16
   0.304061  5.159014e-16
   0.305661  6.001854e-16
   0.307261  6.980603e-16
   0.308862  8.116880e-16
   0.310462  9.435698e-16
   0.312062  1.096599e-15
   0.313663  1.274119e-15
   0.315263  1.479998e-15
   0.316863  1.718704e-15
   0.318464  1.995398e-15
   0.320064  2.316044e-15
   0.321664  2.687527e-15
   0.323265  3.117795e-15
   0.324865  3.616021e-15
   0.326465  4.192790e-15
   0.328066  4.860310e-15
   0.329666  5.632661e-15
   0.331266  6.526073e-15
   0.332867  7.559255e-15
   0.334467  8.753763e-15
   0.336067  1.013443e-14
   0.337668  1.172985e-14
   0.339268  1.357296e-14
   0.340868  1.570165e-14
   0.342468  1.815953e-14
   0.344069  2.099678e-14
   0.345669  2.427111e-14
   0.347269  2.804886e-14
   0.348870  3.240630e-14
   0.350470  3.743109e-14
   0.352070  4.322393e-14
   0.353671  4.990048e-14
   0.355271  5.759356e-14
   0.356871  6.645564e-14
   0.358472  7.666171e-14
   0.360072  8.841254e-14
   0.361672  1.019384e-13
   0.363273  1.175035e-13
   0.364873  1.354105e-13
   0.366473  1.560065e-13
   0.368074  1.796891e-13
   0.369674  2.069137e-13
   0.371274  2.382022e-13
   0.372875  2.741517e-13
   0.374475  3.154459e-13
   0.376075  3.628670e-13
   0.377676  4.173100e-13
   0.379276  4.797985e-13
   0.380876  5.515027e-13
   0.382476  6.337605e-13
   0.384077  7.281006e-13
   0.385677  8.362697e-13
   0.387277  9.602627e-13
   0.388878  1.102358e-12
   0.390478  1.265155e-12
   0.392078  1.451622e-12
   0.393679  1.665145e-12
   0.395279  1.909587e-12
   0.396879  2.189351e-12
   0.398480  2.509459e-12
   0.400080  2.875634e-12
   0.401680  3.294396e-12
   0.403281  3.773173e-12
   0.404881  4.320425e-12
   0.406481  4.945780e-12
   0.408082  5.660202e-12
   0.409682  6.476162e-12
   0.411282  7.407852e-12
   0.412883  8.471407e-12
   0.414483  9.685177e-12
   0.416083  1.107002e-11
   0.417684  1.264963e-11
   0.419284  1.445093e-11
   0.420884  1.650452e-11
   0.422484  1.884510e-11
   0.424085  2.151210e-11
   0.425685  2.455025e-11
   0.427285  2.801029e-11
   0.428886  3.194980e-11
   0.430486  3.643404e-11
   0.432086  4.153702e-11
   0.433687  4.734259e-11
   0.435287  5.394578e-11
   0.436887  6.145420e-11
   0.438488  6.998975e-11
   0.440088  7.969041e-11
   0.441688  9.071234e-11
   0.443289  1.032323e-10
   0.444889  1.174500e-10
   0.446489  1.335918e-10
   0.448090  1.519130e-10
   0.449690  1.727026e-10
   0.451290  1.962870e-10
   0.452891  2.230349e-10
   0.454491  2.533629e-10
   0.456091  2.877410e-10
   0.457692  3.267001e-10
   0.459292  3.708392e-10
   0.460892  4.208338e-10
   0.462492  4.774461e-10
   0.464093  5.415353e-10
   0.465693  6.140701e-10
   0.467293  6.961421e-10
   0.468894  7.889809e-10
   0.470494  8.939718e-10
   0.472094  1.012675e-09
   0.473695  1.146845e-09
   0.475295  1.298459e-09
   0.476895  1.469740e-09
   0.478496  1.663188e-09
   0.480096  1.881617e-09
   0.481696  2.128186e-09
   0.483297  2.406449e-09
   0.484897  2.720399e-09
   0.486497  3.074519e-09
   0.488098  3.473845e-09
   0.489698  3.924032e-09
   0.491298  4.431424e-09
   0.492899  5.003141e-09
   0.494499  5.647172e-09
   0.496099  6.372472e-09
   0.497700  7.189085e-09
   0.499300  8.108266e-09
   0.500900  9.142629e-09
   0.502501  1.030630e-08
   0.504101  1.161511e-08
   0.505701  1.308678e-08
   0.507301  1.474113e-08
   0.508902  1.660036e-08
   0.510502  1.868930e-08
   0.512102  2.103571e-08
   0.513703  2.367064e-08
   0.515303  2.662881e-08
   0.516903  2.994898e-08
   0.518504  3.367450e-08
   0.520104  3.785375e-08
   0.521704  4.254078e-08
   0.523305  4.779590e-08
   0.524905  5.368645e-08
   0.526505  6.028751e-08
   0.528106  6.768287e-08
   0.529706  7.596594e-08
   0.531306  8.524086e-08
   0.532907  9.562367e-08
   0.534507  1.072437e-07
   0.536107  1.202449e-07
   0.537708  1.347878e-07
   0.539308  1.510508e-07
   0.540908  1.692327e-07
   0.542509  1.895545e-07
   0.544109  2.122623e-07
   0.545709  2.376294e-07
   0.547309  2.659600e-07
   0.548910  2.975920e-07
   0.550510  3.329007e-07
   0.552110  3.723034e-07
   0.553711  4.162632e-07
   0.555311  4.652944e-07
   0.556911  5.199676e-07
   0.558512  5.809161e-07
   0.560112  6.488426e-07
   0.561712  7.245260e-07
   0.563313  8.088302e-07
   0.564913  9.027124e-07
   0.566513  1.007234e-06
   0.568114  1.123569e-06
   0.569714  1.253020e-06
   0.571314  1.397028e-06
   0.572915  1.557187e-06
   0.574515  1.735262e-06
   0.576115  1.933207e-06
   0.577716  2.153179e-06
   0.579316  2.397567e-06
   0.580916  2.669009e-06
   0.582517  2.970422e-06
   0.584117  3.305026e-06
   0.585717  3.676380e-06
   0.587317  4.088412e-06
   0.588918  4.545457e-06
   0.590518  5.052301e-06
   0.592118  5.614222e-06
   0.593719  6.237043e-06
   0.595319  6.927182e-06
   0.596919  7.691714e-06
   0.598520  8.538438e-06
   0.600120  9.475943e-06
   0.601720  1.051369e-05
   0.603321  1.166210e-05
   0.604921  1.293263e-05
   0.606521  1.433791e-05
   0.608122  1.589181e-05
   0.609722  1.760961e-05
   0.611322  1.950809e-05
   0.612923  2.160572e-05
   0.614523  2.392275e-05
   0.616123  2.648149e-05
   0.617724  2.930640e-05
   0.619324  3.242434e-05
   0.620924  3.586481e-05
   0.622525  3.966018e-05
   0.624125  4.384596e-05
   0.625725  4.846109e-05
   0.627325  5.354828e-05
   0.628926  5.915434e-05
   0.630526  6.533056e-05
   0.632126  7.213314e-05
   0.633727  7.962365e-05
   0.635327  8.786947e-05
   0.636927  9.694439e-05
   0.638528  1.069291e-04
   0.640128  1.179121e-04
   0.641728  1.299897e-04
   0.643329  1.432678e-04
   0.644929  1.578618e-04
   0.646529  1.738977e-04
   0.648130  1.915136e-04
   0.649730  2.108600e-04
   0.651330  2.321012e-04
   0.652931  2.554167e-04
   0.654531  2.810023e-04
   0.656131  3.090717e-04
   0.657732  3.398579e-04
   0.659332  3.736149e-04
   0.660932  4.106196e-04
   0.662533  4.511739e-04
   0.664133  4.956065e-04
   0.665733  5.442754e-04
   0.667333  5.975705e-04
   0.668934  6.559161e-04
   0.670534  7.197740e-04
   0.672134  7.896466e-04
   0.673735  8.660802e-04
   0.675335  9.496688e-04
   0.676935  1.041058e-03
   0.678536  1.140950e-03
   0.680136  1.250106e-03
   0.681736  1.369354e-03
   0.683337  1.499593e-03
   0.684937  1.641798e-03
   0.686537  1.797028e-03
   0.688138  1.966431e-03
   0.689738  2.151252e-03
   0.691338  2.352841e-03
   0.692939  2.572661e-03
   0.694539  2.812298e-03
   0.696139  3.073469e-03
   0.697740  3.358033e-03
   0.699340  3.668005e-03
   0.700940  4.005563e-03
   0.702541  4.373065e-03
   0.704141  4.773061e-03
   0.705741  5.208310e-03
   0.707341  5.681793e-03
   0.708942  6.196731e-03
   0.710542  6.756607e-03
   0.712142  7.365180e-03
   0.713743  8.026511e-03
   0.715343  8.744983e-03
   0.716943  9.525326e-03
   0.718544  1.037264e-02
   0.720144  1.129244e-02
   0.721744  1.229065e-02
   0.723345  1.337367e-02
   0.724945  1.454840e-02
   0.726545  1.582225e-02
   0.728146  1.720324e-02
   0.729746  1.869997e-02
   0.731346  2.032172e-02
   0.732947  2.207845e-02
   0.734547  2.398090e-02
   0.736147  2.604060e-02
   0.737748  2.826997e-02
   0.739348  3.068233e-02
   0.740948  3.329201e-02
   0.742549  3.611441e-02
   0.744149  3.916605e-02
   0.745749  4.246466e-02
   0.747349  4.602929e-02
   0.748950  4.988037e-02
   0.750550  5.403981e-02
   0.752150  5.853109e-02
   0.753751  6.337940e-02
   0.755351  6.861174e-02
   0.756951  7.425700e-02
   0.758552  8.034616e-02
   0.760152  8.691236e-02
   0.761752  9.399110e-02
   0.763353  1.016203e-01
   0.764953  1.098407e-01
   0.766553  1.186956e-01
   0.768154  1.282315e-01
   0.769754  1.384980e-01
   0.771354  1.495481e-01
   0.772955  1.614385e-01
   0.774555  1.742297e-01
   0.776155  1.879861e-01
   0.777756  2.027768e-01
   0.779356  2.186751e-01
   0.780956  2.357595e-01
   0.782557  2.541135e-01
   0.784157  2.738263e-01
   0.785757  2.949926e-01
   0.787357  3.177137e-01
   0.788958  3.420971e-01
   0.790558  3.682575e-01
   0.792158  3.963168e-01
   0.793759  4.264049e-01
   0.795359  4.586597e-01
   0.796959  4.932279e-01
   0.798560  5.302656e-01
   0.800160  5.699385e-01
   0.801760  6.124227e-01
   0.803361  6.579052e-01
   0.804961  7.065843e-01
   0.806561  7.586710e-01
   0.808162  8.143885e-01
   0.809762  8.739740e-01
   0.811362  9.376789e-01
   0.812963  1.005770e+00
   0.814563  1.078528e+00
   0.816163  1.156254e+00
   0.817764  1.239264e+00
   0.819364  1.327893e+00
   0.820964  1.422496e+00
   0.822565  1.523448e+00
   0.824165  1.631147e+00
   0.825765  1.746012e+00
   0.827365  1.868487e+00
   0.828966  1.999041e+00
   0.830566  2.138169e+00
   0.832166  2.286394e+00
   0.833767  2.444268e+00
   0.835367  2.612374e+00
   0.836967  2.791326e+00
   0.838568  2.981772e+00
   0.840168  3.184397e+00
   0.841768  3.399919e+00
   0.843369  3.629097e+00
   0.844969  3.872732e+00
   0.846569  4.131664e+00
   0.848170  4.406779e+00
   0.849770  4.699009e+00
   0.851370  5.009334e+00
   0.852971  5.338785e+00
   0.854571  5.688446e+00
   0.856171  6.059455e+00
   0.857772  6.453007e+00
   0.859372  6.870360e+00
   0.860972  7.312832e+00
   0.862573  7.781806e+00
   0.864173  8.278733e+00
   0.865773  8.805138e+00
   0.867373  9.362614e+00
   0.868974  9.952835e+00
   0.870574  1.057755e+01
   0.872174  1.123860e+01
   0.873775  1.193791e+01
   0.875375  1.267748e+01
   0.876975  1.345941e+01
   0.878576  1.428592e+01
   0.880176  1.515929e+01
   0.881776  1.608194e+01
   0.883377  1.705637e+01
   0.884977  1.808521e+01
   0.886577  1.917120e+01
   0.888178  2.031719e+01
   0.889778  2.152617e+01
   0.891378  2.280124e+01
   0.892979  2.414566e+01
   0.894579  2.556280e+01
   0.896179  2.705618e+01
   0.897780  2.862946e+01
   0.899380  3.028647e+01
   0.900980  3.203117e+01
   0.902581  3.386770e+01
   0.904181  3.580035e+01
   0.905781  3.783360e+01
   0.907381  3.997208e+01
   0.908982  4.222061e+01
   0.910582  4.458421e+01
   0.912182  4.706806e+01
   0.913783  4.967756e+01
   0.915383  5.241830e+01
   0.916983  5.529609e+01
   0.918584  5.831691e+01
   0.920184  6.148701e+01
   0.921784  6.481283e+01
   0.923385  6.830104e+01
   0.924985  7.195854e+01
   0.926585  7.579248e+01
   0.928186  7.981024e+01
   0.929786  8.401945e+01
   0.931386  8.842799e+01
   0.932987  9.304401e+01
   0.934587  9.787591e+01
   0.936187  1.029324e+02
   0.937788  1.082223e+02
   0.939388  1.137550e+02
   0.940988  1.195398e+02
   0.942589  1.255867e+02
   0.944189  1.319056e+02
   0.945789  1.385070e+02
   0.947389  1.454015e+02
   0.948990  1.526001e+02
   0.950590  1.601141e+02
   0.952190  1.679550e+02
   0.953791  1.761347e+02
   0.955391  1.846655e+02
   0.956991  1.935599e+02
   0.958592  2.028306e+02
   0.960192  2.124910e+02
