 Eloss (eV)  Int/Int(10Dq)
   0.000000   4.556111e-71
   0.001600   6.167157e-71
   0.003201   8.345492e-71
   0.004801   1.129003e-70
   0.006401   1.526913e-70
   0.008002   2.064475e-70
   0.009602   2.790494e-70
   0.011202   3.770759e-70
   0.012803   5.093925e-70
   0.014403   6.879431e-70
   0.016003   9.288137e-70
   0.017604   1.253663e-69
   0.019204   1.691645e-69
   0.020804   2.281991e-69
   0.022404   3.077475e-69
   0.024005   4.149076e-69
   0.025605   5.592222e-69
   0.027205   7.535178e-69
   0.028806   1.015030e-68
   0.030406   1.366911e-68
   0.032006   1.840254e-68
   0.033607   2.476804e-68
   0.035207   3.332587e-68
   0.036807   4.482781e-68
   0.038408   6.028229e-68
   0.040008   8.104161e-68
   0.041608   1.089187e-67
   0.043209   1.463434e-67
   0.044809   1.965712e-67
   0.046409   2.639629e-67
   0.048010   3.543578e-67
   0.049610   4.755730e-67
   0.051210   6.380704e-67
   0.052811   8.558470e-67
   0.054411   1.147625e-66
   0.056011   1.538437e-66
   0.057612   2.061748e-66
   0.059212   2.762280e-66
   0.060812   3.699781e-66
   0.062412   4.954051e-66
   0.064013   6.631641e-66
   0.065613   8.874783e-66
   0.067213   1.187328e-65
   0.068814   1.588033e-65
   0.070414   2.123366e-65
   0.072014   2.838351e-65
   0.073615   3.793006e-65
   0.075215   5.067306e-65
   0.076815   6.767791e-65
   0.078416   9.036346e-65
   0.080016   1.206188e-64
   0.081616   1.609582e-64
   0.083217   2.147274e-64
   0.084817   2.863769e-64
   0.086417   3.818252e-64
   0.088018   5.089410e-64
   0.089618   6.781822e-64
   0.091218   9.034445e-64
   0.092819   1.203186e-63
   0.094419   1.601917e-63
   0.096019   2.132179e-63
   0.097620   2.837157e-63
   0.099220   3.774150e-63
   0.100820   5.019162e-63
   0.102420   6.672972e-63
   0.104021   8.869183e-63
   0.105621   1.178485e-62
   0.107221   1.565455e-62
   0.108822   2.078899e-62
   0.110422   2.759957e-62
   0.112022   3.663088e-62
   0.113623   4.860361e-62
   0.115223   6.447121e-62
   0.116823   8.549472e-62
   0.118424   1.133415e-61
   0.120024   1.502155e-61
   0.121624   1.990291e-61
   0.123225   2.636299e-61
   0.124825   3.490993e-61
   0.126425   4.621461e-61
   0.128026   6.116258e-61
   0.129626   8.092235e-61
   0.131226   1.070354e-60
   0.132827   1.415345e-60
   0.134427   1.870998e-60
   0.136027   2.472639e-60
   0.137628   3.266812e-60
   0.139228   4.314830e-60
   0.140828   5.697435e-60
   0.142428   7.520924e-60
   0.144029   9.925199e-60
   0.145629   1.309433e-59
   0.147229   1.727045e-59
   0.148830   2.277195e-59
   0.150430   3.001738e-59
   0.152030   3.955683e-59
   0.153631   5.211304e-59
   0.155231   6.863529e-59
   0.156831   9.037008e-59
   0.158432   1.189537e-58
   0.160032   1.565336e-58
   0.161632   2.059269e-58
   0.163233   2.708289e-58
   0.164833   3.560844e-58
   0.166433   4.680443e-58
   0.168034   6.150313e-58
   0.169634   8.079484e-58
   0.171234   1.061075e-57
   0.172835   1.393108e-57
   0.174435   1.828520e-57
   0.176035   2.399334e-57
   0.177636   3.147443e-57
   0.179236   4.127633e-57
   0.180836   5.411536e-57
   0.182436   7.092774e-57
   0.184037   9.293683e-57
   0.185637   1.217407e-56
   0.187237   1.594262e-56
   0.188838   2.087180e-56
   0.190438   2.731720e-56
   0.192038   3.574281e-56
   0.193639   4.675385e-56
   0.195239   6.113953e-56
   0.196839   7.992875e-56
   0.198440   1.044624e-55
   0.200040   1.364876e-55
   0.201640   1.782800e-55
   0.203241   2.328028e-55
   0.204841   3.039134e-55
   0.206441   3.966319e-55
   0.208042   5.174896e-55
   0.209642   6.749813e-55
   0.211242   8.801527e-55
   0.212843   1.147362e-54
   0.214443   1.495268e-54
   0.216043   1.948111e-54
   0.217644   2.537374e-54
   0.219244   3.303935e-54
   0.220844   4.300854e-54
   0.222444   5.596983e-54
   0.224045   7.281644e-54
   0.225645   9.470678e-54
   0.227245   1.231427e-53
   0.228846   1.600710e-53
   0.230446   2.080141e-53
   0.232046   2.702396e-53
   0.233647   3.509791e-53
   0.235247   4.557113e-53
   0.236847   5.915268e-53
   0.238448   7.676004e-53
   0.240048   9.958001e-53
   0.241648   1.291473e-52
   0.243249   1.674459e-52
   0.244849   2.170400e-52
   0.246449   2.812428e-52
   0.248050   3.643335e-52
   0.249650   4.718380e-52
   0.251250   6.108898e-52
   0.252851   7.906950e-52
   0.254451   1.023131e-51
   0.256051   1.323518e-51
   0.257652   1.711608e-51
   0.259252   2.212865e-51
   0.260852   2.860104e-51
   0.262452   3.695600e-51
   0.264053   4.773798e-51
   0.265653   6.164806e-51
   0.267253   7.958860e-51
   0.268854   1.027208e-50
   0.270454   1.325386e-50
   0.272054   1.709630e-50
   0.273655   2.204643e-50
   0.275255   2.842173e-50
   0.276855   3.663016e-50
   0.278456   4.719579e-50
   0.280056   6.079165e-50
   0.281656   7.828179e-50
   0.283257   1.007752e-49
   0.284857   1.296949e-49
   0.286457   1.668661e-49
   0.288058   2.146295e-49
   0.289658   2.759860e-49
   0.291258   3.547813e-49
   0.292859   4.559430e-49
   0.294459   5.857828e-49
   0.296059   7.523826e-49
   0.297660   9.660887e-49
   0.299260   1.240142e-48
   0.300860   1.591483e-48
   0.302460   2.041779e-48
   0.304061   2.618736e-48
   0.305661   3.357768e-48
   0.307261   4.304135e-48
   0.308862   5.515657e-48
   0.310462   7.066181e-48
   0.312062   9.049996e-48
   0.313663   1.158746e-47
   0.315263   1.483215e-47
   0.316863   1.898000e-47
   0.318464   2.428088e-47
   0.320064   3.105337e-47
   0.321664   3.970355e-47
   0.323265   5.074882e-47
   0.324865   6.484833e-47
   0.326465   8.284147e-47
   0.328066   1.057969e-46
   0.329666   1.350747e-46
   0.331266   1.724057e-46
   0.332867   2.199911e-46
   0.334467   2.806305e-46
   0.336067   3.578827e-46
   0.337668   4.562709e-46
   0.339268   5.815418e-46
   0.340868   7.409949e-46
   0.342468   9.438994e-46
   0.344069   1.202022e-45
   0.345669   1.530295e-45
   0.347269   1.947664e-45
   0.348870   2.478158e-45
   0.350470   3.152247e-45
   0.352070   4.008553e-45
   0.353671   5.096020e-45
   0.355271   6.476655e-45
   0.356871   8.228990e-45
   0.358472   1.045246e-44
   0.360072   1.327292e-44
   0.361672   1.684965e-44
   0.363273   2.138411e-44
   0.364873   2.713112e-44
   0.366473   3.441284e-44
   0.368074   4.363644e-44
   0.369674   5.531645e-44
   0.371274   7.010281e-44
   0.372875   8.881631e-44
   0.374475   1.124932e-43
   0.376075   1.424412e-43
   0.377676   1.803107e-43
   0.379276   2.281830e-43
   0.380876   2.886831e-43
   0.382476   3.651200e-43
   0.384077   4.616639e-43
   0.385677   5.835693e-43
   0.387277   7.374542e-43
   0.388878   9.316522e-43
   0.390478   1.176654e-42
   0.392078   1.485661e-42
   0.393679   1.875284e-42
   0.395279   2.366412e-42
   0.396879   2.985313e-42
   0.398480   3.765005e-42
   0.400080   4.746980e-42
   0.401680   5.983363e-42
   0.403281   7.539621e-42
   0.404881   9.497947e-42
   0.406481   1.196151e-41
   0.408082   1.505978e-41
   0.409682   1.895516e-41
   0.411282   2.385131e-41
   0.412883   3.000360e-41
   0.414483   3.773206e-41
   0.416083   4.743772e-41
   0.417684   5.962292e-41
   0.419284   7.491673e-41
   0.420884   9.410671e-41
   0.422484   1.181785e-40
   0.424085   1.483654e-40
   0.425685   1.862099e-40
   0.427285   2.336410e-40
   0.428886   2.930701e-40
   0.430486   3.675109e-40
   0.432086   4.607284e-40
   0.433687   5.774255e-40
   0.435287   7.234742e-40
   0.436887   9.062047e-40
   0.438488   1.134764e-39
   0.440088   1.420565e-39
   0.441688   1.777841e-39
   0.443289   2.224338e-39
   0.444889   2.782177e-39
   0.446489   3.478923e-39
   0.448090   4.348917e-39
   0.449690   5.434925e-39
   0.451290   6.790194e-39
   0.452891   8.480997e-39
   0.454491   1.058980e-38
   0.456091   1.321919e-38
   0.457692   1.649673e-38
