 Eloss (eV)  Int/Int(10Dq)
   0.000000   4.483440e-53
   0.001600   6.999968e-53
   0.003201   1.091984e-52
   0.004801   1.702047e-52
   0.006401   2.650711e-52
   0.008002   4.124664e-52
   0.009602   6.412836e-52
   0.011202   9.962013e-52
   0.012803   1.546249e-51
   0.014403   2.397989e-51
   0.016003   3.715782e-51
   0.017604   5.752925e-51
   0.019204   8.899437e-51
   0.020804   1.375535e-50
   0.022404   2.124302e-50
   0.024005   3.277904e-50
   0.025605   5.053725e-50
   0.027205   7.785067e-50
   0.028806   1.198253e-49
   0.030406   1.842765e-49
   0.032006   2.831567e-49
   0.033607   4.347294e-49
   0.035207   6.668784e-49
   0.036807   1.022138e-48
   0.038408   1.565338e-48
   0.040008   2.395200e-48
   0.041608   3.661937e-48
   0.043209   5.593909e-48
   0.044809   8.537982e-48
   0.046409   1.302059e-47
   0.048010   1.983998e-47
   0.049610   3.020558e-47
   0.051210   4.594820e-47
   0.052811   6.983696e-47
   0.054411   1.060565e-46
   0.056011   1.609255e-46
   0.057612   2.439764e-46
   0.059212   3.695780e-46
   0.060812   5.593708e-46
   0.062412   8.459191e-46
   0.064013   1.278184e-45
   0.065613   1.929714e-45
   0.067213   2.910906e-45
   0.068814   4.387314e-45
   0.070414   6.607005e-45
   0.072014   9.941363e-45
   0.073615   1.494592e-44
   0.075215   2.245095e-44
   0.076815   3.369629e-44
   0.078416   5.053181e-44
   0.080016   7.571520e-44
   0.081616   1.133539e-43
   0.083217   1.695608e-43
   0.084817   2.534252e-43
   0.086417   3.784509e-43
   0.088018   5.646829e-43
   0.089618   8.418507e-43
   0.091218   1.254010e-42
   0.092819   1.866389e-42
   0.094419   2.775484e-42
   0.096019   4.123924e-42
   0.097620   6.122347e-42
   0.099220   9.081564e-42
   0.100820   1.345980e-41
   0.102420   1.993206e-41
   0.104021   2.949178e-41
   0.105621   4.359988e-41
   0.107221   6.440282e-41
   0.108822   9.505169e-41
   0.110422   1.401684e-40
   0.112022   2.065266e-40
   0.113623   3.040444e-40
   0.115223   4.472327e-40
   0.116823   6.573026e-40
   0.118424   9.652340e-40
   0.120024   1.416235e-39
   0.121624   2.076219e-39
   0.123225   3.041211e-39
   0.124825   4.450977e-39
   0.126425   6.508778e-39
   0.128026   9.509966e-39
   0.129626   1.388334e-38
   0.131226   2.025089e-38
   0.132827   2.951411e-38
   0.134427   4.297845e-38
   0.136027   6.253270e-38
   0.137628   9.090734e-38
   0.139228   1.320463e-37
   0.140828   1.916411e-37
   0.142428   2.778987e-37
   0.144029   4.026427e-37
   0.145629   5.828925e-37
   0.147229   8.431260e-37
   0.148830   1.218518e-36
   0.150430   1.759570e-36
   0.152030   2.538732e-36
   0.153631   3.659842e-36
   0.155231   5.271610e-36
   0.156831   7.586817e-36
   0.158432   1.090966e-35
   0.160032   1.567467e-35
   0.161632   2.250198e-35
   0.163233   3.227591e-35
   0.164833   4.625639e-35
   0.166433   6.623695e-35
   0.168034   9.476855e-35
   0.169634   1.354764e-34
   0.171234   1.935077e-34
   0.172835   2.761648e-34
   0.174435   3.937982e-34
   0.176035   5.610668e-34
   0.177636   7.987131e-34
   0.179236   1.136063e-33
   0.180836   1.614542e-33
   0.182436   2.292618e-33
   0.184037   3.252740e-33
   0.185637   4.611078e-33
   0.187237   6.531170e-33
   0.188838   9.243039e-33
   0.190438   1.306995e-32
   0.192038   1.846582e-32
   0.193639   2.606745e-32
   0.195239   3.676749e-32
   0.196839   5.181610e-32
   0.198440   7.296269e-32
   0.200040   1.026532e-31
   0.201640   1.443043e-31
   0.203241   2.026849e-31
   0.204841   2.844455e-31
   0.206441   3.988522e-31
   0.208042   5.588052e-31
   0.209642   7.822474e-31
   0.211242   1.094116e-30
   0.212843   1.529036e-30
   0.214443   2.135048e-30
   0.216043   2.978742e-30
   0.217644   4.152346e-30
   0.219244   5.783485e-30
   0.220844   8.048612e-30
   0.222444   1.119149e-29
   0.224045   1.554855e-29
   0.225645   2.158378e-29
   0.227245   2.993645e-29
   0.228846   4.148667e-29
   0.230446   5.744501e-29
   0.232046   7.947514e-29
   0.233647   1.098616e-28
   0.235247   1.517384e-28
   0.236847   2.094019e-28
   0.238448   2.887362e-28
   0.240048   3.977930e-28
   0.241648   5.475811e-28
   0.243249   7.531390e-28
   0.244849   1.034993e-27
   0.246449   1.421133e-27
   0.248050   1.949698e-27
   0.249650   2.672610e-27
   0.251250   3.660490e-27
   0.252851   5.009313e-27
   0.254451   6.849399e-27
   0.256051   9.357550e-27
   0.257652   1.277342e-26
   0.259252   1.742159e-26
   0.260852   2.374125e-26
   0.262452   3.232621e-26
   0.264053   4.397859e-26
   0.265653   5.978102e-26
   0.267253   8.119338e-26
   0.268854   1.101827e-25
   0.270454   1.493968e-25
   0.272054   2.023974e-25
