 Eloss (eV)    Int (a.u.)
   0.000000  8.787925e-17
   0.001600  1.027074e-16
   0.003201  1.200068e-16
   0.004801  1.401840e-16
   0.006401  1.637118e-16
   0.008002  1.911394e-16
   0.009602  2.231049e-16
   0.011202  2.603495e-16
   0.012803  3.037338e-16
   0.014403  3.542569e-16
   0.016003  4.130781e-16
   0.017604  4.815426e-16
   0.019204  5.612107e-16
   0.020804  6.538919e-16
   0.022404  7.616838e-16
   0.024005  8.870175e-16
   0.025605  1.032710e-15
   0.027205  1.202024e-15
   0.028806  1.398740e-15
   0.030406  1.627231e-15
   0.032006  1.892563e-15
   0.033607  2.200595e-15
   0.035207  2.558107e-15
   0.036807  2.972938e-15
   0.038408  3.454156e-15
   0.040008  4.012237e-15
   0.041608  4.659293e-15
   0.043209  5.409314e-15
   0.044809  6.278459e-15
   0.046409  7.285387e-15
   0.048010  8.451640e-15
   0.049610  9.802075e-15
   0.051210  1.136538e-14
   0.052811  1.317463e-14
   0.054411  1.526798e-14
   0.056011  1.768941e-14
   0.057612  2.048963e-14
   0.059212  2.372704e-14
   0.060812  2.746892e-14
   0.062412  3.179278e-14
   0.064013  3.678782e-14
   0.065613  4.255674e-14
   0.067213  4.921770e-14
   0.068814  5.690666e-14
   0.070414  6.577995e-14
   0.072014  7.601735e-14
   0.073615  8.782550e-14
   0.075215  1.014419e-13
   0.076815  1.171393e-13
   0.078416  1.352311e-13
   0.080016  1.560772e-13
   0.081616  1.800906e-13
   0.083217  2.077453e-13
   0.084817  2.395854e-13
   0.086417  2.762345e-13
   0.088018  3.184083e-13
   0.089618  3.669269e-13
   0.091218  4.227304e-13
   0.092819  4.868958e-13
   0.094419  5.606572e-13
   0.096019  6.454274e-13
   0.097620  7.428245e-13
   0.099220  8.547000e-13
   0.100820  9.831730e-13
   0.102420  1.130667e-12
   0.104021  1.299956e-12
   0.105621  1.494208e-12
   0.107221  1.717047e-12
   0.108822  1.972613e-12
   0.110422  2.265638e-12
   0.112022  2.601524e-12
   0.113623  2.986440e-12
   0.115223  3.427430e-12
   0.116823  3.932530e-12
   0.118424  4.510910e-12
   0.120024  5.173031e-12
   0.121624  5.930820e-12
   0.123225  6.797874e-12
   0.124825  7.789690e-12
   0.126425  8.923927e-12
   0.128026  1.022070e-11
   0.129626  1.170291e-11
   0.131226  1.339664e-11
   0.132827  1.533157e-11
   0.134427  1.754147e-11
   0.136027  2.006477e-11
   0.137628  2.294515e-11
   0.139228  2.623231e-11
   0.140828  2.998271e-11
   0.142428  3.426052e-11
   0.144029  3.913864e-11
   0.145629  4.469987e-11
   0.147229  5.103821e-11
   0.148830  5.826039e-11
   0.150430  6.648751e-11
   0.152030  7.585697e-11
   0.153631  8.652461e-11
   0.155231  9.866713e-11
   0.156831  1.124849e-10
   0.158432  1.282048e-10
   0.160032  1.460842e-10
   0.161632  1.664145e-10
   0.163233  1.895255e-10
   0.164833  2.157907e-10
   0.166433  2.456330e-10
   0.168034  2.795306e-10
   0.169634  3.180246e-10
   0.171234  3.617269e-10
   0.172835  4.113293e-10
   0.174435  4.676136e-10
   0.176035  5.314635e-10
   0.177636  6.038769e-10
   0.179236  6.859811e-10
   0.180836  7.790486e-10
   0.182436  8.845161e-10
   0.184037  1.004004e-09
   0.185637  1.139342e-09
   0.187237  1.292592e-09
   0.188838  1.466080e-09
   0.190438  1.662426e-09
   0.192038  1.884586e-09
   0.193639  2.135886e-09
   0.195239  2.420076e-09
   0.196839  2.741377e-09
   0.198440  3.104539e-09
   0.200040  3.514911e-09
   0.201640  3.978507e-09
   0.203241  4.502096e-09
   0.204841  5.093286e-09
   0.206441  5.760631e-09
   0.208042  6.513746e-09
   0.209642  7.363432e-09
   0.211242  8.321823e-09
   0.212843  9.402545e-09
   0.214443  1.062089e-08
   0.216043  1.199404e-08
   0.217644  1.354124e-08
   0.219244  1.528412e-08
   0.220844  1.724689e-08
   0.222444  1.945674e-08
   0.224045  2.194412e-08
   0.225645  2.474314e-08
   0.227245  2.789204e-08
   0.228846  3.143362e-08
   0.230446  3.541582e-08
   0.232046  3.989229e-08
   0.233647  4.492306e-08
   0.235247  5.057529e-08
   0.236847  5.692410e-08
   0.238448  6.405347e-08
   0.240048  7.205729e-08
   0.241648  8.104045e-08
   0.243249  9.112017e-08
   0.244849  1.024274e-07
   0.246449  1.151082e-07
   0.248050  1.293257e-07
   0.249650  1.452622e-07
   0.251250  1.631206e-07
   0.252851  1.831276e-07
   0.254451  2.055359e-07
   0.256051  2.306270e-07
   0.257652  2.587148e-07
   0.259252  2.901491e-07
   0.260852  3.253193e-07
   0.262452  3.646593e-07
   0.264053  4.086517e-07
   0.265653  4.578341e-07
   0.267253  5.128044e-07
   0.268854  5.742275e-07
   0.270454  6.428431e-07
   0.272054  7.194733e-07
   0.273655  8.050320e-07
   0.275255  9.005344e-07
   0.276855  1.007108e-06
   0.278456  1.126006e-06
   0.280056  1.258619e-06
   0.281656  1.406489e-06
   0.283257  1.571329e-06
   0.284857  1.755038e-06
   0.286457  1.959723e-06
   0.288058  2.187720e-06
   0.289658  2.441616e-06
   0.291258  2.724281e-06
   0.292859  3.038890e-06
   0.294459  3.388963e-06
   0.296059  3.778396e-06
   0.297660  4.211499e-06
   0.299260  4.693046e-06
   0.300860  5.228312e-06
   0.302460  5.823137e-06
   0.304061  6.483973e-06
   0.305661  7.217955e-06
   0.307261  8.032964e-06
   0.308862  8.937708e-06
   0.310462  9.941806e-06
   0.312062  1.105587e-05
   0.313663  1.229164e-05
   0.315263  1.366202e-05
   0.316863  1.518130e-05
   0.318464  1.686521e-05
   0.320064  1.873109e-05
   0.321664  2.079808e-05
   0.323265  2.308725e-05
   0.324865  2.562181e-05
   0.326465  2.842734e-05
   0.328066  3.153198e-05
   0.329666  3.496673e-05
   0.331266  3.876569e-05
   0.332867  4.296638e-05
   0.334467  4.761006e-05
   0.336067  5.274210e-05
   0.337668  5.841237e-05
   0.339268  6.467568e-05
   0.340868  7.159222e-05
   0.342468  7.922814e-05
   0.344069  8.765602e-05
   0.345669  9.695558e-05
   0.347269  1.072143e-04
   0.348870  1.185280e-04
   0.350470  1.310021e-04
   0.352070  1.447519e-04
   0.353671  1.599038e-04
   0.355271  1.765966e-04
   0.356871  1.949819e-04
   0.358472  2.152262e-04
   0.360072  2.375115e-04
   0.361672  2.620372e-04
   0.363273  2.890214e-04
   0.364873  3.187027e-04
   0.366473  3.513421e-04
   0.368074  3.872250e-04
   0.369674  4.266633e-04
   0.371274  4.699979e-04
   0.372875  5.176012e-04
   0.374475  5.698799e-04
   0.376075  6.272781e-04
   0.377676  6.902806e-04
   0.379276  7.594162e-04
   0.380876  8.352623e-04
   0.382476  9.184480e-04
   0.384077  1.009660e-03
   0.385677  1.109645e-03
   0.387277  1.219220e-03
   0.388878  1.339271e-03
   0.390478  1.470767e-03
   0.392078  1.614760e-03
   0.393679  1.772396e-03
   0.395279  1.944922e-03
   0.396879  2.133695e-03
   0.398480  2.340191e-03
   0.400080  2.566014e-03
   0.401680  2.812907e-03
   0.403281  3.082766e-03
   0.404881  3.377648e-03
   0.406481  3.699788e-03
   0.408082  4.051615e-03
   0.409682  4.435762e-03
   0.411282  4.855086e-03
   0.412883  5.312689e-03
   0.414483  5.811932e-03
   0.416083  6.356462e-03
   0.417684  6.950229e-03
   0.419284  7.597513e-03
   0.420884  8.302952e-03
   0.422484  9.071567e-03
   0.424085  9.908795e-03
   0.425685  1.082052e-02
   0.427285  1.181311e-02
   0.428886  1.289344e-02
   0.430486  1.406897e-02
   0.432086  1.534774e-02
   0.433687  1.673845e-02
   0.435287  1.825050e-02
   0.436887  1.989405e-02
   0.438488  2.168005e-02
   0.440088  2.362033e-02
   0.441688  2.572767e-02
   0.443289  2.801584e-02
   0.444889  3.049970e-02
   0.446489  3.319528e-02
   0.448090  3.611983e-02
   0.449690  3.929197e-02
   0.451290  4.273174e-02
   0.452891  4.646075e-02
   0.454491  5.050222e-02
   0.456091  5.488119e-02
   0.457692  5.962456e-02
   0.459292  6.476132e-02
   0.460892  7.032259e-02
   0.462492  7.634187e-02
   0.464093  8.285513e-02
   0.465693  8.990105e-02
   0.467293  9.752116e-02
   0.468894  1.057601e-01
   0.470494  1.146656e-01
   0.472094  1.242892e-01
   0.473695  1.346860e-01
   0.475295  1.459151e-01
   0.476895  1.580398e-01
   0.478496  1.711282e-01
   0.480096  1.852531e-01
   0.481696  2.004925e-01
   0.483297  2.169299e-01
   0.484897  2.346549e-01
   0.486497  2.537630e-01
   0.488098  2.743569e-01
   0.489698  2.965460e-01
   0.491298  3.204476e-01
   0.492899  3.461869e-01
   0.494499  3.738979e-01
   0.496099  4.037236e-01
   0.497700  4.358169e-01
   0.499300  4.703407e-01
   0.500900  5.074694e-01
   0.502501  5.473888e-01
   0.504101  5.902971e-01
   0.505701  6.364058e-01
   0.507301  6.859402e-01
   0.508902  7.391408e-01
   0.510502  7.962636e-01
   0.512102  8.575811e-01
   0.513703  9.233839e-01
   0.515303  9.939810e-01
   0.516903  1.069702e+00
   0.518504  1.150895e+00
   0.520104  1.237935e+00
   0.521704  1.331216e+00
   0.523305  1.431159e+00
   0.524905  1.538212e+00
   0.526505  1.652848e+00
   0.528106  1.775573e+00
   0.529706  1.906922e+00
   0.531306  2.047463e+00
   0.532907  2.197798e+00
   0.534507  2.358568e+00
   0.536107  2.530449e+00
   0.537708  2.714160e+00
   0.539308  2.910464e+00
   0.540908  3.120165e+00
   0.542509  3.344119e+00
   0.544109  3.583229e+00
   0.545709  3.838452e+00
   0.547309  4.110800e+00
   0.548910  4.401345e+00
   0.550510  4.711218e+00
   0.552110  5.041614e+00
   0.553711  5.393800e+00
   0.555311  5.769109e+00
   0.556911  6.168952e+00
   0.558512  6.594817e+00
   0.560112  7.048275e+00
   0.561712  7.530983e+00
   0.563313  8.044688e+00
   0.564913  8.591232e+00
   0.566513  9.172557e+00
   0.568114  9.790709e+00
   0.569714  1.044784e+01
   0.571314  1.114622e+01
   0.572915  1.188824e+01
   0.574515  1.267641e+01
   0.576115  1.351337e+01
   0.577716  1.440189e+01
   0.579316  1.534491e+01
   0.580916  1.634549e+01
   0.582517  1.740685e+01
   0.584117  1.853238e+01
   0.585717  1.972562e+01
   0.587317  2.099033e+01
   0.588918  2.233039e+01
   0.590518  2.374992e+01
   0.592118  2.525322e+01
   0.593719  2.684479e+01
   0.595319  2.852936e+01
   0.596919  3.031187e+01
   0.598520  3.219751e+01
   0.600120  3.419168e+01
   0.601720  3.630006e+01
   0.603321  3.852858e+01
   0.604921  4.088344e+01
   0.606521  4.337111e+01
   0.608122  4.599836e+01
   0.609722  4.877226e+01
   0.611322  5.170019e+01
   0.612923  5.478985e+01
   0.614523  5.804928e+01
   0.616123  6.148685e+01
   0.617724  6.511131e+01
   0.619324  6.893175e+01
   0.620924  7.295767e+01
   0.622525  7.719893e+01
   0.624125  8.166582e+01
   0.625725  8.636904e+01
   0.627325  9.131973e+01
