 Eloss (eV)  Int/Int(10Dq)
   0.000000  1.010232e-131
   0.001600  2.161119e-131
   0.003201  4.618665e-131
   0.004801  9.861307e-131
   0.006401  2.103453e-130
   0.008002  4.482408e-130
   0.009602  9.542679e-130
   0.011202  2.029595e-129
   0.012803  4.312498e-129
   0.014403  9.154373e-129
   0.016003  1.941371e-128
   0.017604  4.113096e-128
   0.019204  8.705813e-128
   0.020804  1.840900e-127
   0.022404  3.888940e-127
   0.024005  8.207532e-127
   0.025605  1.730510e-126
   0.027205  3.645156e-126
   0.028806  7.670758e-126
   0.030406  1.612652e-125
   0.032006  3.387065e-125
   0.033607  7.107003e-125
   0.035207  1.489806e-124
   0.036807  3.119991e-124
   0.038408  6.527654e-124
   0.040008  1.364399e-123
   0.041608  2.849086e-123
   0.043209  5.943610e-123
   0.044809  1.238726e-122
   0.046409  2.579173e-122
   0.048010  5.364953e-122
   0.049610  1.114889e-121
   0.051210  2.314609e-121
   0.052811  4.800693e-121
   0.054411  9.947422e-121
   0.056011  2.059195e-120
   0.057612  4.258577e-120
   0.059212  8.798567e-120
   0.060812  1.816099e-119
   0.062412  3.744963e-119
   0.064013  7.714998e-119
   0.065613  1.587831e-118
   0.067213  3.264774e-118
   0.068814  6.706287e-118
   0.070414  1.376231e-117
   0.072014  2.821506e-117
   0.073615  5.778977e-117
   0.075215  1.182500e-116
   0.076815  2.417305e-116
   0.078416  4.936762e-116
   0.080016  1.007241e-115
   0.081616  2.053073e-115
   0.083217  4.180767e-115
   0.084817  8.505263e-115
   0.086417  1.728621e-114
   0.088018  3.509879e-114
   0.089618  7.119751e-114
   0.091218  1.442839e-113
   0.092819  2.921130e-113
   0.094419  5.908325e-113
   0.096019  1.193873e-112
   0.097620  2.410083e-112
   0.099220  4.860561e-112
   0.100820  9.793116e-112
   0.102420  1.971223e-111
   0.104021  3.963974e-111
   0.105621  7.963541e-111
   0.107221  1.598313e-110
   0.108822  3.204777e-110
   0.110422  6.419689e-110
   0.112022  1.284726e-109
   0.113623  2.568545e-109
   0.115223  5.130318e-109
   0.116823  1.023721e-108
   0.118424  2.040794e-108
   0.120024  4.064405e-108
   0.121624  8.086770e-108
   0.123225  1.607435e-107
   0.124825  3.192068e-107
   0.126425  6.332732e-107
   0.128026  1.255135e-106
   0.129626  2.485249e-106
   0.131226  4.916201e-106
   0.132827  9.715601e-106
   0.134427  1.918183e-105
   0.136027  3.783473e-105
   0.137628  7.455409e-105
   0.139228  1.467684e-104
   0.140828  2.886517e-104
   0.142428  5.671472e-104
   0.144029  1.113263e-103
   0.145629  2.183132e-103
   0.147229  4.277032e-103
   0.148830  8.371154e-103
   0.150430  1.636848e-102
   0.152030  3.197509e-102
   0.153631  6.240155e-102
   0.155231  1.216632e-101
   0.156831  2.369755e-101
   0.158432  4.611348e-101
   0.160032  8.964635e-101
   0.161632  1.741076e-100
   0.163233  3.378181e-100
   0.164833  6.548298e-100
   0.166433   1.268102e-99
   0.168034   2.453355e-99
   0.169634   4.741838e-99
   0.171234   9.156160e-99
   0.172835   1.766283e-98
   0.174435   3.403984e-98
   0.176035   6.553827e-98
   0.177636   1.260616e-97
   0.179236   2.422427e-97
   0.180836   4.650494e-97
   0.182436   8.919236e-97
   0.184037   1.708978e-96
   0.185637   3.271339e-96
   0.187237   6.255975e-96
   0.188838   1.195211e-95
   0.190438   2.281259e-95
   0.192038   4.349956e-95
   0.193639   8.286580e-95
   0.195239   1.577052e-94
   0.196839   2.998453e-94
   0.198440   5.695456e-94
   0.200040   1.080787e-93
   0.201640   2.048953e-93
   0.203241   3.880647e-93
   0.204841   7.342713e-93
   0.206441   1.387999e-92
   0.208042   2.621212e-92
   0.209642   4.945332e-92
   0.211242   9.321139e-92
   0.212843   1.755185e-91
   0.214443   3.301846e-91
   0.216043   6.205420e-91
   0.217644   1.165107e-90
   0.219244   2.185449e-90
   0.220844   4.095396e-90
   0.222444   7.667104e-90
   0.224045   1.433993e-89
   0.225645   2.679434e-89
   0.227245   5.001720e-89
   0.228846   9.327728e-89
   0.230446   1.737852e-88
   0.232046   3.234669e-88
   0.233647   6.014883e-88
   0.235247   1.117390e-87
   0.236847   2.073780e-87
   0.238448   3.845041e-87
   0.240048   7.122286e-87
   0.241648   1.318008e-86
   0.243249   2.436673e-86
   0.244849   4.500456e-86
   0.246449   8.304167e-86
   0.248050   1.530791e-85
   0.249650   2.819136e-85
   0.251250   5.186763e-85
   0.252851   9.533604e-85
   0.254451   1.750645e-84
   0.256051   3.211584e-84
   0.257652   5.886007e-84
   0.259252   1.077712e-83
   0.260852   1.971354e-83
   0.262452   3.602524e-83
   0.264053   6.577025e-83
   0.265653   1.199589e-82
   0.267253   2.185826e-82
   0.268854   3.979046e-82
   0.270454   7.236401e-82
   0.272054   1.314760e-81
   0.273655   2.386442e-81
   0.275255   4.327483e-81
   0.276855   7.839713e-81
   0.278456   1.418879e-80
   0.280056   2.565492e-80
   0.281656   4.634215e-80
   0.283257   8.363000e-80
   0.284857   1.507746e-79
   0.286457   2.715656e-79
   0.288058   4.886540e-79
   0.289658   8.784326e-79
   0.291258   1.577596e-78
   0.292859   2.830501e-78
   0.294459   5.073540e-78
   0.296059   9.085298e-78
   0.297660   1.625352e-77
   0.299260   2.904933e-77
   0.300860   5.186867e-77
   0.302460   9.252398e-77
   0.304061   1.648860e-76
   0.305661   2.935577e-76
   0.307261   5.221359e-76
   0.308862   9.277989e-76
   0.310462   1.647041e-75
   0.312062   2.921025e-75
   0.313663   5.175429e-75
   0.315263   9.160892e-75
   0.316863   1.619979e-74
   0.318464   2.861946e-74
   0.320064   5.051189e-74
   0.321664   8.906480e-74
   0.323265   1.568913e-73
   0.324865   2.761035e-73
   0.326465   4.854285e-73
   0.328066   8.526265e-73
   0.329666   1.496142e-72
   0.331266   2.622810e-72
   0.332867   4.593474e-72
