 Eloss (eV)    Int (a.u.)  Int Err (a.u.)
 -16.854992    715.038574       26.740205
 -16.823267   1309.439697       36.186181
 -16.791542    731.064575       27.038206
 -16.759817   1231.329346       35.090303
 -16.728092    848.526428       29.129477
 -16.696367   1454.262695       38.134796
 -16.664642    447.165619       21.146291
 -16.632917   1322.493164       36.366099
 -16.601192    781.110779       27.948359
 -16.569468   1470.829346       38.351393
 -16.537743    540.867798       23.256565
 -16.506018   1143.740479       33.819232
 -16.474293    338.425140       18.396335
 -16.442568   1297.215088       36.016872
 -16.410843    614.424438       24.787586
 -16.379118   1116.134277       33.408596
 -16.347393    765.341187       27.664800
 -16.315668   1479.165283       38.459918
 -16.283943    647.396729       25.443992
 -16.252218    974.821777       31.222136
 -16.220494   1040.924927       32.263368
 -16.188769   1401.128906       37.431656
 -16.157044    588.534668       24.259733
 -16.125319   1485.568848       38.543078
 -16.093594    627.808472       25.056106
 -16.061869   1493.535645       38.646289
 -16.030144    595.126587       24.395216
 -15.998419   1183.830078       34.406832
 -15.966694    938.277283       30.631312
 -15.934969   1093.523560       33.068468
 -15.903244    685.314209       26.178507
 -15.871519   1104.710327       33.237183
 -15.839795    762.656677       27.616239
 -15.808070   1643.239014       40.536885
 -15.776345    779.606140       27.921428
 -15.744620   1283.715088       35.828970
 -15.712895    672.122559       25.925327
 -15.681170   1631.407227       40.390682
 -15.649445    850.074951       29.156045
 -15.617720   1452.619385       38.113244
 -15.585995    597.937744       24.452766
 -15.554270   1741.135010       41.726910
 -15.522545    749.110107       27.369876
 -15.490821   1278.195557       35.751861
 -15.459096    797.948730       28.247986
 -15.427371   1551.199219       39.385267
 -15.395646    777.800293       27.889071
 -15.363921   1017.851074       31.903778
 -15.332196    773.177856       27.806076
 -15.300471   1612.454346       40.155378
 -15.268746    713.426758       26.710050
 -15.237021   1636.505859       40.453750
 -15.205296    934.909790       30.576295
 -15.173571   1471.838135       38.364543
 -15.141847    737.253296       27.152409
 -15.110122   1268.154053       35.611151
 -15.078397   1087.690308       32.980150
 -15.046672   1541.718262       39.264720
 -15.014947    891.611633       29.859867
 -14.983222   1112.119995       33.348463
 -14.951497    926.363037       30.436213
 -14.919772   1448.397461       38.057817
 -14.888047    785.389954       28.024810
 -14.856322   1210.673584       34.794735
 -14.824597   1153.618652       33.964962
 -14.792872   1581.356445       39.766273
 -14.761148    615.134766       24.801911
 -14.729423   1324.976562       36.400228
 -14.697698    881.530518       29.690580
 -14.665973   1498.228882       38.706962
 -14.634248    756.955811       27.512830
 -14.602523   1118.757690       33.447835
 -14.570798    736.686401       27.141968
 -14.539073   1618.867798       40.235156
 -14.507348    760.241699       27.572481
 -14.475623   1191.787598       34.522277
 -14.443898    838.928345       28.964260
 -14.412174   1396.222168       37.366056
 -14.380449    807.506836       28.416665
 -14.348724   1250.734375       35.365723
 -14.316999   1202.926270       34.683227
 -14.285274   1583.476807       39.792924
 -14.253549    922.022705       30.364827
 -14.221824   1123.263184       33.515119
 -14.190099    824.021240       28.705770
 -14.158374   1339.529053       36.599577
 -14.126649    949.395264       30.812258
 -14.094924    994.361877       31.533504
 -14.063200    766.763306       27.690491
 -14.031475   1037.528809       32.210694
 -13.999750    626.845032       25.036873
 -13.968025    910.618225       30.176451
 -13.936300    932.040833       30.529344
 -13.904575   1243.293579       35.260368
 -13.872850    786.163086       28.038600
 -13.841125   1297.121216       36.015569
 -13.809400    787.025452       28.053974
 -13.777675   1499.705566       38.726032
 -13.745950    879.387939       29.654476
 -13.714226   1229.358154       35.062204
 -13.682501   1108.062866       33.287578
 -13.650776   1654.623779       40.677067
 -13.619051    846.602905       29.096441
 -13.587326   1286.537109       35.868330
 -13.555601   1039.721680       32.244716
 -13.523876   1512.155029       38.886438
 -13.492151    459.737610       21.441493
 -13.460426   1192.303467       34.529748
 -13.428701   1029.348633       32.083464
 -13.396976   1502.274902       38.759191
 -13.365251    653.689392       25.567350
 -13.333527   1420.360107       37.687665
 -13.301802    908.636719       30.143602
 -13.270077   1428.475098       37.795173
 -13.238352   1014.409668       31.849799
 -13.206627   1163.590088       34.111436
 -13.174902   1067.291748       32.669431
 -13.143177   1599.701660       39.996271
 -13.111452    836.291382       28.918703
 -13.079727   1199.497803       34.633767
 -13.048002    965.851318       31.078149
