 Eloss (eV)    Int (a.u.)
   0.000000  1.157907e-29
   0.001600  1.410354e-29
   0.003201  1.717399e-29
   0.004801  2.090755e-29
   0.006401  2.544625e-29
   0.008002  3.096229e-29
   0.009602  3.766440e-29
   0.011202  4.580552e-29
   0.012803  5.569207e-29
   0.014403  6.769515e-29
   0.016003  8.226413e-29
   0.017604  9.994295e-29
   0.019204  1.213899e-28
   0.020804  1.474014e-28
   0.022404  1.789409e-28
   0.024005  2.171731e-28
   0.025605  2.635065e-28
   0.027205  3.196431e-28
   0.028806  3.876396e-28
   0.030406  4.699802e-28
   0.032006  5.696653e-28
   0.033607  6.903171e-28
   0.035207  8.363081e-28
   0.036807  1.012914e-27
   0.038408  1.226500e-27
   0.040008  1.484744e-27
   0.041608  1.796901e-27
   0.043209  2.174129e-27
   0.044809  2.629876e-27
   0.046409  3.180343e-27
   0.048010  3.845045e-27
   0.049610  4.647480e-27
   0.051210  5.615940e-27
   0.052811  6.784472e-27
   0.054411  8.194045e-27
   0.056011  9.893943e-27
   0.057612  1.194343e-26
   0.059212  1.441377e-26
   0.060812  1.739061e-26
   0.062412  2.097688e-26
   0.064013  2.529621e-26
   0.065613  3.049713e-26
   0.067213  3.675793e-26
   0.068814  4.429267e-26
   0.070414  5.335823e-26
   0.072014  6.426281e-26
   0.073615  7.737608e-26
   0.075215  9.314134e-26
   0.076815  1.120900e-25
   0.078416  1.348591e-25
   0.080016  1.622116e-25
   0.081616  1.950620e-25
   0.083217  2.345050e-25
   0.084817  2.818513e-25
   0.086417  3.386701e-25
   0.088018  4.068389e-25
   0.089618  4.886036e-25
   0.091218  5.866508e-25
   0.092819  7.041925e-25
   0.094419  8.450683e-25
   0.096019  1.013867e-24
   0.097620  1.216071e-24
   0.099220  1.458228e-24
   0.100820  1.748158e-24
   0.102420  2.095197e-24
   0.104021  2.510485e-24
   0.105621  3.007316e-24
   0.107221  3.601549e-24
   0.108822  4.312095e-24
   0.110422  5.161500e-24
   0.112022  6.176641e-24
   0.113623  7.389541e-24
   0.115223  8.838353e-24
   0.116823  1.056851e-23
   0.118424  1.263413e-23
   0.120024  1.509959e-23
   0.121624  1.804155e-23
   0.123225  2.155120e-23
   0.124825  2.573698e-23
   0.126425  3.072787e-23
   0.128026  3.667720e-23
   0.129626  4.376718e-23
   0.131226  5.221432e-23
   0.132827  6.227582e-23
   0.134427  7.425710e-23
   0.136027  8.852078e-23
   0.137628  1.054973e-22
   0.139228  1.256973e-22
   0.140828  1.497267e-22
   0.142428  1.783042e-22
   0.144029  2.122816e-22
   0.145629  2.526690e-22
   0.147229  3.006632e-22
   0.148830  3.576822e-22
   0.150430  4.254056e-22
   0.152030  5.058219e-22
   0.153631  6.012857e-22
   0.155231  7.145833e-22
   0.156831  8.490114e-22
   0.158432  1.008470e-21
   0.160032  1.197570e-21
   0.161632  1.421765e-21
   0.163233  1.687499e-21
   0.164833  2.002386e-21
   0.166433  2.375422e-21
   0.168034  2.817231e-21
   0.169634  3.340358e-21
   0.171234  3.959608e-21
   0.172835  4.692455e-21
   0.174435  5.559513e-21
   0.176035  6.585096e-21
   0.177636  7.797874e-21
   0.179236  9.231644e-21
   0.180836  1.092624e-20
   0.182436  1.292858e-20
   0.184037  1.529396e-20
   0.185637  1.808746e-20
   0.187237  2.138573e-20
   0.188838  2.527896e-20
   0.190438  2.987329e-20
   0.192038  3.529357e-20
   0.193639  4.168665e-20
   0.195239  4.922515e-20
   0.196839  5.811200e-20
   0.198440  6.858566e-20
   0.200040  8.092628e-20
   0.201640  9.546287e-20
   0.203241  1.125818e-19
   0.204841  1.327366e-19
   0.206441  1.564594e-19
   0.208042  1.843748e-19
   0.209642  2.172152e-19
   0.211242  2.558394e-19
   0.212843  3.012545e-19
   0.214443  3.546404e-19
   0.216043  4.173801e-19
   0.217644  4.910932e-19
   0.219244  5.776767e-19
   0.220844  6.793514e-19
   0.222444  7.987168e-19
   0.224045  9.388148e-19
   0.225645  1.103204e-18
   0.227245  1.296046e-18
   0.228846  1.522207e-18
   0.230446  1.787375e-18
   0.232046  2.098197e-18
   0.233647  2.462440e-18
   0.235247  2.889175e-18
   0.236847  3.388994e-18
   0.238448  3.974261e-18
   0.240048  4.659408e-18
   0.241648  5.461272e-18
   0.243249  6.399493e-18
   0.244849  7.496976e-18
   0.246449  8.780421e-18
   0.248050  1.028095e-17
   0.249650  1.203483e-17
   0.251250  1.408430e-17
   0.252851  1.647857e-17
   0.254451  1.927491e-17
   0.256051  2.254000e-17
   0.257652  2.635143e-17
   0.259252  3.079947e-17
   0.260852  3.598910e-17
   0.262452  4.204240e-17
   0.264053  4.910127e-17
   0.265653  5.733062e-17
   0.267253  6.692206e-17
   0.268854  7.809814e-17
   0.270454  9.111729e-17
   0.272054  1.062795e-16
   0.273655  1.239331e-16
   0.275255  1.444819e-16
   0.276855  1.683947e-16
   0.278456  1.962150e-16
   0.280056  2.285728e-16
   0.281656  2.661986e-16
   0.283257  3.099386e-16
   0.284857  3.607732e-16
   0.286457  4.198379e-16
   0.288058  4.884473e-16
   0.289658  5.681231e-16
   0.291258  6.606265e-16
   0.292859  7.679947e-16
   0.294459  8.925842e-16
   0.296059  1.037120e-15
   0.297660  1.204751e-15
   0.299260  1.399118e-15
   0.300860  1.624427e-15
   0.302460  1.885536e-15
   0.304061  2.188055e-15
   0.305661  2.538459e-15
   0.307261  2.944225e-15
   0.308862  3.413976e-15
   0.310462  3.957662e-15
   0.312062  4.586755e-15
   0.313663  5.314486e-15
   0.315263  6.156099e-15
   0.316863  7.129166e-15
   0.318464  8.253926e-15
   0.320064  9.553689e-15
   0.321664  1.105530e-14
   0.323265  1.278964e-14
   0.324865  1.479228e-14
   0.326465  1.710411e-14
   0.328066  1.977219e-14
   0.329666  2.285060e-14
   0.331266  2.640154e-14
   0.332867  3.049647e-14
   0.334467  3.521751e-14
   0.336067  4.065898e-14
   0.337668  4.692918e-14
   0.339268  5.415246e-14
   0.340868  6.247154e-14
   0.342468  7.205015e-14
   0.344069  8.307614e-14
   0.345669  9.576492e-14
   0.347269  1.103635e-13
   0.348870  1.271548e-13
   0.350470  1.464634e-13
   0.352070  1.686608e-13
   0.353671  1.941726e-13
   0.355271  2.234861e-13
   0.356871  2.571590e-13
   0.358472  2.958296e-13
   0.360072  3.402282e-13
   0.361672  3.911899e-13
   0.363273  4.496699e-13
   0.364873  5.167597e-13
   0.366473  5.937070e-13
   0.368074  6.819373e-13
   0.369674  7.830788e-13
   0.371274  8.989906e-13
   0.372875  1.031795e-12
   0.374475  1.183916e-12
   0.376075  1.358116e-12
   0.377676  1.557548e-12
   0.379276  1.785808e-12
   0.380876  2.046995e-12
   0.382476  2.345781e-12
   0.384077  2.687491e-12
   0.385677  3.078189e-12
