 dEinc Column1  dEinc Column2  dEinc Column3  dEinc Column4  dEinc Column5  dEinc Column6  dEinc Column7  dEinc Column8  dEinc Column9  dEinc Column10  dEinc Column11  dEinc Column12  dEinc Column13  dEinc Column14  dEinc Column15  dEinc Column16  dEinc Column17  dEinc Column18  dEinc Column19  dEinc Column20  dEinc Column21  dEinc Column22  dEinc Column23  dEinc Column24  dEinc Column25  dEinc Column26  dEinc Column27  dEinc Column28  dEinc Column29  dEinc Column30  dEinc Column31  dEinc Column32  dEinc Column33  dEinc Column34  dEinc Column35  dEinc Column36  dEinc Column37  dEinc Column38  dEinc Column39  dEinc Column40  dEinc Column41  dEinc Column42  dEinc Column43  dEinc Column44  dEinc Column45  dEinc Column46  dEinc Column47  dEinc Column48  dEinc Column49  dEinc Column50  dEinc Column51  dEinc Column52  dEinc Column53  dEinc Column54  dEinc Column55  dEinc Column56
      0.000522       0.000391       0.000000       0.000000       0.000501       0.000078       0.000000       0.000522       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000323       0.000000       0.000000       0.000021       0.000444       0.000000       0.000522       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000297       0.000329       0.000000       0.000000       0.000000       0.000000       0.000000       0.000522       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000224       0.000000       0.000329       0.000000       0.000000       0.000000       0.000083       0.000522       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000522       0.000000       0.000193       0.000000       0.000000       0.000000       0.000438       0.000522       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000391       0.000000       0.000000       0.000000       0.000000       0.000000       0.000522       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000130       0.000000       0.000428       0.000000       0.000000       0.000000       0.000522       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000000       0.000000       0.000094       0.000000       0.000000       0.000000       0.000522       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000000       0.000000       0.000219       0.000000       0.000078       0.000000       0.000522       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000522       0.000000       0.000000       0.000303       0.000000       0.000444       0.000000       0.000313       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000000       0.000000       0.000000       0.000000       0.000078       0.000083       0.000000       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000000       0.000000       0.000428       0.000000       0.000444       0.000438       0.000000       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000000       0.000000       0.000094       0.000000       0.000000       0.000000       0.000000       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000297       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000209       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000224       0.000193       0.000329       0.000000       0.000000       0.000000       0.000000       0.000313       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000329       0.000783       0.000219       0.000501       0.000078       0.000000       0.000209       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000819       0.000000       0.000454       0.000303       0.000021       0.000522       0.000000       0.000313       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000224       0.000783       0.000000       0.000000       0.000000       0.000444       0.000000       0.000000       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000652       0.000261       0.000000       0.000000       0.000000       0.000000       0.000417       0.000104        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000130       0.000261       0.000428       0.000000       0.000000       0.000000       0.000626       0.000522        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000193       0.000000       0.000094       0.000000       0.000000       0.000000       0.000000       0.000417        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000329       0.000000       0.000428       0.000000       0.000000       0.000000       0.000000       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000000       0.000000       0.000313       0.000000       0.000000       0.000000       0.000209       0.000104        0.000287        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000000       0.000000       0.000730       0.000000       0.000000       0.000000       0.000730       0.000417        0.000470        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000522       0.000000       0.000000       0.000094       0.000000       0.000000       0.000083       0.000626       0.000104        0.000574        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000000       0.000000       0.000428       0.000000       0.000078       0.000438       0.000000       0.000417        0.000235        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000391       0.000000       0.000522       0.000000       0.000444       0.000000       0.000000       0.000000        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000522       0.000590       0.000522       0.000000       0.000078       0.000000       0.000000       0.000104        0.000522        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000130       0.000454       0.000094       0.000000       0.000522       0.000000       0.000209       0.000417        0.000287        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000000       0.000329       0.000000       0.000000       0.000522       0.000000       0.000313       0.000104        0.000235        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
      0.000000       0.000000       0.000193       0.000647       0.000000       0.000522       0.000083       0.000000       0.000417        0.000287        0.000000        0.000522        0.000000        0.000522        0.000000        0.001565        0.002609        0.001565        0.000522        0.002087        0.001044        0.001044        0.000000        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522        0.001044        0.000522        0.001044        0.001044        0.000522        0.000000        0.000522        0.000522        0.000000        0.002087        0.000522        0.001044        0.000522        0.000522        0.000522        0.000522        0.001044        0.000000        0.000000        0.000000        0.000000        0.000522        0.000522        0.000522
