 delta (eV)  Eigenvalues Row 1  Eigenvalues Row 2  Eigenvalues Row 3  Eigenvalues Row 4  Eigenvalues Row 5  Eigenvalues Row 6  Eigenvalues Row 7  Eigenvalues Row 8  Eigenvalues Row 9  Eigenvalues Row 10  Eigenvalues Row 11  Eigenvalues Row 12  Eigenvalues Row 13  Eigenvalues Row 14  Eigenvalues Row 15  Eigenvalues Row 16  Eigenvalues Row 17  Eigenvalues Row 18  Eigenvalues Row 19  Eigenvalues Row 20  Eigenvalues Row 21  Eigenvalues Row 22  Eigenvalues Row 23  Eigenvalues Row 24  Eigenvalues Row 25  Eigenvalues Row 26  Eigenvalues Row 27  Eigenvalues Row 28  Eigenvalues Row 29  Eigenvalues Row 30  Eigenvalues Row 31  Eigenvalues Row 32  Eigenvalues Row 33  Eigenvalues Row 34  Eigenvalues Row 35  Eigenvalues Row 36  Eigenvalues Row 37  Eigenvalues Row 38  Eigenvalues Row 39  Eigenvalues Row 40  Eigenvalues Row 41  Eigenvalues Row 42  Eigenvalues Row 43  Eigenvalues Row 44  Eigenvalues Row 45  Eigenvalues Row 46  Eigenvalues Row 47  Eigenvalues Row 48  Eigenvalues Row 49  Eigenvalues Row 50  Eigenvalues Row 51  Eigenvalues Row 52  Eigenvalues Row 53  Eigenvalues Row 54  Eigenvalues Row 55  Eigenvalues Row 56  Eigenvalues Row 57  Eigenvalues Row 58  Eigenvalues Row 59  Eigenvalues Row 60  Eigenvalues Row 61  Eigenvalues Row 62  Eigenvalues Row 63  Eigenvalues Row 64  Eigenvalues Row 65  Eigenvalues Row 66  Eigenvalues Row 67  Eigenvalues Row 68  Eigenvalues Row 69  Eigenvalues Row 70  Eigenvalues Row 71  Eigenvalues Row 72  Eigenvalues Row 73  Eigenvalues Row 74  Eigenvalues Row 75  Eigenvalues Row 76  Eigenvalues Row 77  Eigenvalues Row 78  Eigenvalues Row 79  Eigenvalues Row 80  Eigenvalues Row 81  Eigenvalues Row 82  Eigenvalues Row 83  Eigenvalues Row 84  Eigenvalues Row 85  Eigenvalues Row 86  Eigenvalues Row 87  Eigenvalues Row 88  Eigenvalues Row 89  Eigenvalues Row 90  Eigenvalues Row 91  Eigenvalues Row 92  Eigenvalues Row 93  Eigenvalues Row 94  Eigenvalues Row 95  Eigenvalues Row 96  Eigenvalues Row 97  Eigenvalues Row 98  Eigenvalues Row 99  Eigenvalues Row 100  Eigenvalues Row 101  Eigenvalues Row 102  Eigenvalues Row 103  Eigenvalues Row 104  Eigenvalues Row 105  Eigenvalues Row 106  Eigenvalues Row 107  Eigenvalues Row 108  Eigenvalues Row 109  Eigenvalues Row 110  Eigenvalues Row 111  Eigenvalues Row 112  Eigenvalues Row 113  Eigenvalues Row 114  Eigenvalues Row 115  Eigenvalues Row 116  Eigenvalues Row 117  Eigenvalues Row 118  Eigenvalues Row 119  Eigenvalues Row 120  Eigenvalues Row 121  Eigenvalues Row 122  Eigenvalues Row 123  Eigenvalues Row 124  Eigenvalues Row 125  Eigenvalues Row 126  Eigenvalues Row 127  Eigenvalues Row 128  Eigenvalues Row 129  Eigenvalues Row 130  Eigenvalues Row 131  Eigenvalues Row 132  Eigenvalues Row 133  Eigenvalues Row 134  Eigenvalues Row 135  Eigenvalues Row 136  Eigenvalues Row 137  Eigenvalues Row 138  Eigenvalues Row 139  Eigenvalues Row 140  Eigenvalues Row 141  Eigenvalues Row 142  Eigenvalues Row 143  Eigenvalues Row 144  Eigenvalues Row 145  Eigenvalues Row 146  Eigenvalues Row 147  Eigenvalues Row 148  Eigenvalues Row 149  Eigenvalues Row 150  Eigenvalues Row 151  Eigenvalues Row 152  Eigenvalues Row 153  Eigenvalues Row 154  Eigenvalues Row 155  Eigenvalues Row 156  Eigenvalues Row 157  Eigenvalues Row 158  Eigenvalues Row 159  Eigenvalues Row 160  Eigenvalues Row 161  Eigenvalues Row 162  Eigenvalues Row 163  Eigenvalues Row 164  Eigenvalues Row 165  Eigenvalues Row 166  Eigenvalues Row 167  Eigenvalues Row 168  Eigenvalues Row 169  Eigenvalues Row 170  Eigenvalues Row 171  Eigenvalues Row 172  Eigenvalues Row 173  Eigenvalues Row 174  Eigenvalues Row 175  Eigenvalues Row 176  Eigenvalues Row 177  Eigenvalues Row 178  Eigenvalues Row 179  Eigenvalues Row 180  Eigenvalues Row 181  Eigenvalues Row 182  Eigenvalues Row 183  Eigenvalues Row 184  Eigenvalues Row 185  Eigenvalues Row 186  Eigenvalues Row 187  Eigenvalues Row 188  Eigenvalues Row 189  Eigenvalues Row 190
  -0.039796                0.0       2.309264e-14       1.742876e-04           0.849728           0.849728           1.023874           1.033921           1.033921           1.061055            1.061055            1.092456            1.092456            1.108926            1.116071            1.281446            1.613110            1.613655            1.613655            1.658330            1.674948            1.695308            1.695308            1.717537            1.717537            2.042531            2.080821            2.080821            2.274205            2.334581            2.334581            2.669375            2.669375            2.673252            2.751590            2.756016            2.757003            2.757003            2.765644            2.765644            3.620661            3.620661            3.620761            3.623143            3.623273            3.623273            3.623823            3.625632            3.625632            3.625643            3.634326            3.634326            3.712136            3.712136            3.745328            4.462894            4.767306            4.767306            4.779408            4.801197            4.810501            4.810501            4.819441            4.819441            4.865023            4.880899            4.880899            4.893322            4.928488            4.940056            4.940056            4.960236            4.960236            4.972271            4.976989            4.978772            4.978772            4.985331            4.985331            4.988718            4.997180            5.016539            5.016539            5.698766            5.698766            5.701176            5.715461            5.715461            5.734943            5.734943            5.740301            5.743704            5.915609            5.915609            5.915753            5.968379            5.968379            5.970286            5.970286            5.985385             5.985385             5.997668             6.000467             6.013089             6.013089             6.022988             6.026080             6.030096             6.062364             6.062364             6.070100             6.070100             6.116961             6.116961             6.119268             6.190018             6.223449             6.223449             6.263621             6.282073             6.295435             6.295435             6.306480             6.306480             6.562382             6.590224             6.590224             6.848158             6.874336             6.874336             6.884928             6.937184             6.937184             6.944896             6.944896             6.946151             6.957652             6.993025             7.038279             7.038279             7.394453             7.394453             7.472349             7.472349             7.513843             9.786986            10.235663            10.235664            10.235664            10.295139            10.295139            10.795696            11.836844            11.836887            11.836887            11.837971            11.837971            11.839302            11.839302            11.840251            11.840673            11.850433            11.851436            11.851436            11.853640            11.853640            11.855294            11.855294            11.855530            11.856311            11.857752            11.859108            11.859108            11.863279            11.867159            11.867159            13.459594            13.460863            13.460863            13.464280            13.464869            13.464911            13.464911            13.465608            13.465608            13.469250            13.469250            13.472208            13.472208            13.472594            13.496012
  -0.042857                0.0       2.131628e-14       1.875909e-04           0.849644           0.849644           1.021602           1.031770           1.031770           1.061309            1.061309            1.092905            1.092905            1.109900            1.116679            1.281493            1.610611            1.610894            1.610894            1.660181            1.675966            1.697026            1.697026            1.719934            1.719934            2.040019            2.080487            2.080487            2.271623            2.337389            2.337389            2.664952            2.664952            2.668885            2.753866            2.758202            2.759242            2.759242            2.767868            2.767868            3.619228            3.619228            3.620766            3.623143            3.623282            3.623282            3.623837            3.625639            3.625639            3.625651            3.631477            3.631477            3.714152            3.714152            3.748482            4.463980            4.766319            4.766319            4.779534            4.799495            4.809944            4.809944            4.819075            4.819075            4.864755            4.880228            4.880228            4.893289            4.927322            4.939051            4.939051            4.961012            4.961012            4.972196            4.975989            4.980359            4.980359            4.985333            4.985333            4.989232            4.998433            5.018393            5.018393            5.697992            5.697992            5.700140            5.715721            5.715721            5.735060            5.735060            5.740625            5.744229            5.913546            5.913546            5.913677            5.965896            5.965896            5.967726            5.967726            5.985036             5.985036             5.997338             6.000172             6.014094             6.014094             6.020526             6.023453             6.027494             6.063223             6.063223             6.070919             6.070919             6.122052             6.122052             6.124164             6.189200             6.221908             6.221908             6.266055             6.282910             6.296940             6.296940             6.308067             6.308067             6.560663             6.590423             6.590423             6.847849             6.871284             6.871284             6.881686             6.939067             6.939067             6.946575             6.946575             6.947312             6.959598             6.991584             7.040187             7.040187             7.390911             7.390911             7.474378             7.474378             7.517823             9.787265            10.235670            10.235671            10.235671            10.295145            10.295145            10.795824            11.836753            11.836795            11.836795            11.837963            11.837963            11.839290            11.839290            11.840280            11.840678            11.850325            11.851340            11.851340            11.853756            11.853756            11.855419            11.855419            11.855642            11.856292            11.857737            11.859074            11.859074            11.863149            11.867390            11.867390            13.459453            13.460676            13.460676            13.464404            13.464845            13.464845            13.464939            13.465716            13.465716            13.469215            13.469215            13.472327            13.472327            13.472662            13.496194
  -0.045918                0.0       2.220446e-14       2.008853e-04           0.849553           0.849553           1.019292           1.029562           1.029562           1.061549            1.061549            1.093346            1.093346            1.110821            1.117276            1.281543            1.608013            1.608071            1.608071            1.662073            1.677123            1.698829            1.698829            1.722378            1.722378            2.037505            2.080058            2.080058            2.269040            2.340287            2.340287            2.660527            2.660527            2.664511            2.756143            2.760399            2.761483            2.761483            2.770095            2.770095            3.617070            3.617070            3.620772            3.623143            3.623291            3.623291            3.623850            3.625646            3.625646            3.625659            3.629341            3.629341            3.716173            3.716173            3.751545            4.465151            4.765289            4.765289            4.779639            4.797762            4.809376            4.809376            4.818651            4.818651            4.864435            4.879542            4.879542            4.893197            4.926156            4.938015            4.938015            4.961675            4.961675            4.971988            4.974984            4.982009            4.982009            4.985509            4.985509            4.989947            4.999759            5.020254            5.020254            5.697189            5.697189            5.699091            5.715974            5.715974            5.735189            5.735189            5.740945            5.744742            5.911421            5.911421            5.911532            5.963370            5.963370            5.965129            5.965129            5.984680             5.984680             5.996844             5.999754             6.015067             6.015067             6.018174             6.020784             6.024994             6.064080             6.064080             6.071735             6.071735             6.127210             6.127210             6.129144             6.188301             6.220338             6.220338             6.268554             6.283889             6.298538             6.298538             6.309723             6.309723             6.558934             6.590581             6.590581             6.847517             6.868210             6.868210             6.878443             6.940993             6.940993             6.948274             6.948274             6.948340             6.961572             6.990300             7.042139             7.042139             7.387344             7.387344             7.476465             7.476465             7.521812             9.787566            10.235677            10.235677            10.235677            10.295152            10.295152            10.795962            11.836661            11.836701            11.836701            11.837952            11.837952            11.839277            11.839277            11.840305            11.840679            11.850217            11.851241            11.851241            11.853874            11.853874            11.855550            11.855550            11.855758            11.856256            11.857744            11.859038            11.859038            11.863020            11.867627            11.867627            13.459306            13.460488            13.460488            13.464528            13.464766            13.464766            13.465014            13.465827            13.465827            13.469194            13.469194            13.472447            13.472447            13.472719            13.496391
  -0.048980                0.0       1.776357e-14       2.141719e-04           0.849455           0.849455           1.016948           1.027309           1.027309           1.061770            1.061770            1.093773            1.093773            1.111690            1.117859            1.281595            1.605193            1.605193            1.605328            1.664006            1.678405            1.700709            1.700709            1.724867            1.724867            2.034990            2.079538            2.079538            2.266457            2.343271            2.343271            2.656100            2.656100            2.660131            2.758420            2.762604            2.763727            2.763727            2.772322            2.772322            3.614185            3.614185            3.620778            3.623143            3.623300            3.623300            3.623862            3.625653            3.625653            3.625667            3.627921            3.627921            3.718195            3.718195            3.754516            4.466410            4.764216            4.764216            4.779722            4.796003            4.808797            4.808797            4.818171            4.818171            4.864064            4.878841            4.878841            4.893047            4.924992            4.936951            4.936951            4.962203            4.962203            4.971657            4.973977            4.983711            4.983711            4.985885            4.985885            4.990847            5.001153            5.022120            5.022120            5.696360            5.696360            5.698029            5.716219            5.716219            5.735326            5.735326            5.741262            5.745243            5.909239            5.909239            5.909326            5.960805            5.960805            5.962498            5.962498            5.984317             5.984317             5.996159             5.999202             6.015961             6.016007             6.016007             6.018070             6.022615             6.064931             6.064931             6.072544             6.072544             6.132427             6.132427             6.134198             6.187323             6.218743             6.218743             6.271114             6.285006             6.300225             6.300225             6.311447             6.311447             6.557197             6.590698             6.590698             6.847164             6.865118             6.865118             6.875200             6.942958             6.942958             6.949208             6.949993             6.949993             6.963575             6.989201             7.044135             7.044135             7.383760             7.383760             7.478600             7.478600             7.525810             9.787888            10.235684            10.235684            10.235684            10.295160            10.295160            10.796110            11.836567            11.836605            11.836605            11.837937            11.837937            11.839261            11.839261            11.840326            11.840679            11.850108            11.851139            11.851139            11.853993            11.853993            11.855688            11.855688            11.855877            11.856206            11.857772            11.859002            11.859002            11.862893            11.867871            11.867871            13.459154            13.460298            13.460298            13.464653            13.464675            13.464675            13.465095            13.465940            13.465940            13.469185            13.469185            13.472568            13.472568            13.472766            13.496600
  -0.052041                0.0       1.865175e-14       2.274518e-04           0.849349           0.849349           1.014572           1.025018           1.025018           1.061968            1.061968            1.094184            1.094184            1.112507            1.118424            1.281650            1.602266            1.602266            1.602570            1.665980            1.679798            1.702664            1.702664            1.727398            1.727398            2.032472            2.078929            2.078929            2.263874            2.346337            2.346337            2.651674            2.651674            2.655746            2.760698            2.764817            2.765972            2.765972            2.774550            2.774550            3.610763            3.610763            3.620784            3.623143            3.623309            3.623309            3.623873            3.625660            3.625660            3.625675            3.627029            3.627029            3.720217            3.720217            3.757395            4.467756            4.763101            4.763101            4.779784            4.794219            4.808208            4.808208            4.817638            4.817638            4.863642            4.878129            4.878129            4.892842            4.923829            4.935864            4.935864            4.962581            4.962581            4.971219            4.972967            4.985424            4.985424            4.986503            4.986503            4.991915            5.002612            5.023991            5.023991            5.695508            5.695508            5.696957            5.716456            5.716456            5.735470            5.735470            5.741572            5.745731            5.907006            5.907006            5.907064            5.958207            5.958207            5.959837            5.959837            5.983948             5.983948             5.995258             5.998503             6.013914             6.015312             6.016912             6.016912             6.020371             6.065773             6.065773             6.073344             6.073344             6.137695             6.137695             6.139318             6.186267             6.217129             6.217129             6.273735             6.286257             6.301999             6.301999             6.313236             6.313236             6.555452             6.590774             6.590774             6.846788             6.862011             6.862011             6.871956             6.944959             6.944959             6.949885             6.951733             6.951733             6.965606             6.988317             7.046171             7.046171             7.380166             7.380166             7.480779             7.480779             7.529815             9.788231            10.235691            10.235692            10.235692            10.295167            10.295167            10.796267            11.836472            11.836509            11.836509            11.837920            11.837920            11.839244            11.839244            11.840344            11.840676            11.849999            11.851034            11.851034            11.854112            11.854112            11.855831            11.855831            11.856000            11.856141            11.857821            11.858967            11.858967            11.862767            11.868119            11.868119            13.458998            13.460107            13.460107            13.464572            13.464572            13.464779            13.465180            13.466054            13.466054            13.469190            13.469190            13.472690            13.472690            13.472803            13.496823
  -0.055102                0.0       1.687539e-14       2.407262e-04           0.849237           0.849237           1.012169           1.022695           1.022695           1.062141            1.062141            1.094574            1.094574            1.113272            1.118968            1.281707            1.599298            1.599298            1.599747            1.667995            1.681294            1.704688            1.704688            1.729970            1.729970            2.029953            2.078235            2.078235            2.261291            2.349482            2.349482            2.647247            2.647247            2.651359            2.762976            2.767035            2.768219            2.768219            2.776780            2.776780            3.607008            3.607008            3.620790            3.623144            3.623319            3.623319            3.623884            3.625667            3.625667            3.625684            3.626463            3.626463            3.722237            3.722237            3.760179            4.469190            4.761947            4.761947            4.779826            4.792413            4.807610            4.807610            4.817054            4.817054            4.863171            4.877404            4.877404            4.892584            4.922666            4.934758            4.934758            4.962801            4.962801            4.970690            4.971955            4.986896            4.986896            4.987618            4.987618            4.993132            5.004133            5.025867            5.025867            5.694635            5.694635            5.695875            5.716685            5.716685            5.735618            5.735618            5.741875            5.746206            5.904728            5.904728            5.904752            5.955578            5.955578            5.957151            5.957151            5.983574             5.983574             5.994119             5.997643             6.012059             6.012515             6.017782             6.017782             6.018277             6.066603             6.066603             6.074136             6.074136             6.143004             6.143004             6.144498             6.185136             6.215502             6.215502             6.276415             6.287637             6.303857             6.303857             6.315089             6.315089             6.553700             6.590810             6.590810             6.846391             6.858891             6.858891             6.868712             6.946994             6.946994             6.950341             6.953495             6.953495             6.967663             6.987679             7.048246             7.048246             7.376568             7.376568             7.482996             7.482996             7.533826             9.788596            10.235698            10.235699            10.235699            10.295174            10.295174            10.796434            11.836376            11.836411            11.836411            11.837899            11.837899            11.839224            11.839224            11.840357            11.840670            11.849890            11.850927            11.850927            11.854230            11.854230            11.855980            11.855980            11.856064            11.856126            11.857887            11.858934            11.858934            11.862644            11.868373            11.868373            13.458837            13.459914            13.459914            13.464459            13.464459            13.464905            13.465269            13.466171            13.466171            13.469206            13.469206            13.472813            13.472813            13.472829            13.497059
  -0.058163                0.0       1.687539e-14       2.539963e-04           0.849118           0.849118           1.009740           1.020348           1.020348           1.062287            1.062287            1.094941            1.094941            1.113985            1.119489            1.281766            1.596291            1.596291            1.596869            1.670049            1.682882            1.706777            1.706777            1.732582            1.732582            2.027432            2.077461            2.077461            2.258708            2.352703            2.352703            2.642821            2.642821            2.646969            2.765255            2.769259            2.770466            2.770466            2.779010            2.779010            3.603056            3.603056            3.620796            3.623144            3.623329            3.623329            3.623895            3.625674            3.625674            3.625692            3.626090            3.626090            3.724255            3.724255            3.762870            4.470712            4.760754            4.760754            4.779848            4.790585            4.807002            4.807002            4.816423            4.816423            4.862650            4.876669            4.876669            4.892275            4.921504            4.933634            4.933634            4.962866            4.962866            4.970085            4.970943            4.987995            4.987995            4.989351            4.989351            4.994478            5.005712            5.027747            5.027747            5.693744            5.693744            5.694786            5.716904            5.716904            5.735769            5.735769            5.742170            5.746669            5.902393            5.902409            5.902409            5.952922            5.952922            5.954442            5.954442            5.983195             5.983195             5.992727             5.996610             6.009685             6.010410             6.016340             6.018614             6.018614             6.067417             6.067417             6.074917             6.074917             6.148348             6.148348             6.149730             6.183933             6.213868             6.213868             6.279152             6.289143             6.305796             6.305796             6.317004             6.317004             6.551940             6.590805             6.590805             6.845973             6.855762             6.855762             6.865470             6.949059             6.949059             6.950552             6.955280             6.955280             6.969747             6.987311             7.050358             7.050358             7.372970             7.372970             7.485247             7.485247             7.537844             9.788982            10.235706            10.235706            10.235706            10.295182            10.295182            10.796611            11.836280            11.836313            11.836313            11.837876            11.837876            11.839202            11.839202            11.840367            11.840661            11.849780            11.850818            11.850818            11.854347            11.854347            11.855977            11.856134            11.856134            11.856256            11.857969            11.858904            11.858904            11.862522            11.868632            11.868632            13.458672            13.459721            13.459721            13.464335            13.464335            13.465031            13.465362            13.466288            13.466288            13.469234            13.469234            13.472846            13.472937            13.472937            13.497307
  -0.061224                0.0       1.421085e-14       2.672631e-04           0.848991           0.848991           1.007289           1.017979           1.017979           1.062404            1.062404            1.095283            1.095283            1.114648            1.119985            1.281827            1.593251            1.593251            1.593943            1.672144            1.684556            1.708927            1.708927            1.735231            1.735231            2.024909            2.076609            2.076609            2.256124            2.355995            2.355995            2.638396            2.638396            2.642578            2.767534            2.771486            2.772715            2.772715            2.781241            2.781241            3.598982            3.598982            3.620802            3.623145            3.623338            3.623338            3.623904            3.625677            3.625677            3.625701            3.625835            3.625835            3.726268            3.726268            3.765467            4.472323            4.759524            4.759524            4.779850            4.788739            4.806385            4.806385            4.815745            4.815745            4.862083            4.875925            4.875925            4.891919            4.920343            4.932496            4.932496            4.962786            4.962786            4.969419            4.969930            4.989162            4.989162            4.991242            4.991242            4.995938            5.007347            5.029630            5.029630            5.692837            5.692837            5.693688            5.717113            5.717113            5.735921            5.735921            5.742455            5.747118            5.899993            5.900052            5.900052            5.950242            5.950242            5.951712            5.951712            5.982813             5.982813             5.991086             5.995395             6.006830             6.008967             6.014565             6.019407             6.019407             6.068214             6.068214             6.075688             6.075688             6.153717             6.153717             6.155010             6.182662             6.212234             6.212234             6.281945             6.290767             6.307813             6.307813             6.318979             6.318979             6.550173             6.590761             6.590761             6.845533             6.852625             6.852625             6.862230             6.950502             6.951153             6.951153             6.957089             6.957089             6.971857             6.987228             7.052504             7.052504             7.369377             7.369377             7.487530             7.487530             7.541867             9.789390            10.235713            10.235714            10.235714            10.295190            10.295190            10.796798            11.836183            11.836214            11.836214            11.837850            11.837850            11.839178            11.839178            11.840373            11.840650            11.849670            11.850708            11.850708            11.854460            11.854460            11.855883            11.856292            11.856292            11.856388            11.858065            11.858878            11.858878            11.862402            11.868894            11.868894            13.458505            13.459527            13.459527            13.464202            13.464202            13.465158            13.465459            13.466407            13.466407            13.469271            13.469271            13.472853            13.473062            13.473062            13.497568
  -0.064286                0.0       1.421085e-14       2.805278e-04           0.848856           0.848856           1.004817           1.015592           1.015592           1.062492            1.062492            1.095598            1.095598            1.115259            1.120454            1.281890            1.590180            1.590180            1.590976            1.674279            1.686308            1.711136            1.711136            1.737917            1.737917            2.022385            2.075683            2.075683            2.253541            2.359355            2.359355            2.633972            2.633972            2.638186            2.769813            2.773718            2.774964            2.774964            2.783473            2.783473            3.594832            3.594832            3.620808            3.623146            3.623348            3.623348            3.623914            3.625626            3.625626            3.625708            3.625708            3.625710            3.728277            3.728277            3.767968            4.474023            4.758258            4.758258            4.779833            4.786876            4.805758            4.805758            4.815024            4.815024            4.861470            4.875173            4.875173            4.891517            4.919182            4.931345            4.931345            4.962575            4.962575            4.968703            4.968917            4.990476            4.990476            4.993195            4.993195            4.997496            5.009034            5.031518            5.031518            5.691915            5.691915            5.692585            5.717311            5.717311            5.736074            5.736074            5.742730            5.747555            5.897555            5.897663            5.897663            5.947540            5.947540            5.948964            5.948964            5.982426             5.982426             5.989213             5.993997             6.003954             6.007713             6.012953             6.020161             6.020161             6.068990             6.068990             6.076448             6.076448             6.159099             6.159099             6.160333             6.181326             6.210612             6.210612             6.284792             6.292506             6.309905             6.309905             6.321012             6.321012             6.548399             6.590678             6.590678             6.845071             6.849481             6.849481             6.858992             6.950185             6.953273             6.953273             6.958922             6.958922             6.973992             6.987436             7.054681             7.054681             7.365793             7.365793             7.489842             7.489842             7.545894             9.789819            10.235721            10.235722            10.235722            10.295197            10.295197            10.796994            11.836085            11.836114            11.836114            11.837821            11.837821            11.839152            11.839152            11.840375            11.840636            11.849559            11.850597            11.850597            11.854570            11.854570            11.855782            11.856456            11.856456            11.856522            11.858172            11.858857            11.858857            11.862285            11.869161            11.869161            13.458335            13.459332            13.459332            13.464061            13.464061            13.465286            13.465558            13.466528            13.466528            13.469318            13.469318            13.472851            13.473188            13.473188            13.497841
  -0.067347                0.0       1.598721e-14       2.937915e-04           0.848714           0.848714           1.002326           1.013191           1.013191           1.062550            1.062550            1.095885            1.095885            1.115821            1.120895            1.281955            1.587083            1.587083            1.587972            1.676452            1.688134            1.713401            1.713401            1.740638            1.740638            2.019860            2.074687            2.074687            2.250958            2.362779            2.362779            2.629549            2.629549            2.633793            2.772093            2.775952            2.777213            2.777213            2.785705            2.785705            3.590629            3.590629            3.620814            3.623147            3.623358            3.623358            3.623923            3.625499            3.625499            3.625706            3.625706            3.625720            3.730280            3.730280            3.770375            4.475812            4.756958            4.756958            4.779797            4.784997            4.805122            4.805122            4.814262            4.814262            4.860812            4.874413            4.874413            4.891072            4.918021            4.930183            4.930183            4.962250            4.962250            4.967904            4.967946            4.991930            4.991930            4.995193            4.995193            4.999140            5.010770            5.033408            5.033408            5.690980            5.690980            5.691475            5.717499            5.717499            5.736224            5.736224            5.742994            5.747978            5.895082            5.895243            5.895243            5.944819            5.944819            5.946200            5.946200            5.982037             5.982037             5.987139             5.992421             6.001062             6.006620             6.011495             6.020875             6.020875             6.069742             6.069742             6.077199             6.077199             6.164479             6.164479             6.165694             6.179929             6.209016             6.209016             6.287692             6.294354             6.312071             6.312071             6.323104             6.323104             6.546619             6.590557             6.590557             6.844588             6.846332             6.846332             6.855757             6.949611             6.955418             6.955418             6.960782             6.960782             6.976153             6.987927             7.056888             7.056888             7.362221             7.362221             7.492180             7.492180             7.549926             9.790270            10.235729            10.235730            10.235730            10.295206            10.295206            10.797200            11.835986            11.836014            11.836014            11.837790            11.837790            11.839124            11.839124            11.840374            11.840620            11.849448            11.850485            11.850485            11.854675            11.854675            11.855677            11.856623            11.856623            11.856658            11.858288            11.858844            11.858844            11.862170            11.869431            11.869431            13.458162            13.459137            13.459137            13.463913            13.463913            13.465415            13.465660            13.466649            13.466649            13.469373            13.469373            13.472839            13.473315            13.473315            13.498126
  -0.070408                0.0       1.687539e-14       3.070552e-04           0.848564           0.848564           0.999817           1.010778           1.010778           1.062576            1.062576            1.096143            1.096143            1.116332            1.121306            1.282021            1.583961            1.583961            1.584935            1.678665            1.690029            1.715719            1.715719            1.743395            1.743395            2.017333            2.073623            2.073623            2.248374            2.366265            2.366265            2.625128            2.625128            2.629400            2.774373            2.778190            2.779463            2.779463            2.787937            2.787937            3.586390            3.586390            3.620821            3.623148            3.623368            3.623368            3.623932            3.625397            3.625397            3.625713            3.625713            3.625729            3.732278            3.732278            3.772686            4.477691            4.755625            4.755625            4.779743            4.783102            4.804476            4.804476            4.813461            4.813461            4.860112            4.873648            4.873648            4.890586            4.916861            4.929010            4.929010            4.961827            4.961827            4.966892            4.967156            4.993509            4.993509            4.997229            4.997229            5.000860            5.012552            5.035302            5.035302            5.690033            5.690033            5.690360            5.717675            5.717675            5.736372            5.736372            5.743245            5.748389            5.892578            5.892796            5.892796            5.942081            5.942081            5.943421            5.943421            5.981645             5.981645             5.984898             5.990679             5.998159             6.005656             6.010177             6.021549             6.021549             6.070468             6.070468             6.077942             6.077942             6.169835             6.169835             6.171089             6.178474             6.207468             6.207468             6.290643             6.296304             6.314306             6.314306             6.325251             6.325251             6.544834             6.590397             6.590397             6.843178             6.843178             6.844082             6.852527             6.948796             6.957587             6.957587             6.962668             6.962668             6.978339             6.988682             7.059121             7.059121             7.358663             7.358663             7.494544             7.494544             7.553961             9.790743            10.235737            10.235738            10.235738            10.295214            10.295214            10.797417            11.835888            11.835913            11.835913            11.837757            11.837757            11.839093            11.839093            11.840370            11.840601            11.849337            11.850372            11.850372            11.854773            11.854773            11.855567            11.856796            11.856796            11.856796            11.858414            11.858838            11.858838            11.862059            11.869705            11.869705            13.457987            13.458941            13.458941            13.463758            13.463758            13.465543            13.465764            13.466772            13.466772            13.469435            13.469435            13.472819            13.473443            13.473443            13.498422
