 delta (eV)  Eigenvalues Row 1  Eigenvalues Row 2  Eigenvalues Row 3  Eigenvalues Row 4  Eigenvalues Row 5  Eigenvalues Row 6  Eigenvalues Row 7  Eigenvalues Row 8  Eigenvalues Row 9  Eigenvalues Row 10  Eigenvalues Row 11  Eigenvalues Row 12  Eigenvalues Row 13  Eigenvalues Row 14  Eigenvalues Row 15  Eigenvalues Row 16  Eigenvalues Row 17  Eigenvalues Row 18  Eigenvalues Row 19  Eigenvalues Row 20  Eigenvalues Row 21  Eigenvalues Row 22  Eigenvalues Row 23  Eigenvalues Row 24  Eigenvalues Row 25  Eigenvalues Row 26  Eigenvalues Row 27  Eigenvalues Row 28  Eigenvalues Row 29  Eigenvalues Row 30  Eigenvalues Row 31  Eigenvalues Row 32  Eigenvalues Row 33  Eigenvalues Row 34  Eigenvalues Row 35  Eigenvalues Row 36  Eigenvalues Row 37  Eigenvalues Row 38  Eigenvalues Row 39  Eigenvalues Row 40  Eigenvalues Row 41  Eigenvalues Row 42  Eigenvalues Row 43  Eigenvalues Row 44  Eigenvalues Row 45  Eigenvalues Row 46  Eigenvalues Row 47  Eigenvalues Row 48  Eigenvalues Row 49  Eigenvalues Row 50  Eigenvalues Row 51  Eigenvalues Row 52  Eigenvalues Row 53  Eigenvalues Row 54  Eigenvalues Row 55  Eigenvalues Row 56  Eigenvalues Row 57  Eigenvalues Row 58  Eigenvalues Row 59  Eigenvalues Row 60  Eigenvalues Row 61  Eigenvalues Row 62  Eigenvalues Row 63  Eigenvalues Row 64  Eigenvalues Row 65  Eigenvalues Row 66  Eigenvalues Row 67  Eigenvalues Row 68  Eigenvalues Row 69  Eigenvalues Row 70  Eigenvalues Row 71  Eigenvalues Row 72  Eigenvalues Row 73  Eigenvalues Row 74  Eigenvalues Row 75  Eigenvalues Row 76  Eigenvalues Row 77  Eigenvalues Row 78  Eigenvalues Row 79  Eigenvalues Row 80  Eigenvalues Row 81  Eigenvalues Row 82  Eigenvalues Row 83  Eigenvalues Row 84  Eigenvalues Row 85  Eigenvalues Row 86  Eigenvalues Row 87  Eigenvalues Row 88  Eigenvalues Row 89  Eigenvalues Row 90  Eigenvalues Row 91  Eigenvalues Row 92  Eigenvalues Row 93  Eigenvalues Row 94  Eigenvalues Row 95  Eigenvalues Row 96  Eigenvalues Row 97  Eigenvalues Row 98  Eigenvalues Row 99  Eigenvalues Row 100  Eigenvalues Row 101  Eigenvalues Row 102  Eigenvalues Row 103  Eigenvalues Row 104  Eigenvalues Row 105  Eigenvalues Row 106  Eigenvalues Row 107  Eigenvalues Row 108  Eigenvalues Row 109  Eigenvalues Row 110  Eigenvalues Row 111  Eigenvalues Row 112  Eigenvalues Row 113  Eigenvalues Row 114  Eigenvalues Row 115  Eigenvalues Row 116  Eigenvalues Row 117  Eigenvalues Row 118  Eigenvalues Row 119  Eigenvalues Row 120  Eigenvalues Row 121  Eigenvalues Row 122  Eigenvalues Row 123  Eigenvalues Row 124  Eigenvalues Row 125  Eigenvalues Row 126  Eigenvalues Row 127  Eigenvalues Row 128  Eigenvalues Row 129  Eigenvalues Row 130  Eigenvalues Row 131  Eigenvalues Row 132  Eigenvalues Row 133  Eigenvalues Row 134  Eigenvalues Row 135  Eigenvalues Row 136  Eigenvalues Row 137  Eigenvalues Row 138  Eigenvalues Row 139  Eigenvalues Row 140  Eigenvalues Row 141  Eigenvalues Row 142  Eigenvalues Row 143  Eigenvalues Row 144  Eigenvalues Row 145  Eigenvalues Row 146  Eigenvalues Row 147  Eigenvalues Row 148  Eigenvalues Row 149  Eigenvalues Row 150  Eigenvalues Row 151  Eigenvalues Row 152  Eigenvalues Row 153  Eigenvalues Row 154  Eigenvalues Row 155  Eigenvalues Row 156  Eigenvalues Row 157  Eigenvalues Row 158  Eigenvalues Row 159  Eigenvalues Row 160  Eigenvalues Row 161  Eigenvalues Row 162  Eigenvalues Row 163  Eigenvalues Row 164  Eigenvalues Row 165  Eigenvalues Row 166  Eigenvalues Row 167  Eigenvalues Row 168  Eigenvalues Row 169  Eigenvalues Row 170  Eigenvalues Row 171  Eigenvalues Row 172  Eigenvalues Row 173  Eigenvalues Row 174  Eigenvalues Row 175  Eigenvalues Row 176  Eigenvalues Row 177  Eigenvalues Row 178  Eigenvalues Row 179  Eigenvalues Row 180  Eigenvalues Row 181  Eigenvalues Row 182  Eigenvalues Row 183  Eigenvalues Row 184  Eigenvalues Row 185  Eigenvalues Row 186  Eigenvalues Row 187  Eigenvalues Row 188  Eigenvalues Row 189  Eigenvalues Row 190
  -0.036735                0.0       6.217249e-15       4.707346e-14           0.871281           0.871281           1.030327           1.030327           1.030327           1.076695            1.076695            1.076695            1.076695            1.076695            1.076695            1.291304            1.607068            1.607068            1.607068            1.671079            1.671079            1.671079            1.671079            1.671079            1.671079            2.043043            2.078688            2.078688            2.266149            2.322426            2.322426            2.662165            2.662165            2.662165            2.743109            2.743109            2.743109            2.743109            2.743109            2.743109            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.624639            3.624639            3.699564            3.699564            3.731466            4.451764            4.801390            4.801390            4.801390            4.823359            4.823359            4.823359            4.831324            4.831324            4.831324            4.831324            4.831324            4.831324            4.933099            4.933099            4.933099            4.952606            4.960226            4.960226            4.961443            4.961443            4.961443            4.961443            4.961443            4.961443            4.971826            5.001187            5.001187            5.710275            5.710275            5.710275            5.731050            5.731050            5.731050            5.731050            5.731050            5.731050            5.967407            5.967407            5.967407            5.967407            5.967407            5.967407            5.967407            5.967407             5.967407             5.967407             5.988113             5.988113             6.017778             6.017778             6.017778             6.017778             6.017778             6.017778             6.024723             6.024723             6.077611             6.077611             6.077611             6.208627             6.208627             6.208627             6.257047             6.257047             6.257047             6.257047             6.257047             6.257047             6.575724             6.601186             6.601186             6.831876             6.858612             6.858612             6.858612             6.921650             6.921650             6.921650             6.921650             6.921650             6.921650             6.971659             7.017703             7.017703             7.381023             7.381023             7.453851             7.453851             7.493652             9.771795            10.224633            10.224633            10.224633            10.284030            10.284030            10.780868            11.826671            11.826671            11.826671            11.828484            11.828484            11.828484            11.828484            11.828484            11.828484            11.841012            11.841012            11.841012            11.843835            11.843835            11.843835            11.843835            11.843835            11.843835            11.845607            11.847248            11.847248            11.852147            11.855782            11.855782            13.450856            13.450856            13.450856            13.454832            13.454832            13.454832            13.454832            13.454832            13.454832            13.456425            13.456425            13.460620            13.460620            13.461157            13.484261
  -0.039796                0.0       5.329071e-15       3.907985e-14           0.871280           0.871280           1.027557           1.027557           1.027557           1.077485            1.077485            1.077485            1.077485            1.077485            1.077485            1.291291            1.603647            1.603647            1.603647            1.673272            1.673272            1.673272            1.673272            1.673272            1.673272            2.040519            2.078372            2.078372            2.263523            2.325240            2.325240            2.657683            2.657683            2.657683            2.745362            2.745362            2.745362            2.745362            2.745362            2.745362            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.620326            3.620326            3.701589            3.701589            3.734726            4.452768            4.799323            4.799323            4.799323            4.823359            4.823359            4.823359            4.831214            4.831214            4.831214            4.831214            4.831214            4.831214            4.931838            4.931838            4.931838            4.951515            4.959324            4.959324            4.963039            4.963039            4.963039            4.963039            4.963039            4.963039            4.970842            5.003080            5.003080            5.709109            5.709109            5.709109            5.731519            5.731519            5.731519            5.731519            5.731519            5.731519            5.964346            5.964346            5.964346            5.964346            5.964346            5.964346            5.964346            5.964346             5.964346             5.964346             5.987811             5.987811             6.018506             6.018506             6.018506             6.018506             6.018506             6.018506             6.026482             6.026482             6.083733             6.083733             6.083733             6.206220             6.206220             6.206220             6.259110             6.259110             6.259110             6.259110             6.259110             6.259110             6.574004             6.601350             6.601350             6.831581             6.855229             6.855229             6.855229             6.923663             6.923663             6.923663             6.923663             6.923663             6.923663             6.969295             7.019443             7.019443             7.377531             7.377531             7.455795             7.455795             7.497616             9.772049            10.224633            10.224633            10.224633            10.284030            10.284030            10.780980            11.826553            11.826553            11.826553            11.828488            11.828488            11.828488            11.828488            11.828488            11.828488            11.840877            11.840877            11.840877            11.843967            11.843967            11.843967            11.843967            11.843967            11.843967            11.845468            11.847183            11.847183            11.851999            11.856002            11.856002            13.450639            13.450639            13.450639            13.454947            13.454947            13.454947            13.454947            13.454947            13.454947            13.456196            13.456196            13.460741            13.460741            13.461241            13.484429
  -0.042857                0.0       5.329071e-15       3.375078e-14           0.871279           0.871279           1.024786           1.024786           1.024786           1.078229            1.078229            1.078229            1.078229            1.078229            1.078229            1.291276            1.600223            1.600223            1.600223            1.675505            1.675505            1.675505            1.675505            1.675505            1.675505            2.037993            2.077954            2.077954            2.260896            2.328151            2.328151            2.653202            2.653202            2.653202            2.747614            2.747614            2.747614            2.747614            2.747614            2.747614            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.615998            3.615998            3.703620            3.703620            3.737893            4.453858            4.797252            4.797252            4.797252            4.823359            4.823359            4.823359            4.831030            4.831030            4.831030            4.831030            4.831030            4.831030            4.930575            4.930575            4.930575            4.950423            4.958402            4.958402            4.964696            4.964696            4.964696            4.964696            4.964696            4.964696            4.969857            5.004990            5.004990            5.707947            5.707947            5.707947            5.731978            5.731978            5.731978            5.731978            5.731978            5.731978            5.961284            5.961284            5.961284            5.961284            5.961284            5.961284            5.961284            5.961284             5.961284             5.961284             5.987504             5.987504             6.019176             6.019176             6.019176             6.019176             6.019176             6.019176             6.028241             6.028241             6.089856             6.089856             6.089856             6.203814             6.203814             6.203814             6.261235             6.261235             6.261235             6.261235             6.261235             6.261235             6.572275             6.601468             6.601468             6.831262             6.851849             6.851849             6.851849             6.925700             6.925700             6.925700             6.925700             6.925700             6.925700             6.966932             7.021220             7.021220             7.374000             7.374000             7.457808             7.457808             7.501590             9.772324            10.224633            10.224633            10.224633            10.284030            10.284030            10.781101            11.826435            11.826435            11.826435            11.828487            11.828487            11.828487            11.828487            11.828487            11.828487            11.840742            11.840742            11.840742            11.844103            11.844103            11.844103            11.844103            11.844103            11.844103            11.845329            11.847112            11.847112            11.851850            11.856228            11.856228            13.450422            13.450422            13.450422            13.455063            13.455063            13.455063            13.455063            13.455063            13.455063            13.455966            13.455966            13.460864            13.460864            13.461312            13.484610
  -0.045918                0.0       6.217249e-15       4.085621e-14           0.871278           0.871278           1.022014           1.022014           1.022014           1.078927            1.078927            1.078927            1.078927            1.078927            1.078927            1.291261            1.596796            1.596796            1.596796            1.677776            1.677776            1.677776            1.677776            1.677776            1.677776            2.035465            2.077436            2.077436            2.258269            2.331156            2.331156            2.648723            2.648723            2.648723            2.749867            2.749867            2.749867            2.749867            2.749867            2.749867            3.611658            3.611658            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.705653            3.705653            3.740967            4.455036            4.795177            4.795177            4.795177            4.823359            4.823359            4.823359            4.830775            4.830775            4.830775            4.830775            4.830775            4.830775            4.929311            4.929311            4.929311            4.949332            4.957465            4.957465            4.966413            4.966413            4.966413            4.966413            4.966413            4.966413            4.968872            5.006912            5.006912            5.706788            5.706788            5.706788            5.732425            5.732425            5.732425            5.732425            5.732425            5.732425            5.958223            5.958223            5.958223            5.958223            5.958223            5.958223            5.958223            5.958223             5.958223             5.958223             5.987195             5.987195             6.019790             6.019790             6.019790             6.019790             6.019790             6.019790             6.029997             6.029997             6.095978             6.095978             6.095978             6.201408             6.201408             6.201408             6.263422             6.263422             6.263422             6.263422             6.263422             6.263422             6.570536             6.601540             6.601540             6.830921             6.848471             6.848471             6.848471             6.927761             6.927761             6.927761             6.927761             6.927761             6.927761             6.964570             7.023032             7.023032             7.370443             7.370443             7.459880             7.459880             7.505572             9.772620            10.224633            10.224633            10.224633            10.284030            10.284030            10.781232            11.826317            11.826317            11.826317            11.828483            11.828483            11.828483            11.828483            11.828483            11.828483            11.840607            11.840607            11.840607            11.844244            11.844244            11.844244            11.844244            11.844244            11.844244            11.845190            11.847036            11.847036            11.851702            11.856461            11.856461            13.450204            13.450204            13.450204            13.455179            13.455179            13.455179            13.455179            13.455179            13.455179            13.455737            13.455737            13.460986            13.460986            13.461372            13.484806
  -0.048980                0.0       4.440892e-15       4.174439e-14           0.871277           0.871277           1.019243           1.019243           1.019243           1.079580            1.079580            1.079580            1.079580            1.079580            1.079580            1.291244            1.593365            1.593365            1.593365            1.680085            1.680085            1.680085            1.680085            1.680085            1.680085            2.032934            2.076825            2.076825            2.255641            2.334251            2.334251            2.644245            2.644245            2.644245            2.752119            2.752119            2.752119            2.752119            2.752119            2.752119            3.607308            3.607308            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.707687            3.707687            3.743948            4.456301            4.793100            4.793100            4.793100            4.823359            4.823359            4.823359            4.830453            4.830453            4.830453            4.830453            4.830453            4.830453            4.928045            4.928045            4.928045            4.948240            4.956514            4.956514            4.967886            4.968186            4.968186            4.968186            4.968186            4.968186            4.968186            5.008845            5.008845            5.705633            5.705633            5.705633            5.732861            5.732861            5.732861            5.732861            5.732861            5.732861            5.955162            5.955162            5.955162            5.955162            5.955162            5.955162            5.955162            5.955162             5.955162             5.955162             5.986882             5.986882             6.020347             6.020347             6.020347             6.020347             6.020347             6.020347             6.031751             6.031751             6.102101             6.102101             6.102101             6.199003             6.199003             6.199003             6.265670             6.265670             6.265670             6.265670             6.265670             6.265670             6.568788             6.601568             6.601568             6.830557             6.845096             6.845096             6.845096             6.929846             6.929846             6.929846             6.929846             6.929846             6.929846             6.962210             7.024879             7.024879             7.366867             7.366867             7.462003             7.462003             7.509563             9.772937            10.224633            10.224633            10.224633            10.284031            10.284031            10.781371            11.826199            11.826199            11.826199            11.828475            11.828475            11.828475            11.828475            11.828475            11.828475            11.840473            11.840473            11.840473            11.844389            11.844389            11.844389            11.844389            11.844389            11.844389            11.845051            11.846954            11.846954            11.851554            11.856700            11.856700            13.449988            13.449988            13.449988            13.455296            13.455296            13.455296            13.455296            13.455296            13.455296            13.455509            13.455509            13.461109            13.461109            13.461419            13.485014
  -0.052041                0.0       8.881784e-16       3.019807e-14           0.871276           0.871276           1.016471           1.016471           1.016471           1.080188            1.080188            1.080188            1.080188            1.080188            1.080188            1.291227            1.589932            1.589932            1.589932            1.682432            1.682432            1.682432            1.682432            1.682432            1.682432            2.030402            2.076123            2.076123            2.253012            2.337431            2.337431            2.639769            2.639769            2.639769            2.754370            2.754370            2.754370            2.754370            2.754370            2.754370            3.602950            3.602950            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.709719            3.709719            3.746834            4.457655            4.791019            4.791019            4.791019            4.823359            4.823359            4.823359            4.830067            4.830067            4.830067            4.830067            4.830067            4.830067            4.926777            4.926777            4.926777            4.947148            4.955551            4.955551            4.966900            4.970011            4.970011            4.970011            4.970011            4.970011            4.970011            5.010786            5.010786            5.704482            5.704482            5.704482            5.733285            5.733285            5.733285            5.733285            5.733285            5.733285            5.952101            5.952101            5.952101            5.952101            5.952101            5.952101            5.952101            5.952101             5.952101             5.952101             5.986567             5.986567             6.020851             6.020851             6.020851             6.020851             6.020851             6.020851             6.033501             6.033501             6.108223             6.108223             6.108223             6.196598             6.196598             6.196598             6.267976             6.267976             6.267976             6.267976             6.267976             6.267976             6.567032             6.601550             6.601550             6.830171             6.841723             6.841723             6.841723             6.931955             6.931955             6.931955             6.931955             6.931955             6.931955             6.959850             7.026758             7.026758             7.363280             7.363280             7.464171             7.464171             7.513561             9.773276            10.224633            10.224633            10.224633            10.284031            10.284031            10.781520            11.826081            11.826081            11.826081            11.828463            11.828463            11.828463            11.828463            11.828463            11.828463            11.840338            11.840338            11.840338            11.844539            11.844539            11.844539            11.844539            11.844539            11.844539            11.844912            11.846868            11.846868            11.851407            11.856944            11.856944            13.449771            13.449771            13.449771            13.455280            13.455280            13.455413            13.455413            13.455413            13.455413            13.455413            13.455413            13.461233            13.461233            13.461455            13.485237
  -0.055102                0.0       1.065814e-14       3.907985e-14           0.871275           0.871275           1.013698           1.013698           1.013698           1.080752            1.080752            1.080752            1.080752            1.080752            1.080752            1.291208            1.586495            1.586495            1.586495            1.684817            1.684817            1.684817            1.684817            1.684817            1.684817            2.027868            2.075335            2.075335            2.250382            2.340692            2.340692            2.635295            2.635295            2.635295            2.756622            2.756622            2.756622            2.756622            2.756622            2.756622            3.598585            3.598585            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.711748            3.711748            3.749625            4.459097            4.788934            4.788934            4.788934            4.823359            4.823359            4.823359            4.829619            4.829619            4.829619            4.829619            4.829619            4.829619            4.925507            4.925507            4.925507            4.946056            4.954579            4.954579            4.965913            4.971886            4.971886            4.971886            4.971886            4.971886            4.971886            5.012734            5.012734            5.703334            5.703334            5.703334            5.733698            5.733698            5.733698            5.733698            5.733698            5.733698            5.949040            5.949040            5.949040            5.949040            5.949040            5.949040            5.949040            5.949040             5.949040             5.949040             5.986250             5.986250             6.021302             6.021302             6.021302             6.021302             6.021302             6.021302             6.035249             6.035249             6.114346             6.114346             6.114346             6.194194             6.194194             6.194194             6.270341             6.270341             6.270341             6.270341             6.270341             6.270341             6.565268             6.601489             6.601489             6.829763             6.838353             6.838353             6.838353             6.934089             6.934089             6.934089             6.934089             6.934089             6.934089             6.957491             7.028668             7.028668             7.359688             7.359688             7.466378             7.466378             7.517566             9.773636            10.224633            10.224633            10.224633            10.284031            10.284031            10.781679            11.825963            11.825963            11.825963            11.828447            11.828447            11.828447            11.828447            11.828447            11.828447            11.840204            11.840204            11.840204            11.844692            11.844692            11.844692            11.844692            11.844692            11.844692            11.844774            11.846778            11.846778            11.851259            11.857193            11.857193            13.449554            13.449554            13.449554            13.455052            13.455052            13.455531            13.455531            13.455531            13.455531            13.455531            13.455531            13.461357            13.461357            13.461479            13.485472
  -0.058163                0.0       1.154632e-14       3.907985e-14           0.871274           0.871274           1.010926           1.010926           1.010926           1.081271            1.081271            1.081271            1.081271            1.081271            1.081271            1.291188            1.583055            1.583055            1.583055            1.687240            1.687240            1.687240            1.687240            1.687240            1.687240            2.025332            2.074464            2.074464            2.247752            2.344031            2.344031            2.630823            2.630823            2.630823            2.758873            2.758873            2.758873            2.758873            2.758873            2.758873            3.594214            3.594214            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.713773            3.713773            3.752320            4.460629            4.786846            4.786846            4.786846            4.823359            4.823359            4.823359            4.829114            4.829114            4.829114            4.829114            4.829114            4.829114            4.924236            4.924236            4.924236            4.944965            4.953598            4.953598            4.964926            4.973808            4.973808            4.973808            4.973808            4.973808            4.973808            5.014688            5.014688            5.702190            5.702190            5.702190            5.734100            5.734100            5.734100            5.734100            5.734100            5.734100            5.945978            5.945978            5.945978            5.945978            5.945978            5.945978            5.945978            5.945978             5.945978             5.945978             5.985930             5.985930             6.021702             6.021702             6.021702             6.021702             6.021702             6.021702             6.036993             6.036993             6.120468             6.120468             6.120468             6.191789             6.191789             6.191789             6.272761             6.272761             6.272761             6.272761             6.272761             6.272761             6.563497             6.601385             6.601385             6.829333             6.834986             6.834986             6.834986             6.936246             6.936246             6.936246             6.936246             6.936246             6.936246             6.955134             7.030607             7.030607             7.356097             7.356097             7.468621             7.468621             7.521577             9.774018            10.224633            10.224633            10.224633            10.284031            10.284031            10.781847            11.825846            11.825846            11.825846            11.828428            11.828428            11.828428            11.828428            11.828428            11.828428            11.840070            11.840070            11.840070            11.844635            11.844850            11.844850            11.844850            11.844850            11.844850            11.844850            11.846684            11.846684            11.851112            11.857446            11.857446            13.449338            13.449338            13.449338            13.454824            13.454824            13.455649            13.455649            13.455649            13.455649            13.455649            13.455649            13.461481            13.461481            13.461492            13.485720
  -0.061224                0.0       6.217249e-15       3.907985e-14           0.871273           0.871273           1.008153           1.008153           1.008153           1.081746            1.081746            1.081746            1.081746            1.081746            1.081746            1.291168            1.579611            1.579611            1.579611            1.689699            1.689699            1.689699            1.689699            1.689699            1.689699            2.022794            2.073515            2.073515            2.245121            2.347443            2.347443            2.626352            2.626352            2.626352            2.761124            2.761124            2.761124            2.761124            2.761124            2.761124            3.589839            3.589839            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.715794            3.715794            3.754920            4.462250            4.784755            4.784755            4.784755            4.823359            4.823359            4.823359            4.828553            4.828553            4.828553            4.828553            4.828553            4.828553            4.922963            4.922963            4.922963            4.943873            4.952610            4.952610            4.963937            4.975773            4.975773            4.975773            4.975773            4.975773            4.975773            5.016647            5.016647            5.701049            5.701049            5.701049            5.734490            5.734490            5.734490            5.734490            5.734490            5.734490            5.942917            5.942917            5.942917            5.942917            5.942917            5.942917            5.942917            5.942917             5.942917             5.942917             5.985609             5.985609             6.022052             6.022052             6.022052             6.022052             6.022052             6.022052             6.038734             6.038734             6.126591             6.126591             6.126591             6.189386             6.189386             6.189386             6.275237             6.275237             6.275237             6.275237             6.275237             6.275237             6.561718             6.601238             6.601238             6.828881             6.831621             6.831621             6.831621             6.938427             6.938427             6.938427             6.938427             6.938427             6.938427             6.952778             7.032573             7.032573             7.352509             7.352509             7.470896             7.470896             7.525593             9.774421            10.224633            10.224633            10.224633            10.284031            10.284031            10.782025            11.825728            11.825728            11.825728            11.828406            11.828406            11.828406            11.828406            11.828406            11.828406            11.839936            11.839936            11.839936            11.844497            11.845012            11.845012            11.845012            11.845012            11.845012            11.845012            11.846587            11.846587            11.850964            11.857703            11.857703            13.449122            13.449122            13.449122            13.454596            13.454596            13.455767            13.455767            13.455767            13.455767            13.455767            13.455767            13.461494            13.461606            13.461606            13.485980
  -0.064286                0.0       1.776357e-15       3.197442e-14           0.871272           0.871272           1.005379           1.005379           1.005379           1.082178            1.082178            1.082178            1.082178            1.082178            1.082178            1.291146            1.576164            1.576164            1.576164            1.692195            1.692195            1.692195            1.692195            1.692195            1.692195            2.020254            2.072491            2.072491            2.242489            2.350925            2.350925            2.621883            2.621883            2.621883            2.763374            2.763374            2.763374            2.763374            2.763374            2.763374            3.585458            3.585458            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.717810            3.717810            3.757423            4.463961            4.782661            4.782661            4.782661            4.823359            4.823359            4.823359            4.827939            4.827939            4.827939            4.827939            4.827939            4.827939            4.921688            4.921688            4.921688            4.942781            4.951615            4.951615            4.962949            4.977780            4.977780            4.977780            4.977780            4.977780            4.977780            5.018609            5.018609            5.699912            5.699912            5.699912            5.734869            5.734869            5.734869            5.734869            5.734869            5.734869            5.939856            5.939856            5.939856            5.939856            5.939856            5.939856            5.939856            5.939856             5.939856             5.939856             5.985287             5.985287             6.022353             6.022353             6.022353             6.022353             6.022353             6.022353             6.040471             6.040471             6.132713             6.132713             6.132713             6.186982             6.186982             6.186982             6.277766             6.277766             6.277766             6.277766             6.277766             6.277766             6.559932             6.601050             6.601050             6.828259             6.828259             6.828259             6.828408             6.940632             6.940632             6.940632             6.940632             6.940632             6.940632             6.950423             7.034564             7.034564             7.348931             7.348931             7.473201             7.473201             7.529614             9.774846            10.224633            10.224633            10.224633            10.284031            10.284031            10.782212            11.825611            11.825611            11.825611            11.828380            11.828380            11.828380            11.828380            11.828380            11.828380            11.839802            11.839802            11.839802            11.844359            11.845178            11.845178            11.845178            11.845178            11.845178            11.845178            11.846487            11.846487            11.850817            11.857964            11.857964            13.448906            13.448906            13.448906            13.454368            13.454368            13.455886            13.455886            13.455886            13.455886            13.455886            13.455886            13.461486            13.461732            13.461732            13.486253
  -0.067347                0.0       1.065814e-14       4.263256e-14           0.871270           0.871270           1.002605           1.002605           1.002605           1.082566            1.082566            1.082566            1.082566            1.082566            1.082566            1.291124            1.572715            1.572715            1.572715            1.694727            1.694727            1.694727            1.694727            1.694727            1.694727            2.017713            2.071395            2.071395            2.239857            2.354473            2.354473            2.617416            2.617416            2.617416            2.765624            2.765624            2.765624            2.765624            2.765624            2.765624            3.581075            3.581075            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.719819            3.719819            3.759830            4.465762            4.780563            4.780563            4.780563            4.823359            4.823359            4.823359            4.827276            4.827276            4.827276            4.827276            4.827276            4.827276            4.920411            4.920411            4.920411            4.941689            4.950614            4.950614            4.961960            4.979825            4.979825            4.979825            4.979825            4.979825            4.979825            5.020575            5.020575            5.698778            5.698778            5.698778            5.735237            5.735237            5.735237            5.735237            5.735237            5.735237            5.936795            5.936795            5.936795            5.936795            5.936795            5.936795            5.936795            5.936795             5.936795             5.936795             5.984963             5.984963             6.022608             6.022608             6.022608             6.022608             6.022608             6.022608             6.042204             6.042204             6.138835             6.138835             6.138835             6.184580             6.184580             6.184580             6.280347             6.280347             6.280347             6.280347             6.280347             6.280347             6.558139             6.600820             6.600820             6.824899             6.824899             6.824899             6.827914             6.942861             6.942861             6.942861             6.942861             6.942861             6.942861             6.948069             7.036578             7.036578             7.345364             7.345364             7.475534             7.475534             7.533639             9.775293            10.224633            10.224633            10.224633            10.284031            10.284031            10.782409            11.825493            11.825493            11.825493            11.828352            11.828352            11.828352            11.828352            11.828352            11.828352            11.839668            11.839668            11.839668            11.844221            11.845347            11.845347            11.845347            11.845347            11.845347            11.845347            11.846384            11.846384            11.850670            11.858229            11.858229            13.448690            13.448690            13.448690            13.454141            13.454141            13.456005            13.456005            13.456005            13.456005            13.456005            13.456005            13.461467            13.461857            13.461857            13.486538
  -0.070408                0.0       5.329071e-15       3.552714e-14           0.871269           0.871269           0.999831           0.999831           0.999831           1.082912            1.082912            1.082912            1.082912            1.082912            1.082912            1.291100            1.569261            1.569261            1.569261            1.697295            1.697295            1.697295            1.697295            1.697295            1.697295            2.015169            2.070232            2.070232            2.237224            2.358084            2.358084            2.612950            2.612950            2.612950            2.767873            2.767873            2.767873            2.767873            2.767873            2.767873            3.576687            3.576687            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.721823            3.721823            3.762140            4.467653            4.778462            4.778462            4.778462            4.823359            4.823359            4.823359            4.826566            4.826566            4.826566            4.826566            4.826566            4.826566            4.919132            4.919132            4.919132            4.940597            4.949607            4.949607            4.960970            4.981905            4.981905            4.981905            4.981905            4.981905            4.981905            5.022542            5.022542            5.697648            5.697648            5.697648            5.735592            5.735592            5.735592            5.735592            5.735592            5.735592            5.933733            5.933733            5.933733            5.933733            5.933733            5.933733            5.933733            5.933733             5.933733             5.933733             5.984638             5.984638             6.022818             6.022818             6.022818             6.022818             6.022818             6.022818             6.043933             6.043933             6.144958             6.144958             6.144958             6.182177             6.182177             6.182177             6.282979             6.282979             6.282979             6.282979             6.282979             6.282979             6.556340             6.600550             6.600550             6.821542             6.821542             6.821542             6.827398             6.945114             6.945114             6.945114             6.945114             6.945114             6.945114             6.945716             7.038613             7.038613             7.341813             7.341813             7.477892             7.477892             7.537668             9.775762            10.224633            10.224633            10.224633            10.284031            10.284031            10.782616            11.825376            11.825376            11.825376            11.828320            11.828320            11.828320            11.828320            11.828320            11.828320            11.839534            11.839534            11.839534            11.844083            11.845520            11.845520            11.845520            11.845520            11.845520            11.845520            11.846279            11.846279            11.850523            11.858496            11.858496            13.448474            13.448474            13.448474            13.453914            13.453914            13.456125            13.456125            13.456125            13.456125            13.456125            13.456125            13.461438            13.461984            13.461984            13.486834
