 delta (eV)  Eigenvalues Row 1  Eigenvalues Row 2  Eigenvalues Row 3  Eigenvalues Row 4  Eigenvalues Row 5  Eigenvalues Row 6  Eigenvalues Row 7  Eigenvalues Row 8  Eigenvalues Row 9  Eigenvalues Row 10  Eigenvalues Row 11  Eigenvalues Row 12  Eigenvalues Row 13  Eigenvalues Row 14  Eigenvalues Row 15  Eigenvalues Row 16  Eigenvalues Row 17  Eigenvalues Row 18  Eigenvalues Row 19  Eigenvalues Row 20  Eigenvalues Row 21  Eigenvalues Row 22  Eigenvalues Row 23  Eigenvalues Row 24  Eigenvalues Row 25  Eigenvalues Row 26  Eigenvalues Row 27  Eigenvalues Row 28  Eigenvalues Row 29  Eigenvalues Row 30  Eigenvalues Row 31  Eigenvalues Row 32  Eigenvalues Row 33  Eigenvalues Row 34  Eigenvalues Row 35  Eigenvalues Row 36  Eigenvalues Row 37  Eigenvalues Row 38  Eigenvalues Row 39  Eigenvalues Row 40  Eigenvalues Row 41  Eigenvalues Row 42  Eigenvalues Row 43  Eigenvalues Row 44  Eigenvalues Row 45  Eigenvalues Row 46  Eigenvalues Row 47  Eigenvalues Row 48  Eigenvalues Row 49  Eigenvalues Row 50  Eigenvalues Row 51  Eigenvalues Row 52  Eigenvalues Row 53  Eigenvalues Row 54  Eigenvalues Row 55  Eigenvalues Row 56  Eigenvalues Row 57  Eigenvalues Row 58  Eigenvalues Row 59  Eigenvalues Row 60  Eigenvalues Row 61  Eigenvalues Row 62  Eigenvalues Row 63  Eigenvalues Row 64  Eigenvalues Row 65  Eigenvalues Row 66  Eigenvalues Row 67  Eigenvalues Row 68  Eigenvalues Row 69  Eigenvalues Row 70  Eigenvalues Row 71  Eigenvalues Row 72  Eigenvalues Row 73  Eigenvalues Row 74  Eigenvalues Row 75  Eigenvalues Row 76  Eigenvalues Row 77  Eigenvalues Row 78  Eigenvalues Row 79  Eigenvalues Row 80  Eigenvalues Row 81  Eigenvalues Row 82  Eigenvalues Row 83  Eigenvalues Row 84  Eigenvalues Row 85  Eigenvalues Row 86  Eigenvalues Row 87  Eigenvalues Row 88  Eigenvalues Row 89  Eigenvalues Row 90  Eigenvalues Row 91  Eigenvalues Row 92  Eigenvalues Row 93  Eigenvalues Row 94  Eigenvalues Row 95  Eigenvalues Row 96  Eigenvalues Row 97  Eigenvalues Row 98  Eigenvalues Row 99  Eigenvalues Row 100  Eigenvalues Row 101  Eigenvalues Row 102  Eigenvalues Row 103  Eigenvalues Row 104  Eigenvalues Row 105  Eigenvalues Row 106  Eigenvalues Row 107  Eigenvalues Row 108  Eigenvalues Row 109  Eigenvalues Row 110  Eigenvalues Row 111  Eigenvalues Row 112  Eigenvalues Row 113  Eigenvalues Row 114  Eigenvalues Row 115  Eigenvalues Row 116  Eigenvalues Row 117  Eigenvalues Row 118  Eigenvalues Row 119  Eigenvalues Row 120  Eigenvalues Row 121  Eigenvalues Row 122  Eigenvalues Row 123  Eigenvalues Row 124  Eigenvalues Row 125  Eigenvalues Row 126  Eigenvalues Row 127  Eigenvalues Row 128  Eigenvalues Row 129  Eigenvalues Row 130  Eigenvalues Row 131  Eigenvalues Row 132  Eigenvalues Row 133  Eigenvalues Row 134  Eigenvalues Row 135  Eigenvalues Row 136  Eigenvalues Row 137  Eigenvalues Row 138  Eigenvalues Row 139  Eigenvalues Row 140  Eigenvalues Row 141  Eigenvalues Row 142  Eigenvalues Row 143  Eigenvalues Row 144  Eigenvalues Row 145  Eigenvalues Row 146  Eigenvalues Row 147  Eigenvalues Row 148  Eigenvalues Row 149  Eigenvalues Row 150  Eigenvalues Row 151  Eigenvalues Row 152  Eigenvalues Row 153  Eigenvalues Row 154  Eigenvalues Row 155  Eigenvalues Row 156  Eigenvalues Row 157  Eigenvalues Row 158  Eigenvalues Row 159  Eigenvalues Row 160  Eigenvalues Row 161  Eigenvalues Row 162  Eigenvalues Row 163  Eigenvalues Row 164  Eigenvalues Row 165  Eigenvalues Row 166  Eigenvalues Row 167  Eigenvalues Row 168  Eigenvalues Row 169  Eigenvalues Row 170  Eigenvalues Row 171  Eigenvalues Row 172  Eigenvalues Row 173  Eigenvalues Row 174  Eigenvalues Row 175  Eigenvalues Row 176  Eigenvalues Row 177  Eigenvalues Row 178  Eigenvalues Row 179  Eigenvalues Row 180  Eigenvalues Row 181  Eigenvalues Row 182  Eigenvalues Row 183  Eigenvalues Row 184  Eigenvalues Row 185  Eigenvalues Row 186  Eigenvalues Row 187  Eigenvalues Row 188  Eigenvalues Row 189  Eigenvalues Row 190
  -0.076531                0.0       3.552714e-15       4.085621e-14           0.871266           0.871266           0.994282           0.994282           0.994282           1.083478            1.083478            1.083478            1.083478            1.083478            1.083478            1.291050            1.562345            1.562345            1.562345            1.702537            1.702537            1.702537            1.702537            1.702537            1.702537            2.010077            2.067715            2.067715            2.231956            2.365481            2.365481            2.604024            2.604024            2.604024            2.772370            2.772370            2.772370            2.772370            2.772370            2.772370            3.567905            3.567905            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.725809            3.725809            3.766471            4.471706            4.774250            4.774250            4.774250            4.823359            4.823359            4.823359            4.825014            4.825014            4.825014            4.825014            4.825014            4.825014            4.916570            4.916570            4.916570            4.938414            4.947580            4.947580            4.958988            4.986164            4.986164            4.986164            4.986164            4.986164            4.986164            5.026484            5.026484            5.695399            5.695399            5.695399            5.736270            5.736270            5.736270            5.736270            5.736270            5.736270            5.927611            5.927611            5.927611            5.927611            5.927611            5.927611            5.927611            5.927611             5.927611             5.927611             5.983985             5.983985             6.023108             6.023108             6.023108             6.023108             6.023108             6.023108             6.047379             6.047379             6.157203             6.157203             6.157203             6.177373             6.177373             6.177373             6.288389             6.288389             6.288389             6.288389             6.288389             6.288389             6.552724             6.599892             6.599892             6.814836             6.814836             6.814836             6.826305             6.941015             6.949690             6.949690             6.949690             6.949690             6.949690             6.949690             7.042736             7.042736             7.334768             7.334768             7.482678             7.482678             7.545732             9.776765            10.224633            10.224633            10.224633            10.284032            10.284032            10.783058            11.825142            11.825142            11.825142            11.828247            11.828247            11.828247            11.828247            11.828247            11.828247            11.839267            11.839267            11.839267            11.843807            11.845877            11.845877            11.845877            11.845877            11.845877            11.845877            11.846062            11.846062            11.850230            11.859041            11.859041            13.448044            13.448044            13.448044            13.453460            13.453460            13.456366            13.456366            13.456366            13.456366            13.456366            13.456366            13.461353            13.462238            13.462238            13.487459
  -0.079592                0.0       7.993606e-15       4.618528e-14           0.871265           0.871265           0.991507           0.991507           0.991507           1.083698            1.083698            1.083698            1.083698            1.083698            1.083698            1.291023            1.558882            1.558882            1.558882            1.705210            1.705210            1.705210            1.705210            1.705210            1.705210            2.007528            2.066367            2.066367            2.229321            2.369260            2.369260            2.599564            2.599564            2.599564            2.774618            2.774618            2.774618            2.774618            2.774618            2.774618            3.563510            3.563510            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.727791            3.727791            3.768491            4.473867            4.772139            4.772139            4.772139            4.823359            4.823359            4.823359            4.824176            4.824176            4.824176            4.824176            4.824176            4.824176            4.915286            4.915286            4.915286            4.937323            4.946561            4.946561            4.957997            4.988338            4.988338            4.988338            4.988338            4.988338            4.988338            5.028457            5.028457            5.694280            5.694280            5.694280            5.736591            5.736591            5.736591            5.736591            5.736591            5.736591            5.924550            5.924550            5.924550            5.924550            5.924550            5.924550            5.924550            5.924550             5.924550             5.924550             5.983657             5.983657             6.023191             6.023191             6.023191             6.023191             6.023191             6.023191             6.049096             6.049096             6.163325             6.163325             6.163325             6.174972             6.174972             6.174972             6.291164             6.291164             6.291164             6.291164             6.291164             6.291164             6.550907             6.599505             6.599505             6.811487             6.811487             6.811487             6.825728             6.938665             6.952014             6.952014             6.952014             6.952014             6.952014             6.952014             7.044819             7.044819             7.331281             7.331281             7.485105             7.485105             7.549766             9.777299            10.224633            10.224633            10.224633            10.284032            10.284032            10.783295            11.825025            11.825025            11.825025            11.828207            11.828207            11.828207            11.828207            11.828207            11.828207            11.839134            11.839134            11.839134            11.843670            11.845950            11.845950            11.846061            11.846061            11.846061            11.846061            11.846061            11.846061            11.850084            11.859317            11.859317            13.447829            13.447829            13.447829            13.453233            13.453233            13.456487            13.456487            13.456487            13.456487            13.456487            13.456487            13.461297            13.462365            13.462365            13.487788
  -0.082653                0.0       2.664535e-15       4.174439e-14           0.871263           0.871263           0.988731           0.988731           0.988731           1.083878            1.083878            1.083878            1.083878            1.083878            1.083878            1.290996            1.555416            1.555416            1.555416            1.707918            1.707918            1.707918            1.707918            1.707918            1.707918            2.004977            2.064965            2.064965            2.226685            2.373089            2.373089            2.595105            2.595105            2.595105            2.776865            2.776865            2.776865            2.776865            2.776865            2.776865            3.559113            3.559113            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.729766            3.729766            3.770415            4.476119            4.770025            4.770025            4.770025            4.823301            4.823301            4.823301            4.823301            4.823301            4.823301            4.823359            4.823359            4.823359            4.914000            4.914000            4.914000            4.936232            4.945538            4.945538            4.957004            4.990538            4.990538            4.990538            4.990538            4.990538            4.990538            5.030430            5.030430            5.693164            5.693164            5.693164            5.736901            5.736901            5.736901            5.736901            5.736901            5.736901            5.921489            5.921489            5.921489            5.921489            5.921489            5.921489            5.921489            5.921489             5.921489             5.921489             5.983329             5.983329             6.023235             6.023235             6.023235             6.023235             6.023235             6.023235             6.050809             6.050809             6.169448             6.169448             6.169448             6.172571             6.172571             6.172571             6.293984             6.293984             6.293984             6.293984             6.293984             6.293984             6.549085             6.599080             6.599080             6.808141             6.808141             6.808141             6.825130             6.936317             6.954361             6.954361             6.954361             6.954361             6.954361             6.954361             7.046912             7.046912             7.327821             7.327821             7.487552             7.487552             7.553802             9.777856            10.224633            10.224633            10.224633            10.284032            10.284032            10.783541            11.824908            11.824908            11.824908            11.828164            11.828164            11.828164            11.828164            11.828164            11.828164            11.839001            11.839001            11.839001            11.843532            11.845837            11.845837            11.846247            11.846247            11.846247            11.846247            11.846247            11.846247            11.849937            11.859596            11.859596            13.447614            13.447614            13.447614            13.453007            13.453007            13.456609            13.456609            13.456609            13.456609            13.456609            13.456609            13.461232            13.462494            13.462494            13.488126
  -0.085714                0.0       6.217249e-15       4.440892e-14           0.871261           0.871261           0.985955           0.985955           0.985955           1.084017            1.084017            1.084017            1.084017            1.084017            1.084017            1.290967            1.551946            1.551946            1.551946            1.710659            1.710659            1.710659            1.710659            1.710659            1.710659            2.002425            2.063509            2.063509            2.224048            2.376965            2.376965            2.590648            2.590648            2.590648            2.779111            2.779111            2.779111            2.779111            2.779111            2.779111            3.554715            3.554715            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.731733            3.731733            3.772242            4.478459            4.767907            4.767907            4.767907            4.822390            4.822390            4.822390            4.822390            4.822390            4.822390            4.823359            4.823359            4.823359            4.912712            4.912712            4.912712            4.935141            4.944511            4.944511            4.956011            4.992763            4.992763            4.992763            4.992763            4.992763            4.992763            5.032405            5.032405            5.692052            5.692052            5.692052            5.737199            5.737199            5.737199            5.737199            5.737199            5.737199            5.918427            5.918427            5.918427            5.918427            5.918427            5.918427            5.918427            5.918427             5.918427             5.918427             5.982999             5.982999             6.023241             6.023241             6.023241             6.023241             6.023241             6.023241             6.052517             6.052517             6.170170             6.170170             6.170170             6.175570             6.175570             6.175570             6.296848             6.296848             6.296848             6.296848             6.296848             6.296848             6.547258             6.598619             6.598619             6.804798             6.804798             6.804798             6.824513             6.933971             6.956731             6.956731             6.956731             6.956731             6.956731             6.956731             7.049013             7.049013             7.324392             7.324392             7.490019             7.490019             7.557837             9.778435            10.224633            10.224633            10.224633            10.284032            10.284032            10.783797            11.824791            11.824791            11.824791            11.828118            11.828118            11.828118            11.828118            11.828118            11.828118            11.838868            11.838868            11.838868            11.843395            11.845722            11.845722            11.846437            11.846437            11.846437            11.846437            11.846437            11.846437            11.849791            11.859877            11.859877            13.447399            13.447399            13.447399            13.452781            13.452781            13.456730            13.456730            13.456730            13.456730            13.456730            13.456730            13.461159            13.462622            13.462622            13.488475
  -0.088776                0.0       2.664535e-15       3.463896e-14           0.871259           0.871259           0.983179           0.983179           0.983179           1.084116            1.084116            1.084116            1.084116            1.084116            1.084116            1.290938            1.548473            1.548473            1.548473            1.713433            1.713433            1.713433            1.713433            1.713433            1.713433            1.999871            2.062004            2.062004            2.221411            2.380886            2.380886            2.586193            2.586193            2.586193            2.781357            2.781357            2.781357            2.781357            2.781357            2.781357            3.550314            3.550314            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.733692            3.733692            3.773974            4.480889            4.765787            4.765787            4.765787            4.821445            4.821445            4.821445            4.821445            4.821445            4.821445            4.823359            4.823359            4.823359            4.911423            4.911423            4.911423            4.934051            4.943482            4.943482            4.955018            4.995010            4.995010            4.995010            4.995010            4.995010            4.995010            5.034380            5.034380            5.690943            5.690943            5.690943            5.737486            5.737486            5.737486            5.737486            5.737486            5.737486            5.915366            5.915366            5.915366            5.915366            5.915366            5.915366            5.915366            5.915366             5.915366             5.915366             5.982669             5.982669             6.023211             6.023211             6.023211             6.023211             6.023211             6.023211             6.054222             6.054222             6.167770             6.167770             6.167770             6.181693             6.181693             6.181693             6.299754             6.299754             6.299754             6.299754             6.299754             6.299754             6.545426             6.598122             6.598122             6.801457             6.801457             6.801457             6.823876             6.931625             6.959125             6.959125             6.959125             6.959125             6.959125             6.959125             7.051119             7.051119             7.320995             7.320995             7.492505             7.492505             7.561872             9.779036            10.224633            10.224633            10.224633            10.284032            10.284032            10.784063            11.824674            11.824674            11.824674            11.828070            11.828070            11.828070            11.828070            11.828070            11.828070            11.838735            11.838735            11.838735            11.843258            11.845606            11.845606            11.846630            11.846630            11.846630            11.846630            11.846630            11.846630            11.849645            11.860160            11.860160            13.447185            13.447185            13.447185            13.452555            13.452555            13.456853            13.456853            13.456853            13.456853            13.456853            13.456853            13.461079            13.462751            13.462751            13.488832
  -0.091837                0.0       5.329071e-15       3.730349e-14           0.871258           0.871258           0.980402           0.980402           0.980402           1.084176            1.084176            1.084176            1.084176            1.084176            1.084176            1.290907            1.544997            1.544997            1.544997            1.716240            1.716240            1.716240            1.716240            1.716240            1.716240            1.997315            2.060451            2.060451            2.218773            2.384849            2.384849            2.581740            2.581740            2.581740            2.783601            2.783601            2.783601            2.783601            2.783601            2.783601            3.545913            3.545913            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.735643            3.735643            3.775609            4.483407            4.763663            4.763663            4.763663            4.820468            4.820468            4.820468            4.820468            4.820468            4.820468            4.823359            4.823359            4.823359            4.910131            4.910131            4.910131            4.932962            4.942449            4.942449            4.954024            4.997279            4.997279            4.997279            4.997279            4.997279            4.997279            5.036355            5.036355            5.689838            5.689838            5.689838            5.737761            5.737761            5.737761            5.737761            5.737761            5.737761            5.912305            5.912305            5.912305            5.912305            5.912305            5.912305            5.912305            5.912305             5.912305             5.912305             5.982339             5.982339             6.023145             6.023145             6.023145             6.023145             6.023145             6.023145             6.055922             6.055922             6.165370             6.165370             6.165370             6.187815             6.187815             6.187815             6.302701             6.302701             6.302701             6.302701             6.302701             6.302701             6.543589             6.597589             6.597589             6.798119             6.798119             6.798119             6.823220             6.929281             6.961542             6.961542             6.961542             6.961542             6.961542             6.961542             7.053226             7.053226             7.317636             7.317636             7.495009             7.495009             7.565906             9.779660            10.224633            10.224633            10.224633            10.284032            10.284032            10.784340            11.824558            11.824558            11.824558            11.828020            11.828020            11.828020            11.828020            11.828020            11.828020            11.838602            11.838602            11.838602            11.843121            11.845489            11.845489            11.846826            11.846826            11.846826            11.846826            11.846826            11.846826            11.849499            11.860445            11.860445            13.446971            13.446971            13.446971            13.452329            13.452329            13.456976            13.456976            13.456976            13.456976            13.456976            13.456976            13.460991            13.462881            13.462881            13.489199
  -0.094898                0.0       4.440892e-15       3.996803e-14           0.871256           0.871256           0.977625           0.977625           0.977625           1.084196            1.084196            1.084196            1.084196            1.084196            1.084196            1.290876            1.541517            1.541517            1.541517            1.719079            1.719079            1.719079            1.719079            1.719079            1.719079            1.994758            2.058853            2.058853            2.216134            2.388852            2.388852            2.577289            2.577289            2.577289            2.785845            2.785845            2.785845            2.785845            2.785845            2.785845            3.541510            3.541510            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.737586            3.737586            3.777150            4.486013            4.761536            4.761536            4.761536            4.819461            4.819461            4.819461            4.819461            4.819461            4.819461            4.823359            4.823359            4.823359            4.908838            4.908838            4.908838            4.931872            4.941414            4.941414            4.953029            4.999567            4.999567            4.999567            4.999567            4.999567            4.999567            5.038331            5.038331            5.688736            5.688736            5.688736            5.738024            5.738024            5.738024            5.738024            5.738024            5.738024            5.909244            5.909244            5.909244            5.909244            5.909244            5.909244            5.909244            5.909244             5.909244             5.909244             5.982008             5.982008             6.023046             6.023046             6.023046             6.023046             6.023046             6.023046             6.057618             6.057618             6.162970             6.162970             6.162970             6.193937             6.193937             6.193937             6.305688             6.305688             6.305688             6.305688             6.305688             6.305688             6.541747             6.597022             6.597022             6.794783             6.794783             6.794783             6.822544             6.926937             6.963982             6.963982             6.963982             6.963982             6.963982             6.963982             7.055330             7.055330             7.314316             7.314316             7.497531             7.497531             7.569939             9.780306            10.224633            10.224633            10.224633            10.284033            10.284033            10.784627            11.824441            11.824441            11.824441            11.827967            11.827967            11.827967            11.827967            11.827967            11.827967            11.838470            11.838470            11.838470            11.842985            11.845370            11.845370            11.847025            11.847025            11.847025            11.847025            11.847025            11.847025            11.849354            11.860733            11.860733            13.446756            13.446756            13.446756            13.452104            13.452104            13.457099            13.457099            13.457099            13.457099            13.457099            13.457099            13.460897            13.463011            13.463011            13.489574
  -0.097959                0.0       2.220446e-14       4.973799e-14           0.871254           0.871254           0.974848           0.974848           0.974848           1.084178            1.084178            1.084178            1.084178            1.084178            1.084178            1.290843            1.538034            1.538034            1.538034            1.721951            1.721951            1.721951            1.721951            1.721951            1.721951            1.992199            2.057212            2.057212            2.213495            2.392892            2.392892            2.572839            2.572839            2.572839            2.788089            2.788089            2.788089            2.788089            2.788089            2.788089            3.537106            3.537106            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.739521            3.739521            3.778595            4.488707            4.759405            4.759405            4.759405            4.818424            4.818424            4.818424            4.818424            4.818424            4.818424            4.823359            4.823359            4.823359            4.907543            4.907543            4.907543            4.930784            4.940376            4.940376            4.952034            5.001872            5.001872            5.001872            5.001872            5.001872            5.001872            5.040306            5.040306            5.687638            5.687638            5.687638            5.738276            5.738276            5.738276            5.738276            5.738276            5.738276            5.906182            5.906182            5.906182            5.906182            5.906182            5.906182            5.906182            5.906182             5.906182             5.906182             5.981676             5.981676             6.022915             6.022915             6.022915             6.022915             6.022915             6.022915             6.059309             6.059309             6.160570             6.160570             6.160570             6.200060             6.200060             6.200060             6.308713             6.308713             6.308713             6.308713             6.308713             6.308713             6.539902             6.596421             6.596421             6.791451             6.791451             6.791451             6.821850             6.924595             6.966445             6.966445             6.966445             6.966445             6.966445             6.966445             7.057429             7.057429             7.311040             7.311040             7.500071             7.500071             7.573969             9.780975            10.224633            10.224633            10.224633            10.284033            10.284033            10.784924            11.824325            11.824325            11.824325            11.827912            11.827912            11.827912            11.827912            11.827912            11.827912            11.838337            11.838337            11.838337            11.842848            11.845250            11.845250            11.847227            11.847227            11.847227            11.847227            11.847227            11.847227            11.849208            11.861022            11.861022            13.446543            13.446543            13.446543            13.451879            13.451879            13.457223            13.457223            13.457223            13.457223            13.457223            13.457223            13.460795            13.463141            13.463141            13.489958
  -0.101020                0.0       6.217249e-15       3.996803e-14           0.871252           0.871252           0.972070           0.972070           0.972070           1.084122            1.084122            1.084122            1.084122            1.084122            1.084122            1.290810            1.534548            1.534548            1.534548            1.724854            1.724854            1.724854            1.724854            1.724854            1.724854            1.989638            2.055530            2.055530            2.210854            2.396967            2.396967            2.568392            2.568392            2.568392            2.790331            2.790331            2.790331            2.790331            2.790331            2.790331            3.532701            3.532701            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.741447            3.741447            3.779947            4.491488            4.757272            4.757272            4.757272            4.817360            4.817360            4.817360            4.817360            4.817360            4.817360            4.823359            4.823359            4.823359            4.906246            4.906246            4.906246            4.929696            4.939336            4.939336            4.951037            5.004194            5.004194            5.004194            5.004194            5.004194            5.004194            5.042282            5.042282            5.686543            5.686543            5.686543            5.738516            5.738516            5.738516            5.738516            5.738516            5.738516            5.903121            5.903121            5.903121            5.903121            5.903121            5.903121            5.903121            5.903121             5.903121             5.903121             5.981344             5.981344             6.022752             6.022752             6.022752             6.022752             6.022752             6.022752             6.060997             6.060997             6.158171             6.158171             6.158171             6.206182             6.206182             6.206182             6.311776             6.311776             6.311776             6.311776             6.311776             6.311776             6.538052             6.595787             6.595787             6.788121             6.788121             6.788121             6.821137             6.922254             6.968931             6.968931             6.968931             6.968931             6.968931             6.968931             7.059517             7.059517             7.307811             7.307811             7.502628             7.502628             7.577997             9.781666            10.224633            10.224633            10.224633            10.284033            10.284033            10.785231            11.824209            11.824209            11.824209            11.827855            11.827855            11.827855            11.827855            11.827855            11.827855            11.838205            11.838205            11.838205            11.842711            11.845130            11.845130            11.847431            11.847431            11.847431            11.847431            11.847431            11.847431            11.849063            11.861313            11.861313            13.446329            13.446329            13.446329            13.451654            13.451654            13.457347            13.457347            13.457347            13.457347            13.457347            13.457347            13.460688            13.463272            13.463272            13.490349
  -0.104082                0.0       8.881784e-15       4.796163e-14           0.871250           0.871250           0.969292           0.969292           0.969292           1.084028            1.084028            1.084028            1.084028            1.084028            1.084028            1.290776            1.531058            1.531058            1.531058            1.727788            1.727788            1.727788            1.727788            1.727788            1.727788            1.987076            2.053810            2.053810            2.208214            2.401075            2.401075            2.563946            2.563946            2.563946            2.792573            2.792573            2.792573            2.792573            2.792573            2.792573            3.528295            3.528295            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.743365            3.743365            3.781205            4.494355            4.755135            4.755135            4.755135            4.816271            4.816271            4.816271            4.816271            4.816271            4.816271            4.823359            4.823359            4.823359            4.904947            4.904947            4.904947            4.928609            4.938294            4.938294            4.950041            5.006531            5.006531            5.006531            5.006531            5.006531            5.006531            5.044257            5.044257            5.685451            5.685451            5.685451            5.738745            5.738745            5.738745            5.738745            5.738745            5.738745            5.900060            5.900060            5.900060            5.900060            5.900060            5.900060            5.900060            5.900060             5.900060             5.900060             5.981012             5.981012             6.022560             6.022560             6.022560             6.022560             6.022560             6.022560             6.062680             6.062680             6.155773             6.155773             6.155773             6.212305             6.212305             6.212305             6.314874             6.314874             6.314874             6.314874             6.314874             6.314874             6.536199             6.595121             6.595121             6.784794             6.784794             6.784794             6.820405             6.919915             6.971440             6.971440             6.971440             6.971440             6.971440             6.971440             7.061591             7.061591             7.304632             7.304632             7.505201             7.505201             7.582021             9.782380            10.224633            10.224633            10.224633            10.284033            10.284033            10.785549            11.824092            11.824092            11.824092            11.827796            11.827796            11.827796            11.827796            11.827796            11.827796            11.838072            11.838072            11.838072            11.842575            11.845008            11.845008            11.847638            11.847638            11.847638            11.847638            11.847638            11.847638            11.848918            11.861605            11.861605            13.446115            13.446115            13.446115            13.451429            13.451429            13.457472            13.457472            13.457472            13.457472            13.457472            13.457472            13.460574            13.463404            13.463404            13.490748
  -0.107143                0.0       6.217249e-15       4.529710e-14           0.871247           0.871247           0.966514           0.966514           0.966514           1.083897            1.083897            1.083897            1.083897            1.083897            1.083897            1.290740            1.527565            1.527565            1.527565            1.730752            1.730752            1.730752            1.730752            1.730752            1.730752            1.984512            2.052053            2.052053            2.205572            2.405214            2.405214            2.559502            2.559502            2.559502            2.794813            2.794813            2.794813            2.794813            2.794813            2.794813            3.523888            3.523888            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.745274            3.745274            3.782370            4.497308            4.752995            4.752995            4.752995            4.815156            4.815156            4.815156            4.815156            4.815156            4.815156            4.823359            4.823359            4.823359            4.903646            4.903646            4.903646            4.927522            4.937249            4.937249            4.949043            5.008882            5.008882            5.008882            5.008882            5.008882            5.008882            5.046232            5.046232            5.684363            5.684363            5.684363            5.738962            5.738962            5.738962            5.738962            5.738962            5.738962            5.896999            5.896999            5.896999            5.896999            5.896999            5.896999            5.896999            5.896999             5.896999             5.896999             5.980680             5.980680             6.022339             6.022339             6.022339             6.022339             6.022339             6.022339             6.064358             6.064358             6.153374             6.153374             6.153374             6.218427             6.218427             6.218427             6.318007             6.318007             6.318007             6.318007             6.318007             6.318007             6.534341             6.594422             6.594422             6.781469             6.781469             6.781469             6.819656             6.917576             6.973972             6.973972             6.973972             6.973972             6.973972             6.973972             7.063646             7.063646             7.301509             7.301509             7.507791             7.507791             7.586042             9.783116            10.224633            10.224633            10.224633            10.284033            10.284033            10.785878            11.823976            11.823976            11.823976            11.827735            11.827735            11.827735            11.827735            11.827735            11.827735            11.837940            11.837940            11.837940            11.842439            11.844886            11.844886            11.847847            11.847847            11.847847            11.847847            11.847847            11.847847            11.848773            11.861900            11.861900            13.445902            13.445902            13.445902            13.451204            13.451204            13.457597            13.457597            13.457597            13.457597            13.457597            13.457597            13.460455            13.463535            13.463535            13.491155
  -0.110204                0.0       1.154632e-14       2.220446e-14           0.871245           0.871245           0.963735           0.963735           0.963735           1.083729            1.083729            1.083729            1.083729            1.083729            1.083729            1.290704            1.524068            1.524068            1.524068            1.733747            1.733747            1.733747            1.733747            1.733747            1.733747            1.981946            2.050261            2.050261            2.202930            2.409383            2.409383            2.555060            2.555060            2.555060            2.797053            2.797053            2.797053            2.797053            2.797053            2.797053            3.519481            3.519481            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.614142            3.747174            3.747174            3.783443            4.500344            4.750851            4.750851            4.750851            4.814018            4.814018            4.814018            4.814018            4.814018            4.814018            4.823359            4.823359            4.823359            4.902344            4.902344            4.902344            4.926437            4.936202            4.936202            4.948045            5.011245            5.011245            5.011245            5.011245            5.011245            5.011245            5.048207            5.048207            5.683279            5.683279            5.683279            5.739167            5.739167            5.739167            5.739167            5.739167            5.739167            5.893937            5.893937            5.893937            5.893937            5.893937            5.893937            5.893937            5.893937             5.893937             5.893937             5.980347             5.980347             6.022091             6.022091             6.022091             6.022091             6.022091             6.022091             6.066033             6.066033             6.150976             6.150976             6.150976             6.224550             6.224550             6.224550             6.321175             6.321175             6.321175             6.321175             6.321175             6.321175             6.532480             6.593693             6.593693             6.778148             6.778148             6.778148             6.818888             6.915239             6.976526             6.976526             6.976526             6.976526             6.976526             6.976526             7.065678             7.065678             7.298445             7.298445             7.510396             7.510396             7.590058             9.783875            10.224633            10.224633            10.224633            10.284034            10.284034            10.786217            11.823860            11.823860            11.823860            11.827673            11.827673            11.827673            11.827673            11.827673            11.827673            11.837808            11.837808            11.837808            11.842303            11.844762            11.844762            11.848059            11.848059            11.848059            11.848059            11.848059            11.848059            11.848628            11.862195            11.862195            13.445689            13.445689            13.445689            13.450980            13.450980            13.457723            13.457723            13.457723            13.457723            13.457723            13.457723            13.460330            13.463668            13.463668            13.491569
